Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
30,Sun,2000-03-26,,West Ham,2-1,Wimbledon,,,Rob Harris,Match Report,
31,Sat,2000-04-01,,Southampton,1-2,Sunderland,,,Paul Durkin,Match Report,
31,Sat,2000-04-01,,Newcastle Utd,2-0,Bradford City,,,Andy D'Urso,Match Report,
31,Sat,2000-04-01,,Coventry City,0-3,Liverpool,,,Mike Reed,Match Report,
31,Sat,2000-04-01,,Wimbledon,1-3,Arsenal,,,Uriah Rennie,Match Report,
31,Sat,2000-04-01,,Everton,4-2,Watford,,,Steve Dunn,Match Report,
31,Sat,2000-04-01,,Leeds United,0-1,Chelsea,,,Jeff Winter,Match Report,
31,Sat,2000-04-01,,Manchester Utd,7-1,West Ham,,,Mike Riley,Match Report,
31,Sun,2000-04-02,,Derby County,3-0,Leicester City,,,Graham Poll,Match Report,
31,Mon,2000-04-03,,Tottenham,2-3,Middlesbrough,,,Alan Wiley,Match Report,
31,Wed,2000-04-05,,Sheffield Weds,0-1,Aston Villa,,,Graham Poll,Match Report,
32,Sat,2000-04-08,,Sunderland,2-1,Wimbledon,,,Graham Barber,Match Report,
32,Sat,2000-04-08,,Bradford City,1-2,Southampton,,,David Elleray,Match Report,
32,Sat,2000-04-08,,Leicester City,1-1,Everton,,,Alan Wiley,Match Report,
32,Sat,2000-04-08,,Watford,0-0,Derby County,,,Stephen Bennett,Match Report,
32,Sun,2000-04-09,,Aston Villa,1-0,Leeds United,,,Barry Knight,Match Report,
32,Sun,2000-04-09,,Liverpool,2-0,Tottenham,,,Stephen Lodge,Match Report,
32,Mon,2000-04-10,,Middlesbrough,3-4,Manchester Utd,,,Paul Durkin,Match Report,
32,Wed,2000-04-12,,West Ham,2-1,Newcastle Utd,,,Paul Alcock,Match Report,
32,Wed,2000-04-12,,Chelsea,2-1,Coventry City,,,Graham Poll,Match Report,
35,Wed,2000-04-12,,Wimbledon,0-2,Sheffield Weds,,,Alan Wiley,Match Report,
33,Sat,2000-04-15,,Derby County,1-2,West Ham,,,Mark Halsey,Match Report,
33,Sat,2000-04-15,,Everton,4-0,Bradford City,,,Paul Alcock,Match Report,
33,Sat,2000-04-15,,Coventry City,2-1,Middlesbrough,,,Neale Barry,Match Report,
33,Sat,2000-04-15,,Tottenham,2-4,Aston Villa,,,Rob Harris,Match Report,
33,Sat,2000-04-15,,Sheffield Weds,1-0,Chelsea,,,Paul Durkin,Match Report,
33,Sat,2000-04-15,,Newcastle Utd,0-2,Leicester City,,,Uriah Rennie,Match Report,
33,Sat,2000-04-15,,Southampton,2-0,Watford,,,Alan Wilkie,Match Report,
33,Sat,2000-04-15,,Manchester Utd,4-0,Sunderland,,,Peter Jones,Match Report,
33,Sun,2000-04-16,,Wimbledon,1-2,Liverpool,,,Mike Riley,Match Report,
33,Sun,2000-04-16,,Leeds United,0-4,Arsenal,,,Steve Dunn,Match Report,
35,Wed,2000-04-19,,Leicester City,0-1,Tottenham,,,Jeff Winter,Match Report,
34,Fri,2000-04-21,,Bradford City,4-4,Derby County,,,Alan Wilkie,Match Report,
34,Fri,2000-04-21,,Everton,0-0,Liverpool,,,Graham Poll,Match Report,
34,Sat,2000-04-22,,Sheffield Weds,0-2,Sunderland,,,Mike Reed,Match Report,
34,Sat,2000-04-22,,Tottenham,2-0,Wimbledon,,,Dermot Gallagher,Match Report,
34,Sat,2000-04-22,,West Ham,5-0,Coventry City,,,Andy D'Urso,Match Report,
34,Sat,2000-04-22,,Southampton,1-3,Manchester Utd,,,Neale Barry,Match Report,
34,Sat,2000-04-22,,Chelsea,1-1,Middlesbrough,,,Uriah Rennie,Match Report,
34,Sat,2000-04-22,,Aston Villa,2-2,Leicester City,,,Graham Barber,Match Report,
34,Sun,2000-04-23,,Watford,2-3,Arsenal,,,Rob Harris,Match Report,
34,Mon,2000-04-24,,Newcastle Utd,2-2,Leeds United,,,David Elleray,Match Report,
35,Mon,2000-04-24,,Sunderland,0-1,Bradford City,,,Stephen Lodge,Match Report,
35,Mon,2000-04-24,,Manchester Utd,3-2,Chelsea,,,Steve Dunn,Match Report,
35,Mon,2000-04-24,,Derby County,2-0,Southampton,,,Peter Jones,Match Report,
36,Sat,2000-04-29,,Southampton,1-2,Leicester City,,,Mike Reed,Match Report,
36,Sat,2000-04-29,,West Ham,0-1,Middlesbrough,,,Barry Knight,Match Report,
36,Sat,2000-04-29,,Watford,2-3,Manchester Utd,,,Stephen Lodge,Match Report,
36,Sat,2000-04-29,,Chelsea,2-0,Liverpool,,,Graham Barber,Match Report,
36,Sat,2000-04-29,,Tottenham,1-1,Derby County,,,Neale Barry,Match Report,
36,Sat,2000-04-29,,Everton,0-1,Arsenal,,,Dermot Gallagher,Match Report,
36,Sat,2000-04-29,,Newcastle Utd,2-0,Coventry City,,,Peter Jones,Match Report,
36,Sat,2000-04-29,,Aston Villa,1-1,Sunderland,,,Andy D'Urso,Match Report,
36,Sun,2000-04-30,,Sheffield Weds,0-3,Leeds United,,,Rob Harris,Match Report,
36,Sun,2000-04-30,,Bradford City,3-0,Wimbledon,,,Jeff Winter,Match Report,
35,Tue,2000-05-02,,Middlesbrough,2-2,Newcastle Utd,,,Mike Riley,Match Report,
35,Tue,2000-05-02,,Arsenal,2-1,West Ham,,,Paul Durkin,Match Report,
26,Wed,2000-05-03,,Liverpool,0-2,Leicester City,,,Graham Poll,Match Report,
35,Wed,2000-05-03,,Leeds United,3-1,Watford,,,Paul Alcock,Match Report,
37,Sat,2000-05-06,,Middlesbrough,1-1,Watford,,,Peter Jones,Match Report,
37,Sat,2000-05-06,,Derby County,0-0,Newcastle Utd,,,Alan Wiley,Match Report,
37,Sat,2000-05-06,,Sunderland,1-0,West Ham,,,Neale Barry,Match Report,
37,Sat,2000-05-06,,Leicester City,3-0,Bradford City,,,Steve Dunn,Match Report,
37,Sat,2000-05-06,,Manchester Utd,3-1,Tottenham,,,Alan Wilkie,Match Report,
37,Sat,2000-05-06,,Wimbledon,2-2,Aston Villa,,,Mark Halsey,Match Report,
37,Sat,2000-05-06,,Arsenal,2-1,Chelsea,,,Mike Reed,Match Report,
37,Sat,2000-05-06,,Coventry City,4-1,Sheffield Weds,,,Stephen Bennett,Match Report,
37,Sun,2000-05-07,,Liverpool,0-0,Southampton,,,Paul Alcock,Match Report,
37,Mon,2000-05-08,,Leeds United,1-1,Everton,,,Andy D'Urso,Match Report,
32,Tue,2000-05-09,,Arsenal,3-3,Sheffield Weds,,,Jeff Winter,Match Report,
38,Sun,2000-05-14,,Watford,1-0,Coventry City,,,Uriah Rennie,Match Report,
38,Sun,2000-05-14,,Bradford City,1-0,Liverpool,,,Dermot Gallagher,Match Report,
38,Sun,2000-05-14,,Sheffield Weds,4-0,Leicester City,,,David Elleray,Match Report,
38,Sun,2000-05-14,,Tottenham,3-1,Sunderland,,,Mike Riley,Match Report,
38,Sun,2000-05-14,,Newcastle Utd,4-2,Arsenal,,,Graham Poll,Match Report,
38,Sun,2000-05-14,,Southampton,2-0,Wimbledon,,,Stephen Lodge,Match Report,
38,Sun,2000-05-14,,Chelsea,4-0,Derby County,,,Jeff Winter,Match Report,
38,Sun,2000-05-14,,West Ham,0-0,Leeds United,,,Graham Barber,Match Report,
38,Sun,2000-05-14,,Everton,0-2,Middlesbrough,,,Rob Harris,Match Report,
38,Sun,2000-05-14,,Aston Villa,0-1,Manchester Utd,,,Paul Durkin,Match Report,
