Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
30,Mon,2002-03-18,,Tottenham,0-1,Charlton Ath,,,Jeff Winter,Match Report,
31,Sat,2002-03-23,,Derby County,3-4,Everton,,,Neale Barry,Match Report,
31,Sat,2002-03-23,,Charlton Ath,1-2,Bolton,,,Chris Foy,Match Report,
31,Sat,2002-03-23,,Ipswich Town,0-0,Aston Villa,,,David Pugh,Match Report,
31,Sat,2002-03-23,,Sunderland,1-1,Southampton,,,Matt Messias,Match Report,
31,Sat,2002-03-23,,Leicester City,0-2,Leeds United,,,Steve Dunn,Match Report,
31,Sat,2002-03-23,,Manchester Utd,0-1,Middlesbrough,,,Stephen Bennett,Match Report,
31,Sun,2002-03-24,,Fulham,0-2,Tottenham,,,Paul Durkin,Match Report,
31,Sun,2002-03-24,,Liverpool,1-0,Chelsea,,,Mark Halsey,Match Report,
32,Fri,2002-03-29,,Newcastle Utd,6-2,Everton,,,Graham Poll,Match Report,
32,Sat,2002-03-30,,Leicester City,2-1,Blackburn,,,Graham Barber,Match Report,
32,Sat,2002-03-30,,Leeds United,3-4,Manchester Utd,,,David Elleray,Match Report,
32,Sat,2002-03-30,,Liverpool,2-0,Charlton Ath,,,Dermot Gallagher,Match Report,
32,Sat,2002-03-30,,Chelsea,2-1,Derby County,,,Mike Dean,Match Report,
32,Sat,2002-03-30,,Arsenal,3-0,Sunderland,,,Paul Durkin,Match Report,
32,Sat,2002-03-30,,Southampton,1-1,Fulham,,,Jeff Winter,Match Report,
32,Sat,2002-03-30,,Bolton,3-2,Aston Villa,,,Rob Styles,Match Report,
32,Sat,2002-03-30,,West Ham,3-1,Ipswich Town,,,Alan Wiley,Match Report,
32,Sat,2002-03-30,,Middlesbrough,1-1,Tottenham,,,Phil Dowd,Match Report,
33,Mon,2002-04-01,,Derby County,0-1,Middlesbrough,,,Paul Durkin,Match Report,
33,Mon,2002-04-01,,Blackburn,2-0,Southampton,,,Clive Wilkes,Match Report,
33,Mon,2002-04-01,,Ipswich Town,0-0,Chelsea,,,Eddie Wolstenholme,Match Report,
33,Mon,2002-04-01,,Tottenham,2-1,Leeds United,,,Uriah Rennie,Match Report,
33,Mon,2002-04-01,,Everton,3-1,Bolton,,,Stephen Bennett,Match Report,
33,Mon,2002-04-01,,Fulham,0-1,West Ham,,,Mark Halsey,Match Report,
33,Mon,2002-04-01,,Charlton Ath,0-3,Arsenal,,,Andy D'Urso,Match Report,
33,Mon,2002-04-01,,Sunderland,2-1,Leicester City,,,Neale Barry,Match Report,
33,Tue,2002-04-02,,Aston Villa,1-1,Newcastle Utd,,,Steve Dunn,Match Report,
34,Sat,2002-04-06,,Arsenal,2-1,Tottenham,,,Mark Halsey,Match Report,
34,Sat,2002-04-06,,Middlesbrough,2-1,Aston Villa,,,Graham Barber,Match Report,
34,Sat,2002-04-06,,Chelsea,3-0,Everton,,,David Elleray,Match Report,
34,Sat,2002-04-06,,Bolton,4-1,Ipswich Town,,,Jeff Winter,Match Report,
34,Sat,2002-04-06,,Leicester City,0-1,Manchester Utd,,,Andy D'Urso,Match Report,
34,Sat,2002-04-06,,Southampton,2-0,Derby County,,,Stephen Bennett,Match Report,
34,Sat,2002-04-06,,West Ham,2-0,Charlton Ath,,,Mike Riley,Match Report,
34,Sun,2002-04-07,,Leeds United,2-0,Sunderland,,,Peter Jones,Match Report,
34,Mon,2002-04-08,,Newcastle Utd,1-1,Fulham,,,Alan Wiley,Match Report,
35,Wed,2002-04-10,,Blackburn,0-0,Chelsea,,,Steve Dunn,Match Report,
35,Sat,2002-04-13,,Derby County,2-3,Newcastle Utd,,,Rob Styles,Match Report,
35,Sat,2002-04-13,,Tottenham,1-1,West Ham,,,Neale Barry,Match Report,
35,Sat,2002-04-13,,Charlton Ath,1-1,Southampton,,,Phil Dowd,Match Report,
35,Sat,2002-04-13,,Sunderland,0-1,Liverpool,,,Dermot Gallagher,Match Report,
35,Sat,2002-04-13,,Everton,2-2,Leicester City,,,Uriah Rennie,Match Report,
35,Sat,2002-04-13,,Aston Villa,0-1,Leeds United,,,Barry Knight,Match Report,
36,Sat,2002-04-20,,Middlesbrough,1-3,Blackburn,,,Neale Barry,Match Report,
36,Sat,2002-04-20,,Leeds United,0-1,Fulham,,,Rob Styles,Match Report,
36,Sat,2002-04-20,,Leicester City,2-2,Aston Villa,,,Graham Poll,Match Report,
36,Sat,2002-04-20,,Chelsea,0-3,Manchester Utd,,,Graham Barber,Match Report,
36,Sat,2002-04-20,,West Ham,3-0,Sunderland,,,Stephen Bennett,Match Report,
36,Sat,2002-04-20,,Bolton,1-1,Tottenham,,,Matt Messias,Match Report,
36,Sat,2002-04-20,,Liverpool,2-0,Derby County,,,Mike Riley,Match Report,
36,Sat,2002-04-20,,Southampton,0-1,Everton,,,Mark Halsey,Match Report,
36,Sat,2002-04-20,,Newcastle Utd,3-0,Charlton Ath,,,Mike Dean,Match Report,
36,Sun,2002-04-21,,Arsenal,2-0,Ipswich Town,,,Alan Wiley,Match Report,
31,Tue,2002-04-23,,Blackburn,2-2,Newcastle Utd,,,Uriah Rennie,Match Report,
35,Tue,2002-04-23,,Fulham,3-0,Bolton,,,Paul Durkin,Match Report,
31,Wed,2002-04-24,,Arsenal,2-0,West Ham,,,Steve Dunn,Match Report,
35,Wed,2002-04-24,,Ipswich Town,1-0,Middlesbrough,,,Andy D'Urso,Match Report,
37,Sat,2002-04-27,,Middlesbrough,0-2,Chelsea,,,Barry Knight,Match Report,
37,Sat,2002-04-27,,Newcastle Utd,3-1,West Ham,,,Paul Durkin,Match Report,
37,Sat,2002-04-27,,Aston Villa,2-1,Southampton,,,David Elleray,Match Report,
37,Sat,2002-04-27,,Fulham,0-0,Leicester City,,,David Pugh,Match Report,
37,Sat,2002-04-27,,Ipswich Town,0-1,Manchester Utd,,,Rob Styles,Match Report,
37,Sat,2002-04-27,,Charlton Ath,2-2,Sunderland,,,Eddie Wolstenholme,Match Report,
37,Sat,2002-04-27,,Tottenham,1-0,Liverpool,,,Peter Jones,Match Report,
37,Sat,2002-04-27,,Derby County,0-1,Leeds United,,,Graham Poll,Match Report,
37,Sun,2002-04-28,,Everton,1-2,Blackburn,,,Jeff Winter,Match Report,
37,Mon,2002-04-29,,Bolton,0-2,Arsenal,,,Dermot Gallagher,Match Report,
34,Wed,2002-05-08,,Liverpool,4-3,Blackburn,,,Alan Wiley,Match Report,
35,Wed,2002-05-08,,Manchester Utd,0-1,Arsenal,,,Paul Durkin,Match Report,
38,Sat,2002-05-11,,Leicester City,2-1,Tottenham,,,David Elleray,Match Report,
38,Sat,2002-05-11,,Liverpool,5-0,Ipswich Town,,,Steve Dunn,Match Report,
38,Sat,2002-05-11,,Southampton,3-1,Newcastle Utd,,,Andy D'Urso,Match Report,
38,Sat,2002-05-11,,West Ham,2-1,Bolton,,,Mike Dean,Match Report,
38,Sat,2002-05-11,,Chelsea,1-3,Aston Villa,,,Stephen Bennett,Match Report,
38,Sat,2002-05-11,,Leeds United,1-0,Middlesbrough,,,Uriah Rennie,Match Report,
38,Sat,2002-05-11,,Blackburn,3-0,Fulham,,,Chris Foy,Match Report,
38,Sat,2002-05-11,,Arsenal,4-3,Everton,,,Mark Halsey,Match Report,
38,Sat,2002-05-11,,Manchester Utd,0-0,Charlton Ath,,,Graham Poll,Match Report,
38,Sat,2002-05-11,,Sunderland,1-1,Derby County,,,Alan Wiley,Match Report,
