Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
3,Sat,1993-08-21,,Blackburn,1-0,Oldham Athletic,,,Joe Worrall,Match Report,
3,Sun,1993-08-22,,Swindon Town,0-5,Liverpool,,,Philip Don,Match Report,
4,Mon,1993-08-23,,Aston Villa,1-2,Manchester Utd,,,David Elleray,Match Report,
4,Tue,1993-08-24,,Oldham Athletic,3-3,Coventry City,,,Peter Foakes,Match Report,
4,Tue,1993-08-24,,Sheffield Utd,2-1,Wimbledon,,,Alan Wilkie,Match Report,
4,Tue,1993-08-24,,Manchester City,0-2,Blackburn,,,T Lloyd,Match Report,
4,Tue,1993-08-24,,Arsenal,2-1,Leeds United,,,Keith Hackett,Match Report,
4,Wed,1993-08-25,,Southampton,5-1,Swindon Town,,,Paul Durkin,Match Report,
4,Wed,1993-08-25,,Norwich City,1-0,Ipswich Town,,,Alan Gunn,Match Report,
4,Wed,1993-08-25,,West Ham,2-0,Sheffield Weds,,,Joe Worrall,Match Report,
4,Wed,1993-08-25,,Chelsea,2-0,QPR,,,Keith Burge,Match Report,
4,Wed,1993-08-25,,Liverpool,1-2,Tottenham,,,Keren Barratt,Match Report,
4,Wed,1993-08-25,,Newcastle Utd,1-0,Everton,,,Gerald Ashby,Match Report,
5,Fri,1993-08-27,,Manchester City,1-1,Coventry City,,,Philip Don,Match Report,
5,Sat,1993-08-28,,Norwich City,0-0,Swindon Town,,,David Elleray,Match Report,
5,Sat,1993-08-28,,Liverpool,2-0,Leeds United,,,Robbie Hart,Match Report,
5,Sat,1993-08-28,,Chelsea,1-1,Sheffield Weds,,,Kelvin Morton,Match Report,
5,Sat,1993-08-28,,Southampton,1-3,Manchester Utd,,,Alan Gunn,Match Report,
5,Sat,1993-08-28,,Oldham Athletic,1-1,Wimbledon,,,Paul Durkin,Match Report,
5,Sat,1993-08-28,,Sheffield Utd,1-1,Ipswich Town,,,Peter Foakes,Match Report,
5,Sat,1993-08-28,,West Ham,0-4,QPR,,,Vic Callow,Match Report,
5,Sat,1993-08-28,,Aston Villa,1-0,Tottenham,,,Keith Cooper,Match Report,
5,Sat,1993-08-28,,Arsenal,2-0,Everton,,,Keith Burge,Match Report,
5,Sun,1993-08-29,,Newcastle Utd,1-1,Blackburn,,,Stephen Lodge,Match Report,
6,Tue,1993-08-31,,Ipswich Town,1-1,Newcastle Utd,,,Dermot Gallagher,Match Report,
6,Tue,1993-08-31,,Wimbledon,1-0,Southampton,,,Keith Hackett,Match Report,
6,Tue,1993-08-31,,Everton,0-1,Aston Villa,,,Alan Gunn,Match Report,
6,Tue,1993-08-31,,Leeds United,1-0,Oldham Athletic,,,Gerald Ashby,Match Report,
6,Wed,1993-09-01,,Manchester Utd,3-0,West Ham,,,Roger Milford,Match Report,
6,Wed,1993-09-01,,Tottenham,1-1,Chelsea,,,Vic Callow,Match Report,
6,Wed,1993-09-01,,Coventry City,1-0,Liverpool,,,Keith Burge,Match Report,
6,Wed,1993-09-01,,Swindon Town,1-3,Manchester City,,,Keith Cooper,Match Report,
6,Wed,1993-09-01,,Blackburn,1-1,Arsenal,,,David Allison,Match Report,
6,Wed,1993-09-01,,Sheffield Weds,3-3,Norwich City,,,Alan Wilkie,Match Report,
6,Wed,1993-09-01,,QPR,2-1,Sheffield Utd,,,Keren Barratt,Match Report,
7,Sat,1993-09-11,,Arsenal,4-0,Ipswich Town,,,Joe Worrall,Match Report,
7,Sat,1993-09-11,,Norwich City,0-1,Wimbledon,,,Gerald Ashby,Match Report,
7,Sat,1993-09-11,,Oldham Athletic,0-1,Everton,,,Stephen Lodge,Match Report,
7,Sat,1993-09-11,,Southampton,0-2,Leeds United,,,Keith Burge,Match Report,
7,Sat,1993-09-11,,Sheffield Utd,2-2,Tottenham,,,Kelvin Morton,Match Report,
7,Sat,1993-09-11,,Aston Villa,0-0,Coventry City,,,Martin Bodenham,Match Report,
7,Sat,1993-09-11,,West Ham,0-0,Swindon Town,,,Alan Gunn,Match Report,
7,Sat,1993-09-11,,Manchester City,3-0,QPR,,,Alan Wilkie,Match Report,
7,Sat,1993-09-11,,Chelsea,1-0,Manchester Utd,,,Peter Foakes,Match Report,
7,Sun,1993-09-12,,Liverpool,0-1,Blackburn,,,Mike Reed,Match Report,
7,Mon,1993-09-13,,Newcastle Utd,4-2,Sheffield Weds,,,Roger Dilkes,Match Report,
8,Sat,1993-09-18,,Swindon Town,2-2,Newcastle Utd,,,Howard King,Match Report,
8,Sat,1993-09-18,,Sheffield Weds,2-0,Southampton,,,Rodger Gifford,Match Report,
8,Sat,1993-09-18,,Ipswich Town,1-2,Aston Villa,,,Roger Dilkes,Match Report,
8,Sat,1993-09-18,,Everton,2-0,Liverpool,,,David Elleray,Match Report,
8,Sat,1993-09-18,,Tottenham,5-0,Oldham Athletic,,,Alan Gunn,Match Report,
8,Sat,1993-09-18,,Leeds United,2-1,Sheffield Utd,,,Philip Don,Match Report,
8,Sat,1993-09-18,,Coventry City,1-1,Chelsea,,,Paul Durkin,Match Report,
8,Sat,1993-09-18,,QPR,2-2,Norwich City,,,Roger Milford,Match Report,
8,Sat,1993-09-18,,Blackburn,0-2,West Ham,,,Keith Hackett,Match Report,
8,Sun,1993-09-19,,Manchester Utd,1-0,Arsenal,,,Vic Callow,Match Report,
8,Mon,1993-09-20,,Wimbledon,1-0,Manchester City,,,Keren Barratt,Match Report,
9,Sat,1993-09-25,,Chelsea,1-0,Liverpool,,,Keith Hackett,Match Report,
9,Sat,1993-09-25,,Manchester Utd,4-2,Swindon Town,,,Joe Worrall,Match Report,
9,Sat,1993-09-25,,Coventry City,0-2,Leeds United,,,Keith Cooper,Match Report,
9,Sat,1993-09-25,,Arsenal,1-0,Southampton,,,Kelvin Morton,Match Report,
9,Sat,1993-09-25,,Oldham Athletic,1-1,Aston Villa,,,Howard King,Match Report,
9,Sat,1993-09-25,,Newcastle Utd,2-0,West Ham,,,Mike Reed,Match Report,
9,Sat,1993-09-25,,Everton,1-5,Norwich City,,,Paul Durkin,Match Report,
9,Sat,1993-09-25,,Sheffield Utd,0-1,Manchester City,,,David Elleray,Match Report,
9,Sat,1993-09-25,,Blackburn,1-1,Sheffield Weds,,,Vic Callow,Match Report,
9,Sun,1993-09-26,,Ipswich Town,2-2,Tottenham,,,Gerald Ashby,Match Report,
9,Mon,1993-09-27,,Wimbledon,1-1,QPR,,,Philip Don,Match Report,
10,Sat,1993-10-02,,West Ham,1-0,Chelsea,,,Robbie Hart,Match Report,
10,Sat,1993-10-02,,Liverpool,0-0,Arsenal,,,Gerald Ashby,Match Report,
10,Sat,1993-10-02,,Aston Villa,0-2,Newcastle Utd,,,Paul Durkin,Match Report,
10,Sat,1993-10-02,,Norwich City,1-0,Coventry City,,,Dermot Gallagher,Match Report,
10,Sat,1993-10-02,,Swindon Town,1-3,Blackburn,,,David Frampton,Match Report,
10,Sat,1993-10-02,,Southampton,3-3,Sheffield Utd,,,Graham Poll,Match Report,
10,Sat,1993-10-02,,Leeds United,4-0,Wimbledon,,,Joe Worrall,Match Report,
10,Sat,1993-10-02,,QPR,3-0,Ipswich Town,,,Keith Cooper,Match Report,
10,Sat,1993-10-02,,Sheffield Weds,2-3,Manchester Utd,,,David Allison,Match Report,
10,Sun,1993-10-03,,Tottenham,3-2,Everton,,,Roger Milford,Match Report,
10,Mon,1993-10-04,,Manchester City,1-1,Oldham Athletic,,,Jim Borrett,Match Report,
11,Sat,1993-10-16,,Sheffield Weds,2-2,Wimbledon,,,Rodger Gifford,Match Report,
11,Sat,1993-10-16,,West Ham,0-0,Aston Villa,,,Stephen Lodge,Match Report,
11,Sat,1993-10-16,,Manchester Utd,2-1,Tottenham,,,Keith Burge,Match Report,
11,Sat,1993-10-16,,Chelsea,1-2,Norwich City,,,Vic Callow,Match Report,
11,Sat,1993-10-16,,Arsenal,0-0,Manchester City,,,Roger Milford,Match Report,
11,Sat,1993-10-16,,Liverpool,2-1,Oldham Athletic,,,Alan Wilkie,Match Report,
11,Sat,1993-10-16,,Coventry City,1-1,Southampton,,,Joe Worrall,Match Report,
11,Sat,1993-10-16,,Swindon Town,1-1,Everton,,,Kelvin Morton,Match Report,
11,Sat,1993-10-16,,Newcastle Utd,1-2,QPR,,,Keith Hackett,Match Report,
11,Sun,1993-10-17,,Ipswich Town,0-0,Leeds United,,,Martin Bodenham,Match Report,
11,Mon,1993-10-18,,Blackburn,0-0,Sheffield Utd,,,Terence Holbrook,Match Report,
12,Sat,1993-10-23,,Everton,0-1,Manchester Utd,,,Keith Hackett,Match Report,
12,Sat,1993-10-23,,Sheffield Utd,1-1,Sheffield Weds,,,Keith Cooper,Match Report,
12,Sat,1993-10-23,,Oldham Athletic,0-0,Arsenal,,,Mike Reed,Match Report,
12,Sat,1993-10-23,,Tottenham,1-1,Swindon Town,,,Keren Barratt,Match Report,
12,Sat,1993-10-23,,Aston Villa,1-0,Chelsea,,,David Allison,Match Report,
12,Sat,1993-10-23,,Norwich City,0-0,West Ham,,,Joe Worrall,Match Report,
12,Sat,1993-10-23,,Leeds United,3-3,Blackburn,,,Kelvin Morton,Match Report,
12,Sat,1993-10-23,,Manchester City,1-1,Liverpool,,,Martin Bodenham,Match Report,
12,Sat,1993-10-23,,QPR,5-1,Coventry City,,,Gerald Ashby,Match Report,
12,Sun,1993-10-24,,Southampton,2-1,Newcastle Utd,,,Philip Don,Match Report,
12,Mon,1993-10-25,,Wimbledon,0-2,Ipswich Town,,,Alan Gunn,Match Report,
13,Sat,1993-10-30,,Ipswich Town,0-2,Everton,,,Philip Don,Match Report,
13,Sat,1993-10-30,,Chelsea,0-1,Oldham Athletic,,,David Frampton,Match Report,
13,Sat,1993-10-30,,Arsenal,0-0,Norwich City,,,Roger Dilkes,Match Report,
13,Sat,1993-10-30,,Blackburn,1-0,Tottenham,,,Alan Wilkie,Match Report,
13,Sat,1993-10-30,,Liverpool,4-2,Southampton,,,Dermot Gallagher,Match Report,
13,Sat,1993-10-30,,Swindon Town,1-2,Aston Villa,,,Keith Burge,Match Report,
13,Sat,1993-10-30,,Manchester Utd,2-1,QPR,,,Stephen Lodge,Match Report,
13,Sat,1993-10-30,,Newcastle Utd,4-0,Wimbledon,,,Vic Callow,Match Report,
13,Sat,1993-10-30,,Sheffield Weds,3-3,Leeds United,,,Paul Durkin,Match Report,
13,Sun,1993-10-31,,Coventry City,0-0,Sheffield Utd,,,Alan Gunn,Match Report,
13,Mon,1993-11-01,,West Ham,3-1,Manchester City,,,Kelvin Morton,Match Report,
14,Sat,1993-11-06,,Liverpool,2-0,West Ham,,,Keren Barratt,Match Report,
14,Sat,1993-11-06,,Arsenal,1-2,Aston Villa,,,Martin Bodenham,Match Report,
14,Sat,1993-11-06,,Southampton,1-0,Tottenham,,,David Allison,Match Report,
14,Sat,1993-11-06,,Sheffield Utd,1-2,Norwich City,,,Keith Burge,Match Report,
14,Sat,1993-11-06,,Wimbledon,3-0,Swindon Town,,,Stephen Lodge,Match Report,
14,Sat,1993-11-06,,Leeds United,4-1,Chelsea,,,Dermot Gallagher,Match Report,
14,Sat,1993-11-06,,Ipswich Town,1-4,Sheffield Weds,,,Vic Callow,Match Report,
14,Sat,1993-11-06,,QPR,1-0,Blackburn,,,Alan Gunn,Match Report,
14,Sat,1993-11-06,,Coventry City,2-1,Everton,,,Alan Wilkie,Match Report,
14,Sun,1993-11-07,,Manchester City,2-3,Manchester Utd,,,Robbie Hart,Match Report,
14,Mon,1993-11-08,,Oldham Athletic,1-3,Newcastle Utd,,,Rodger Gifford,Match Report,
15,Sat,1993-11-20,,West Ham,2-0,Oldham Athletic,,,David Allison,Match Report,
15,Sat,1993-11-20,,Sheffield Weds,0-0,Coventry City,,,Graham Poll,Match Report,
15,Sat,1993-11-20,,Swindon Town,2-2,Ipswich Town,,,Roger Dilkes,Match Report,
15,Sat,1993-11-20,,Tottenham,1-1,Leeds United,,,Joe Worrall,Match Report,
15,Sat,1993-11-20,,Everton,0-3,QPR,,,Robbie Hart,Match Report,
15,Sat,1993-11-20,,Chelsea,0-2,Arsenal,,,Philip Don,Match Report,
15,Sat,1993-11-20,,Blackburn,2-0,Southampton,,,Keith Cooper,Match Report,
15,Sat,1993-11-20,,Manchester Utd,3-1,Wimbledon,,,T Lloyd,Match Report,
15,Sat,1993-11-20,,Norwich City,1-1,Manchester City,,,Keith Hackett,Match Report,
15,Sat,1993-11-20,,Aston Villa,1-0,Sheffield Utd,,,David Frampton,Match Report,
15,Sun,1993-11-21,,Newcastle Utd,3-0,Liverpool,,,Gerald Ashby,Match Report,
16,Mon,1993-11-22,,Chelsea,0-0,Manchester City,,,Mike Reed,Match Report,
16,Tue,1993-11-23,,Blackburn,2-1,Coventry City,,,Keith Burge,Match Report,
16,Tue,1993-11-23,,Everton,1-1,Leeds United,,,Keith Cooper,Match Report,
16,Wed,1993-11-24,,Newcastle Utd,4-0,Sheffield Utd,,,Joe Worrall,Match Report,
16,Wed,1993-11-24,,Manchester Utd,0-0,Ipswich Town,,,Terence Holbrook,Match Report,
16,Wed,1993-11-24,,Swindon Town,1-0,QPR,,,Gerald Ashby,Match Report,
16,Wed,1993-11-24,,Aston Villa,0-2,Southampton,,,Kelvin Morton,Match Report,
16,Wed,1993-11-24,,Sheffield Weds,3-0,Oldham Athletic,,,Keren Barratt,Match Report,
16,Wed,1993-11-24,,West Ham,0-0,Arsenal,,,Paul Durkin,Match Report,
16,Wed,1993-11-24,,Tottenham,1-1,Wimbledon,,,Keith Hackett,Match Report,
17,Sat,1993-11-27,,Ipswich Town,1-0,Blackburn,,,Paul Durkin,Match Report,
17,Sat,1993-11-27,,Oldham Athletic,2-1,Norwich City,,,Philip Don,Match Report,
17,Sat,1993-11-27,,Arsenal,2-1,Newcastle Utd,,,Alan Gunn,Match Report,
17,Sat,1993-11-27,,QPR,1-1,Tottenham,,,David Elleray,Match Report,
17,Sat,1993-11-27,,Wimbledon,1-1,Everton,,,Mike Reed,Match Report,
17,Sat,1993-11-27,,Coventry City,0-1,Manchester Utd,,,Stephen Lodge,Match Report,
17,Sat,1993-11-27,,Leeds United,3-0,Swindon Town,,,Vic Callow,Match Report,
17,Sat,1993-11-27,,Manchester City,1-3,Sheffield Weds,,,Howard King,Match Report,
17,Sat,1993-11-27,,Sheffield Utd,1-0,Chelsea,,,Roger Milford,Match Report,
17,Sun,1993-11-28,,Liverpool,2-1,Aston Villa,,,Alan Wilkie,Match Report,
17,Mon,1993-11-29,,Southampton,0-2,West Ham,,,Martin Bodenham,Match Report,
18,Sat,1993-12-04,,Wimbledon,1-2,West Ham,,,Dermot Gallagher,Match Report,
18,Sat,1993-12-04,,Coventry City,1-0,Arsenal,,,Robbie Hart,Match Report,
18,Sat,1993-12-04,,Tottenham,1-2,Newcastle Utd,,,Mike Reed,Match Report,
18,Sat,1993-12-04,,Leeds United,3-2,Manchester City,,,Rodger Gifford,Match Report,
18,Sat,1993-12-04,,Manchester Utd,2-2,Norwich City,,,Martin Bodenham,Match Report,
18,Sat,1993-12-04,,QPR,2-2,Aston Villa,,,Keith Hackett,Match Report,
18,Sat,1993-12-04,,Swindon Town,0-0,Sheffield Utd,,,Terence Holbrook,Match Report,
18,Sat,1993-12-04,,Sheffield Weds,3-1,Liverpool,,,Jim Borrett,Match Report,
18,Sat,1993-12-04,,Ipswich Town,0-0,Oldham Athletic,,,Stephen Lodge,Match Report,
18,Sat,1993-12-04,,Everton,1-0,Southampton,,,Keith Burge,Match Report,
18,Sun,1993-12-05,,Blackburn,2-0,Chelsea,,,Gerald Ashby,Match Report,
19,Mon,1993-12-06,,Arsenal,1-1,Tottenham,,,Philip Don,Match Report,
19,Tue,1993-12-07,,Sheffield Utd,0-3,Manchester Utd,,,Alan Gunn,Match Report,
19,Tue,1993-12-07,,Oldham Athletic,2-1,Swindon Town,,,David Allison,Match Report,
19,Wed,1993-12-08,,West Ham,0-1,Leeds United,,,Jim Borrett,Match Report,
19,Wed,1993-12-08,,Liverpool,3-2,QPR,,,Vic Callow,Match Report,
19,Wed,1993-12-08,,Aston Villa,2-2,Sheffield Weds,,,Peter Foakes,Match Report,
19,Wed,1993-12-08,,Southampton,0-1,Ipswich Town,,,Gerald Ashby,Match Report,
19,Wed,1993-12-08,,Manchester City,1-0,Everton,,,Paul Durkin,Match Report,
20,Sat,1993-12-11,,Oldham Athletic,1-2,Blackburn,,,Joe Worrall,Match Report,
20,Sat,1993-12-11,,Aston Villa,0-1,Wimbledon,,,Alan Gunn,Match Report,
20,Sat,1993-12-11,,Southampton,0-1,QPR,,,Keren Barratt,Match Report,
20,Sat,1993-12-11,,West Ham,3-2,Coventry City,,,Keith Cooper,Match Report,
20,Sat,1993-12-11,,Liverpool,2-2,Swindon Town,,,Kelvin Morton,Match Report,
20,Sat,1993-12-11,,Sheffield Utd,0-0,Everton,,,Vic Callow,Match Report,
20,Sat,1993-12-11,,Manchester City,0-2,Tottenham,,,Graham Poll,Match Report,
20,Sat,1993-12-11,,Chelsea,1-1,Ipswich Town,,,Alan Wilkie,Match Report,
20,Sat,1993-12-11,,Newcastle Utd,1-1,Manchester Utd,,,Keith Hackett,Match Report,
20,Sun,1993-12-12,,Arsenal,1-0,Sheffield Weds,,,Dermot Gallagher,Match Report,
20,Mon,1993-12-13,,Norwich City,2-1,Leeds United,,,Roger Milford,Match Report,
21,Sat,1993-12-18,,Coventry City,1-1,Oldham Athletic,,,Dermot Gallagher,Match Report,
21,Sat,1993-12-18,,Sheffield Weds,5-0,West Ham,,,David Frampton,Match Report,
21,Sat,1993-12-18,,Wimbledon,2-0,Sheffield Utd,,,Paul Durkin,Match Report,
21,Sat,1993-12-18,,Everton,0-2,Newcastle Utd,,,Martin Bodenham,Match Report,
21,Sat,1993-12-18,,Leeds United,2-1,Arsenal,,,Keith Burge,Match Report,
21,Sat,1993-12-18,,Swindon Town,2-1,Southampton,,,David Elleray,Match Report,
21,Sat,1993-12-18,,Tottenham,3-3,Liverpool,,,Robbie Hart,Match Report,
21,Sat,1993-12-18,,Ipswich Town,2-1,Norwich City,,,Mike Reed,Match Report,
21,Sat,1993-12-18,,Blackburn,2-0,Manchester City,,,Stephen Lodge,Match Report,
21,Sun,1993-12-19,,Manchester Utd,3-1,Aston Villa,,,Joe Worrall,Match Report,
22,Wed,1993-12-22,,Newcastle Utd,1-1,Leeds United,,,Philip Don,Match Report,
22,Sun,1993-12-26,,Sheffield Utd,0-0,Liverpool,,,Alan Wilkie,Match Report,
22,Sun,1993-12-26,,Wimbledon,1-2,Coventry City,,,Martin Bodenham,Match Report,
22,Sun,1993-12-26,,Manchester Utd,1-1,Blackburn,,,Dermot Gallagher,Match Report,
22,Mon,1993-12-27,,Ipswich Town,1-1,West Ham,,,Graham Poll,Match Report,
22,Mon,1993-12-27,,Everton,0-2,Sheffield Weds,,,Roger Dilkes,Match Report,
22,Mon,1993-12-27,,QPR,2-0,Oldham Athletic,,,Kelvin Morton,Match Report,
22,Mon,1993-12-27,,Southampton,3-1,Chelsea,,,Paul Durkin,Match Report,
22,Mon,1993-12-27,,Tottenham,1-3,Norwich City,,,Alan Gunn,Match Report,
22,Mon,1993-12-27,,Swindon Town,0-4,Arsenal,,,Stephen Lodge,Match Report,
23,Tue,1993-12-28,,Chelsea,1-0,Newcastle Utd,,,Joe Worrall,Match Report,
23,Tue,1993-12-28,,Liverpool,1-1,Wimbledon,,,Keith Cooper,Match Report,
23,Tue,1993-12-28,,West Ham,1-3,Tottenham,,,Gerald Ashby,Match Report,
23,Tue,1993-12-28,,Manchester City,1-1,Southampton,,,Alan Wilkie,Match Report,
23,Wed,1993-12-29,,Norwich City,1-2,Aston Villa,,,David Elleray,Match Report,
23,Wed,1993-12-29,,Oldham Athletic,2-5,Manchester Utd,,,Vic Callow,Match Report,
23,Wed,1993-12-29,,Arsenal,3-0,Sheffield Utd,,,Roger Milford,Match Report,
23,Wed,1993-12-29,,Blackburn,2-0,Everton,,,Terence Holbrook,Match Report,
23,Wed,1993-12-29,,Sheffield Weds,3-3,Swindon Town,,,Philip Don,Match Report,
23,Wed,1993-12-29,,Leeds United,1-1,QPR,,,Mike Reed,Match Report,
24,Sat,1994-01-01,,Tottenham,1-2,Coventry City,,,Terence Holbrook,Match Report,
24,Sat,1994-01-01,,Manchester Utd,0-0,Leeds United,,,David Elleray,Match Report,
24,Sat,1994-01-01,,Swindon Town,1-3,Chelsea,,,Keith Hackett,Match Report,
24,Sat,1994-01-01,,Wimbledon,0-3,Arsenal,,,Gerald Ashby,Match Report,
24,Sat,1994-01-01,,Sheffield Utd,2-1,Oldham Athletic,,,Robbie Hart,Match Report,
24,Sat,1994-01-01,,Ipswich Town,1-2,Liverpool,,,Alan Gunn,Match Report,
24,Sat,1994-01-01,,Aston Villa,0-1,Blackburn,,,Roger Dilkes,Match Report,
24,Sat,1994-01-01,,Newcastle Utd,2-0,Manchester City,,,Kelvin Morton,Match Report,
24,Sat,1994-01-01,,QPR,1-2,Sheffield Weds,,,Joe Worrall,Match Report,
24,Sat,1994-01-01,,Southampton,0-1,Norwich City,,,Graham Poll,Match Report,
24,Sat,1994-01-01,,Everton,0-1,West Ham,,,T Lloyd,Match Report,
25,Mon,1994-01-03,,Arsenal,0-0,QPR,,,Jim Borrett,Match Report,
25,Mon,1994-01-03,,West Ham,0-0,Sheffield Utd,,,Mike Reed,Match Report,
25,Mon,1994-01-03,,Coventry City,1-1,Swindon Town,,,Brian Hill,Match Report,
25,Mon,1994-01-03,,Sheffield Weds,1-0,Tottenham,,,Keith Burge,Match Report,
25,Mon,1994-01-03,,Chelsea,4-2,Everton,,,Keren Barratt,Match Report,
25,Tue,1994-01-04,,Liverpool,3-3,Manchester Utd,,,Philip Don,Match Report,
25,Tue,1994-01-04,,Norwich City,1-2,Newcastle Utd,,,Terence Holbrook,Match Report,
26,Sat,1994-01-15,,Tottenham,0-1,Manchester Utd,,,Roger Milford,Match Report,
26,Sat,1994-01-15,,Wimbledon,2-1,Sheffield Weds,,,Martin Bodenham,Match Report,
26,Sat,1994-01-15,,Norwich City,1-1,Chelsea,,,Keith Cooper,Match Report,
26,Sat,1994-01-15,,Manchester City,0-0,Arsenal,,,David Allison,Match Report,
26,Sat,1994-01-15,,Leeds United,0-0,Ipswich Town,,,Keith Hackett,Match Report,
26,Sat,1994-01-15,,Aston Villa,3-1,West Ham,,,Stephen Lodge,Match Report,
26,Sat,1994-01-15,,Oldham Athletic,0-3,Liverpool,,,John Lloyd,Match Report,
26,Sat,1994-01-15,,Everton,6-2,Swindon Town,,,Gerald Ashby,Match Report,
26,Sat,1994-01-15,,Sheffield Utd,1-2,Blackburn,,,Peter Foakes,Match Report,
26,Sat,1994-01-15,,Southampton,1-0,Coventry City,,,Philip Don,Match Report,
26,Sun,1994-01-16,,QPR,1-2,Newcastle Utd,,,Dermot Gallagher,Match Report,
27,Sat,1994-01-22,,Newcastle Utd,1-2,Southampton,,,Alan Gunn,Match Report,
27,Sat,1994-01-22,,Arsenal,1-1,Oldham Athletic,,,Peter Foakes,Match Report,
27,Sat,1994-01-22,,Swindon Town,2-1,Tottenham,,,Paul Durkin,Match Report,
27,Sat,1994-01-22,,Manchester Utd,1-0,Everton,,,Rodger Gifford,Match Report,
27,Sat,1994-01-22,,Ipswich Town,0-0,Wimbledon,,,Brian Hill,Match Report,
27,Sat,1994-01-22,,Sheffield Weds,3-1,Sheffield Utd,,,Keith Cooper,Match Report,
27,Sat,1994-01-22,,Liverpool,2-1,Manchester City,,,Roger Milford,Match Report,
27,Sat,1994-01-22,,Chelsea,1-1,Aston Villa,,,Graham Poll,Match Report,
27,Sat,1994-01-22,,Coventry City,0-1,QPR,,,Alan Wilkie,Match Report,
27,Sun,1994-01-23,,Blackburn,2-1,Leeds United,,,Vic Callow,Match Report,
27,Mon,1994-01-24,,West Ham,3-3,Norwich City,,,Joe Worrall,Match Report,
23,Wed,1994-02-02,,Coventry City,1-0,Ipswich Town,,,David Allison,Match Report,
16,Sat,1994-02-05,,Norwich City,2-2,Liverpool,,,Dermot Gallagher,Match Report,
28,Sat,1994-02-05,,Oldham Athletic,2-1,Southampton,,,Kelvin Morton,Match Report,
28,Sat,1994-02-05,,Everton,4-2,Chelsea,,,Brian Hill,Match Report,
28,Sat,1994-02-05,,Blackburn,3-0,Wimbledon,,,Alan Wilkie,Match Report,
28,Sat,1994-02-05,,Manchester City,2-1,Ipswich Town,,,Robbie Hart,Match Report,
28,Sat,1994-02-05,,Tottenham,1-3,Sheffield Weds,,,David Frampton,Match Report,
28,Sat,1994-02-05,,Swindon Town,3-1,Coventry City,,,Keith Burge,Match Report,
29,Sat,1994-02-05,,QPR,2-3,Manchester Utd,,,Graham Poll,Match Report,
