Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
3,Sat,2000-08-26,,Manchester City,1-2,Coventry City,,,Andy D'Urso,Match Report,
3,Sat,2000-08-26,,West Ham,2-2,Manchester Utd,,,Dermot Gallagher,Match Report,
3,Sat,2000-08-26,,Everton,2-2,Derby County,,,Mike Riley,Match Report,
3,Sun,2000-08-27,,Aston Villa,1-1,Chelsea,,,Paul Durkin,Match Report,
4,Tue,2000-09-05,,Leeds United,1-2,Manchester City,,,Graham Poll,Match Report,
4,Tue,2000-09-05,,Sunderland,1-1,West Ham,,,Peter Jones,Match Report,
4,Tue,2000-09-05,,Tottenham,3-2,Everton,,,Barry Knight,Match Report,
4,Tue,2000-09-05,,Manchester Utd,6-0,Bradford City,,,Rob Harris,Match Report,
4,Wed,2000-09-06,,Charlton Ath,1-1,Southampton,,,Mark Halsey,Match Report,
4,Wed,2000-09-06,,Leicester City,2-1,Ipswich Town,,,Paul Taylor,Match Report,
4,Wed,2000-09-06,,Liverpool,3-1,Aston Villa,,,Neale Barry,Match Report,
4,Wed,2000-09-06,,Chelsea,2-2,Arsenal,,,Mike Riley,Match Report,
4,Wed,2000-09-06,,Coventry City,0-2,Newcastle Utd,,,Alan Wiley,Match Report,
4,Wed,2000-09-06,,Derby County,3-3,Middlesbrough,,,Rob Styles,Match Report,
5,Sat,2000-09-09,,Leicester City,1-0,Southampton,,,Mike Dean,Match Report,
5,Sat,2000-09-09,,Ipswich Town,1-2,Aston Villa,,,Andy D'Urso,Match Report,
5,Sat,2000-09-09,,Coventry City,0-0,Leeds United,,,Paul Durkin,Match Report,
5,Sat,2000-09-09,,Manchester Utd,3-0,Sunderland,,,Neale Barry,Match Report,
5,Sat,2000-09-09,,Middlesbrough,1-2,Everton,,,Stephen Bennett,Match Report,
5,Sat,2000-09-09,,Newcastle Utd,0-0,Chelsea,,,Graham Poll,Match Report,
5,Sat,2000-09-09,,Bradford City,1-1,Arsenal,,,Alan Wiley,Match Report,
5,Sat,2000-09-09,,Liverpool,3-2,Manchester City,,,Graham Barber,Match Report,
5,Sun,2000-09-10,,Derby County,2-2,Charlton Ath,,,Peter Jones,Match Report,
5,Mon,2000-09-11,,Tottenham,1-0,West Ham,,,Steve Dunn,Match Report,
6,Sat,2000-09-16,,Southampton,2-0,Newcastle Utd,,,Barry Knight,Match Report,
6,Sat,2000-09-16,,Aston Villa,2-0,Bradford City,,,Rob Styles,Match Report,
6,Sat,2000-09-16,,Sunderland,2-1,Derby County,,,Paul Taylor,Match Report,
6,Sat,2000-09-16,,Charlton Ath,1-0,Tottenham,,,Jeff Winter,Match Report,
6,Sat,2000-09-16,,Arsenal,2-1,Coventry City,,,Mike Dean,Match Report,
6,Sat,2000-09-16,,Leeds United,1-2,Ipswich Town,,,Mark Halsey,Match Report,
6,Sat,2000-09-16,,Everton,1-3,Manchester Utd,,,Dermot Gallagher,Match Report,
6,Sun,2000-09-17,,Manchester City,1-1,Middlesbrough,,,Stephen Lodge,Match Report,
6,Sun,2000-09-17,,West Ham,1-1,Liverpool,,,David Elleray,Match Report,
6,Sun,2000-09-17,,Chelsea,0-2,Leicester City,,,Graham Barber,Match Report,
7,Sat,2000-09-23,,Bradford City,0-1,Southampton,,,Steve Dunn,Match Report,
7,Sat,2000-09-23,,Newcastle Utd,0-1,Charlton Ath,,,Andy D'Urso,Match Report,
7,Sat,2000-09-23,,Ipswich Town,1-1,Arsenal,,,Paul Durkin,Match Report,
7,Sat,2000-09-23,,Derby County,1-1,Leeds United,,,Barry Knight,Match Report,
7,Sat,2000-09-23,,Coventry City,0-3,West Ham,,,Neale Barry,Match Report,
7,Sat,2000-09-23,,Middlesbrough,1-1,Aston Villa,,,Mark Halsey,Match Report,
7,Sat,2000-09-23,,Manchester Utd,3-3,Chelsea,,,Peter Jones,Match Report,
7,Sat,2000-09-23,,Liverpool,1-1,Sunderland,,,Mike Riley,Match Report,
7,Sat,2000-09-23,,Tottenham,0-0,Manchester City,,,Stephen Bennett,Match Report,
7,Sun,2000-09-24,,Leicester City,1-1,Everton,,,Alan Wiley,Match Report,
8,Sat,2000-09-30,,Charlton Ath,2-2,Coventry City,,,Rob Styles,Match Report,
8,Sat,2000-09-30,,West Ham,1-1,Bradford City,,,Mike Dean,Match Report,
8,Sat,2000-09-30,,Everton,0-3,Ipswich Town,,,Jeff Winter,Match Report,
8,Sat,2000-09-30,,Leeds United,4-3,Tottenham,,,Neale Barry,Match Report,
8,Sat,2000-09-30,,Southampton,1-3,Middlesbrough,,,Graham Poll,Match Report,
8,Sat,2000-09-30,,Manchester City,0-1,Newcastle Utd,,,Paul Taylor,Match Report,
8,Sat,2000-09-30,,Aston Villa,4-1,Derby County,,,David Elleray,Match Report,
8,Sun,2000-10-01,,Arsenal,1-0,Manchester Utd,,,Graham Barber,Match Report,
8,Sun,2000-10-01,,Chelsea,3-0,Liverpool,,,Dermot Gallagher,Match Report,
8,Sun,2000-10-01,,Sunderland,0-0,Leicester City,,,Stephen Lodge,Match Report,
9,Sat,2000-10-14,,Manchester City,2-0,Bradford City,,,Barry Knight,Match Report,
9,Sat,2000-10-14,,Leicester City,0-3,Manchester Utd,,,Paul Durkin,Match Report,
9,Sat,2000-10-14,,Everton,1-1,Southampton,,,David Elleray,Match Report,
9,Sat,2000-10-14,,Arsenal,1-0,Aston Villa,,,Rob Harris,Match Report,
9,Sat,2000-10-14,,Sunderland,1-0,Chelsea,,,Jeff Winter,Match Report,
9,Sat,2000-10-14,,Leeds United,3-1,Charlton Ath,,,Mike Dean,Match Report,
9,Sat,2000-10-14,,Coventry City,2-1,Tottenham,,,Peter Jones,Match Report,
9,Sat,2000-10-14,,Ipswich Town,1-1,West Ham,,,Neale Barry,Match Report,
9,Sun,2000-10-15,,Derby County,0-4,Liverpool,,,Stephen Bennett,Match Report,
9,Mon,2000-10-16,,Middlesbrough,1-3,Newcastle Utd,,,Steve Dunn,Match Report,
10,Sat,2000-10-21,,Liverpool,1-0,Leicester City,,,Andy D'Urso,Match Report,
10,Sat,2000-10-21,,West Ham,1-2,Arsenal,,,Dermot Gallagher,Match Report,
10,Sat,2000-10-21,,Manchester Utd,3-0,Leeds United,,,Jeff Winter,Match Report,
10,Sat,2000-10-21,,Bradford City,0-2,Ipswich Town,,,Paul Taylor,Match Report,
10,Sat,2000-10-21,,Newcastle Utd,0-1,Everton,,,Mark Halsey,Match Report,
10,Sat,2000-10-21,,Chelsea,6-1,Coventry City,,,Stephen Lodge,Match Report,
10,Sat,2000-10-21,,Charlton Ath,1-0,Middlesbrough,,,Mike Riley,Match Report,
10,Sat,2000-10-21,,Tottenham,3-1,Derby County,,,Mike Dean,Match Report,
10,Sun,2000-10-22,,Aston Villa,0-0,Sunderland,,,Peter Jones,Match Report,
10,Mon,2000-10-23,,Southampton,0-2,Manchester City,,,Alan Wiley,Match Report,
11,Sat,2000-10-28,,West Ham,1-0,Newcastle Utd,,,Mike Riley,Match Report,
11,Sat,2000-10-28,,Aston Villa,2-1,Charlton Ath,,,Dermot Gallagher,Match Report,
11,Sat,2000-10-28,,Manchester Utd,5-0,Southampton,,,Andy D'Urso,Match Report,
11,Sat,2000-10-28,,Chelsea,3-0,Tottenham,,,Steve Dunn,Match Report,
11,Sat,2000-10-28,,Sunderland,1-0,Coventry City,,,Alan Wiley,Match Report,
11,Sat,2000-10-28,,Leicester City,2-1,Derby County,,,Graham Poll,Match Report,
11,Sat,2000-10-28,,Arsenal,5-0,Manchester City,,,Rob Styles,Match Report,
11,Sat,2000-10-28,,Ipswich Town,2-1,Middlesbrough,,,Neale Barry,Match Report,
11,Sun,2000-10-29,,Bradford City,1-1,Leeds United,,,Stephen Lodge,Match Report,
11,Sun,2000-10-29,,Liverpool,3-1,Everton,,,Paul Durkin,Match Report,
12,Sat,2000-11-04,,Leeds United,4-3,Liverpool,,,David Elleray,Match Report,
12,Sat,2000-11-04,,Southampton,3-2,Chelsea,,,Jeff Winter,Match Report,
12,Sat,2000-11-04,,Newcastle Utd,2-1,Ipswich Town,,,Alan Wiley,Match Report,
12,Sat,2000-11-04,,Middlesbrough,0-1,Arsenal,,,Andy D'Urso,Match Report,
12,Sat,2000-11-04,,Manchester City,0-1,Leicester City,,,Mark Halsey,Match Report,
12,Sat,2000-11-04,,Coventry City,1-2,Manchester Utd,,,Graham Poll,Match Report,
12,Sat,2000-11-04,,Tottenham,2-1,Sunderland,,,Dermot Gallagher,Match Report,
12,Sat,2000-11-04,,Charlton Ath,2-0,Bradford City,,,Neale Barry,Match Report,
12,Sun,2000-11-05,,Everton,0-1,Aston Villa,,,Stephen Lodge,Match Report,
12,Mon,2000-11-06,,Derby County,0-0,West Ham,,,Paul Durkin,Match Report,
13,Sat,2000-11-11,,Sunderland,2-2,Southampton,,,Mike Dean,Match Report,
13,Sat,2000-11-11,,Aston Villa,2-0,Tottenham,,,Barry Knight,Match Report,
13,Sat,2000-11-11,,Arsenal,0-0,Derby County,,,Stephen Lodge,Match Report,
13,Sat,2000-11-11,,Manchester Utd,2-1,Middlesbrough,,,Paul Durkin,Match Report,
13,Sat,2000-11-11,,West Ham,4-1,Manchester City,,,Jeff Winter,Match Report,
13,Sat,2000-11-11,,Ipswich Town,2-0,Charlton Ath,,,Stephen Bennett,Match Report,
13,Sat,2000-11-11,,Leicester City,1-1,Newcastle Utd,,,Rob Styles,Match Report,
13,Sat,2000-11-11,,Bradford City,0-1,Everton,,,Rob Harris,Match Report,
13,Sun,2000-11-12,,Liverpool,4-1,Coventry City,,,Mike Riley,Match Report,
13,Sun,2000-11-12,,Chelsea,1-1,Leeds United,,,Graham Poll,Match Report,
14,Sat,2000-11-18,,Charlton Ath,2-0,Chelsea,,,Paul Durkin,Match Report,
14,Sat,2000-11-18,,Middlesbrough,0-3,Leicester City,,,Alan Wiley,Match Report,
14,Sat,2000-11-18,,Leeds United,0-1,West Ham,,,Paul Taylor,Match Report,
14,Sat,2000-11-18,,Everton,2-0,Arsenal,,,Mike Riley,Match Report,
14,Sat,2000-11-18,,Derby County,2-0,Bradford City,,,Andy D'Urso,Match Report,
14,Sat,2000-11-18,,Southampton,2-0,Aston Villa,,,Peter Jones,Match Report,
14,Sat,2000-11-18,,Manchester City,0-1,Manchester Utd,,,Steve Dunn,Match Report,
14,Sat,2000-11-18,,Newcastle Utd,1-2,Sunderland,,,Graham Poll,Match Report,
14,Sun,2000-11-19,,Tottenham,2-1,Liverpool,,,Mark Halsey,Match Report,
14,Mon,2000-11-20,,Coventry City,0-1,Ipswich Town,,,David Elleray,Match Report,
15,Sat,2000-11-25,,Middlesbrough,2-2,Bradford City,,,Paul Taylor,Match Report,
15,Sat,2000-11-25,,Tottenham,3-0,Leicester City,,,Rob Harris,Match Report,
15,Sat,2000-11-25,,Everton,2-1,Chelsea,,,Rob Styles,Match Report,
15,Sat,2000-11-25,,Derby County,0-3,Manchester Utd,,,David Elleray,Match Report,
15,Sat,2000-11-25,,Southampton,2-3,West Ham,,,Stephen Bennett,Match Report,
15,Sat,2000-11-25,,Coventry City,1-1,Aston Villa,,,Jeff Winter,Match Report,
15,Sat,2000-11-25,,Charlton Ath,0-1,Sunderland,,,Steve Dunn,Match Report,
15,Sat,2000-11-25,,Manchester City,2-3,Ipswich Town,,,Mike Dean,Match Report,
15,Sun,2000-11-26,,Newcastle Utd,2-1,Liverpool,,,Barry Knight,Match Report,
15,Sun,2000-11-26,,Leeds United,1-0,Arsenal,,,Dermot Gallagher,Match Report,
16,Sat,2000-12-02,,Aston Villa,1-1,Newcastle Utd,,,David Elleray,Match Report,
16,Sat,2000-12-02,,Bradford City,2-1,Coventry City,,,Mike Dean,Match Report,
16,Sat,2000-12-02,,Arsenal,1-0,Southampton,,,Steve Dunn,Match Report,
16,Sat,2000-12-02,,Leicester City,3-1,Leeds United,,,Stephen Bennett,Match Report,
16,Sat,2000-12-02,,West Ham,1-0,Middlesbrough,,,Andy D'Urso,Match Report,
16,Sat,2000-12-02,,Ipswich Town,0-1,Derby County,,,Mark Halsey,Match Report,
16,Sat,2000-12-02,,Manchester Utd,2-0,Tottenham,,,Graham Poll,Match Report,
16,Sat,2000-12-02,,Liverpool,3-0,Charlton Ath,,,Rob Styles,Match Report,
16,Sun,2000-12-03,,Chelsea,2-1,Manchester City,,,Dermot Gallagher,Match Report,
16,Mon,2000-12-04,,Sunderland,2-0,Everton,,,Peter Jones,Match Report,
17,Sat,2000-12-09,,Bradford City,3-3,Tottenham,,,Neale Barry,Match Report,
17,Sat,2000-12-09,,Charlton Ath,3-3,Manchester Utd,,,Stephen Lodge,Match Report,
17,Sat,2000-12-09,,Manchester City,5-0,Everton,,,Stephen Bennett,Match Report,
17,Sat,2000-12-09,,Sunderland,1-0,Middlesbrough,,,Graham Poll,Match Report,
17,Sat,2000-12-09,,Southampton,1-0,Leeds United,,,Paul Durkin,Match Report,
17,Sat,2000-12-09,,Arsenal,5-0,Newcastle Utd,,,Mike Dean,Match Report,
17,Sat,2000-12-09,,West Ham,1-1,Aston Villa,,,Mike Riley,Match Report,
17,Sat,2000-12-09,,Chelsea,4-1,Derby County,,,Paul Taylor,Match Report,
17,Sun,2000-12-10,,Liverpool,0-1,Ipswich Town,,,Alan Wiley,Match Report,
17,Sun,2000-12-10,,Coventry City,1-0,Leicester City,,,Steve Dunn,Match Report,
18,Sat,2000-12-16,,Leicester City,3-1,Charlton Ath,,,Alan Wiley,Match Report,
18,Sat,2000-12-16,,Derby County,1-0,Coventry City,,,Mike Dean,Match Report,
18,Sat,2000-12-16,,Leeds United,2-0,Sunderland,,,Rob Styles,Match Report,
18,Sat,2000-12-16,,Middlesbrough,1-0,Chelsea,,,Peter Jones,Match Report,
18,Sat,2000-12-16,,Aston Villa,2-2,Manchester City,,,Andy D'Urso,Match Report,
18,Sat,2000-12-16,,Everton,1-1,West Ham,,,Clive Wilkes,Match Report,
18,Sat,2000-12-16,,Ipswich Town,3-1,Southampton,,,Barry Knight,Match Report,
18,Sat,2000-12-16,,Newcastle Utd,2-1,Bradford City,,,Steve Dunn,Match Report,
18,Sun,2000-12-17,,Manchester Utd,0-1,Liverpool,,,Mike Riley,Match Report,
18,Mon,2000-12-18,,Tottenham,1-1,Arsenal,,,Jeff Winter,Match Report,
19,Fri,2000-12-22,,Coventry City,1-1,Southampton,,,Alan Wiley,Match Report,
19,Sat,2000-12-23,,Charlton Ath,1-0,Everton,,,Graham Barber,Match Report,
19,Sat,2000-12-23,,Tottenham,0-0,Middlesbrough,,,Rob Styles,Match Report,
19,Sat,2000-12-23,,Chelsea,3-0,Bradford City,,,Barry Knight,Match Report,
19,Sat,2000-12-23,,Liverpool,4-0,Arsenal,,,Paul Durkin,Match Report,
19,Sat,2000-12-23,,Sunderland,1-0,Manchester City,,,David Elleray,Match Report,
19,Sat,2000-12-23,,Derby County,2-0,Newcastle Utd,,,Rob Harris,Match Report,
19,Sat,2000-12-23,,Leicester City,2-1,West Ham,,,Graham Poll,Match Report,
19,Sat,2000-12-23,,Manchester Utd,2-0,Ipswich Town,,,Stephen Bennett,Match Report,
19,Sat,2000-12-23,,Leeds United,1-2,Aston Villa,,,Mark Halsey,Match Report,
20,Tue,2000-12-26,,Ipswich Town,2-2,Chelsea,,,Jeff Winter,Match Report,
20,Tue,2000-12-26,,Arsenal,6-1,Leicester City,,,Dermot Gallagher,Match Report,
20,Tue,2000-12-26,,Newcastle Utd,2-1,Leeds United,,,Andy D'Urso,Match Report,
20,Tue,2000-12-26,,West Ham,5-0,Charlton Ath,,,Steve Dunn,Match Report,
20,Tue,2000-12-26,,Aston Villa,0-1,Manchester Utd,,,Graham Poll,Match Report,
20,Tue,2000-12-26,,Manchester City,0-0,Derby County,,,Mike Riley,Match Report,
20,Tue,2000-12-26,,Everton,1-2,Coventry City,,,Neale Barry,Match Report,
20,Tue,2000-12-26,,Middlesbrough,1-0,Liverpool,,,Stephen Lodge,Match Report,
20,Tue,2000-12-26,,Bradford City,1-4,Sunderland,,,Paul Durkin,Match Report,
20,Wed,2000-12-27,,Southampton,2-0,Tottenham,,,David Elleray,Match Report,
21,Sat,2000-12-30,,Manchester City,1-4,Charlton Ath,,,Clive Wilkes,Match Report,
21,Sat,2000-12-30,,Southampton,1-0,Derby County,,,Andy D'Urso,Match Report,
21,Sat,2000-12-30,,Ipswich Town,3-0,Tottenham,,,Matt Messias,Match Report,
21,Sat,2000-12-30,,Newcastle Utd,1-1,Manchester Utd,,,Mike Riley,Match Report,
21,Sat,2000-12-30,,Arsenal,2-2,Sunderland,,,Graham Barber,Match Report,
21,Sat,2000-12-30,,Middlesbrough,1-1,Coventry City,,,Dermot Gallagher,Match Report,
22,Mon,2001-01-01,,Chelsea,1-0,Aston Villa,,,Paul Durkin,Match Report,
22,Mon,2001-01-01,,Liverpool,2-1,Southampton,,,Dermot Gallagher,Match Report,
22,Mon,2001-01-01,,Manchester Utd,3-1,West Ham,,,Peter Jones,Match Report,
22,Mon,2001-01-01,,Sunderland,4-1,Ipswich Town,,,Neale Barry,Match Report,
22,Mon,2001-01-01,,Charlton Ath,1-0,Arsenal,,,Graham Poll,Match Report,
22,Mon,2001-01-01,,Leicester City,1-2,Bradford City,,,Stephen Lodge,Match Report,
22,Mon,2001-01-01,,Derby County,1-0,Everton,,,Alan Wiley,Match Report,
22,Mon,2001-01-01,,Leeds United,1-1,Middlesbrough,,,David Elleray,Match Report,
22,Mon,2001-01-01,,Coventry City,1-1,Manchester City,,,Barry Knight,Match Report,
22,Tue,2001-01-02,,Tottenham,4-2,Newcastle Utd,,,Stephen Bennett,Match Report,
23,Sat,2001-01-13,,Newcastle Utd,3-1,Coventry City,,,Jeff Winter,Match Report,
23,Sat,2001-01-13,,Manchester City,0-4,Leeds United,,,Mike Dean,Match Report,
23,Sat,2001-01-13,,Bradford City,0-3,Manchester Utd,,,Alan Wiley,Match Report,
23,Sat,2001-01-13,,Southampton,0-0,Charlton Ath,,,Stephen Lodge,Match Report,
23,Sat,2001-01-13,,Everton,0-0,Tottenham,,,Andy D'Urso,Match Report,
23,Sat,2001-01-13,,Arsenal,1-1,Chelsea,,,David Elleray,Match Report,
23,Sat,2001-01-13,,Middlesbrough,4-0,Derby County,,,Rob Styles,Match Report,
23,Sat,2001-01-13,,Aston Villa,0-3,Liverpool,,,Graham Barber,Match Report,
23,Sat,2001-01-13,,West Ham,0-2,Sunderland,,,Matt Messias,Match Report,
23,Sun,2001-01-14,,Ipswich Town,2-0,Leicester City,,,Mike Riley,Match Report,
24,Sat,2001-01-20,,Derby County,1-1,Manchester City,,,Jeff Winter,Match Report,
24,Sat,2001-01-20,,Leeds United,1-3,Newcastle Utd,,,Alan Wiley,Match Report,
24,Sat,2001-01-20,,Coventry City,1-3,Everton,,,Paul Durkin,Match Report,
24,Sat,2001-01-20,,Liverpool,0-0,Middlesbrough,,,Steve Dunn,Match Report,
24,Sat,2001-01-20,,Leicester City,0-0,Arsenal,,,Barry Knight,Match Report,
24,Sat,2001-01-20,,Chelsea,4-1,Ipswich Town,,,Andy D'Urso,Match Report,
24,Sat,2001-01-20,,Tottenham,0-0,Southampton,,,Clive Wilkes,Match Report,
24,Sat,2001-01-20,,Manchester Utd,2-0,Aston Villa,,,Mike Riley,Match Report,
24,Sun,2001-01-21,,Sunderland,0-0,Bradford City,,,Mark Halsey,Match Report,
24,Mon,2001-01-22,,Charlton Ath,1-1,West Ham,,,Dermot Gallagher,Match Report,
2,Wed,2001-01-24,,Aston Villa,1-2,Leeds United,,,Stephen Bennett,Match Report,
25,Tue,2001-01-30,,Arsenal,2-0,Bradford City,,,Clive Wilkes,Match Report,
25,Tue,2001-01-30,,Charlton Ath,2-1,Derby County,,,Mike Dean,Match Report,
25,Wed,2001-01-31,,West Ham,0-0,Tottenham,,,Neale Barry,Match Report,
25,Wed,2001-01-31,,Sunderland,0-1,Manchester Utd,,,Graham Poll,Match Report,
25,Wed,2001-01-31,,Leeds United,1-0,Coventry City,,,Rob Harris,Match Report,
25,Wed,2001-01-31,,Chelsea,3-1,Newcastle Utd,,,Mark Halsey,Match Report,
25,Wed,2001-01-31,,Manchester City,1-1,Liverpool,,,Peter Jones,Match Report,
25,Wed,2001-01-31,,Southampton,1-0,Leicester City,,,Stephen Bennett,Match Report,
25,Wed,2001-01-31,,Everton,2-2,Middlesbrough,,,Graham Barber,Match Report,
26,Sat,2001-02-03,,Leicester City,2-1,Chelsea,,,Steve Dunn,Match Report,
26,Sat,2001-02-03,,Liverpool,3-0,West Ham,,,Stephen Bennett,Match Report,
26,Sat,2001-02-03,,Middlesbrough,1-1,Manchester City,,,Alan Wiley,Match Report,
26,Sat,2001-02-03,,Bradford City,0-3,Aston Villa,,,Dermot Gallagher,Match Report,
26,Sat,2001-02-03,,Ipswich Town,1-2,Leeds United,,,Peter Jones,Match Report,
26,Sat,2001-02-03,,Manchester Utd,1-0,Everton,,,Jeff Winter,Match Report,
26,Sat,2001-02-03,,Coventry City,0-1,Arsenal,,,Mike Dean,Match Report,
26,Sat,2001-02-03,,Tottenham,0-0,Charlton Ath,,,David Elleray,Match Report,
26,Sat,2001-02-03,,Derby County,1-0,Sunderland,,,Barry Knight,Match Report,
21,Wed,2001-02-07,,Everton,2-2,Leeds United,,,Neale Barry,Match Report,
27,Sat,2001-02-10,,Everton,2-1,Leicester City,,,Rob Styles,Match Report,
27,Sat,2001-02-10,,Leeds United,0-0,Derby County,,,Jeff Winter,Match Report,
27,Sat,2001-02-10,,Arsenal,1-0,Ipswich Town,,,Rob Harris,Match Report,
27,Sat,2001-02-10,,Sunderland,1-1,Liverpool,,,Graham Barber,Match Report,
27,Sat,2001-02-10,,Chelsea,1-1,Manchester Utd,,,David Elleray,Match Report,
27,Sat,2001-02-10,,Southampton,2-0,Bradford City,,,Graham Poll,Match Report,
27,Sat,2001-02-10,,Manchester City,0-1,Tottenham,,,Steve Dunn,Match Report,
27,Sat,2001-02-10,,Aston Villa,1-1,Middlesbrough,,,Clive Wilkes,Match Report,
27,Sun,2001-02-11,,Charlton Ath,2-0,Newcastle Utd,,,Paul Durkin,Match Report,
27,Mon,2001-02-12,,West Ham,1-1,Coventry City,,,Dermot Gallagher,Match Report,
28,Sat,2001-02-24,,Leicester City,2-0,Sunderland,,,Andy D'Urso,Match Report,
28,Sat,2001-02-24,,Tottenham,1-2,Leeds United,,,Jeff Winter,Match Report,
28,Sat,2001-02-24,,Newcastle Utd,0-1,Manchester City,,,Rob Harris,Match Report,
28,Sat,2001-02-24,,Middlesbrough,0-1,Southampton,,,Neale Barry,Match Report,
28,Sat,2001-02-24,,Derby County,1-0,Aston Villa,,,Alan Wiley,Match Report,
28,Sat,2001-02-24,,Bradford City,1-2,West Ham,,,Stephen Lodge,Match Report,
28,Sat,2001-02-24,,Ipswich Town,2-0,Everton,,,Graham Poll,Match Report,
28,Sat,2001-02-24,,Coventry City,2-2,Charlton Ath,,,Mark Halsey,Match Report,
28,Sun,2001-02-25,,Manchester Utd,6-1,Arsenal,,,Paul Durkin,Match Report,
29,Sat,2001-03-03,,Derby County,2-1,Tottenham,,,Rob Harris,Match Report,
29,Sat,2001-03-03,,Leeds United,1-1,Manchester Utd,,,Graham Barber,Match Report,
29,Sat,2001-03-03,,Manchester City,0-1,Southampton,,,Jeff Winter,Match Report,
29,Sat,2001-03-03,,Middlesbrough,0-0,Charlton Ath,,,Mike Dean,Match Report,
29,Sat,2001-03-03,,Leicester City,2-0,Liverpool,,,Dermot Gallagher,Match Report,
29,Sat,2001-03-03,,Coventry City,0-0,Chelsea,,,Stephen Bennett,Match Report,
29,Sat,2001-03-03,,Everton,1-1,Newcastle Utd,,,David Elleray,Match Report,
29,Sat,2001-03-03,,Arsenal,3-0,West Ham,,,Mike Riley,Match Report,
29,Sun,2001-03-04,,Ipswich Town,3-1,Bradford City,,,Andy D'Urso,Match Report,
29,Mon,2001-03-05,,Sunderland,1-1,Aston Villa,,,Stephen Lodge,Match Report,
21,Wed,2001-03-07,,West Ham,0-2,Chelsea,,,Alan Wiley,Match Report,
25,Sat,2001-03-10,,Aston Villa,2-1,Ipswich Town,,,Rob Styles,Match Report,
30,Sat,2001-03-17,,Tottenham,3-0,Coventry City,,,Graham Poll,Match Report,
30,Sat,2001-03-17,,Newcastle Utd,1-2,Middlesbrough,,,Graham Barber,Match Report,
30,Sat,2001-03-17,,Charlton Ath,1-2,Leeds United,,,Clive Wilkes,Match Report,
30,Sat,2001-03-17,,Bradford City,2-2,Manchester City,,,Steve Dunn,Match Report,
30,Sat,2001-03-17,,Southampton,1-0,Everton,,,Mark Halsey,Match Report,
30,Sat,2001-03-17,,Manchester Utd,2-0,Leicester City,,,Alan Wiley,Match Report,
30,Sat,2001-03-17,,Chelsea,2-4,Sunderland,,,Paul Durkin,Match Report,
30,Sat,2001-03-17,,West Ham,0-1,Ipswich Town,,,Mike Dean,Match Report,
30,Sun,2001-03-18,,Liverpool,1-1,Derby County,,,Neale Barry,Match Report,
30,Sun,2001-03-18,,Aston Villa,0-0,Arsenal,,,Barry Knight,Match Report,
31,Sat,2001-03-31,,Arsenal,2-0,Tottenham,,,Paul Durkin,Match Report,
31,Sat,2001-03-31,,Chelsea,2-1,Middlesbrough,,,Peter Jones,Match Report,
31,Sat,2001-03-31,,Bradford City,2-2,Newcastle Utd,,,Paul Taylor,Match Report,
