Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
31,Sat,2008-03-22,,Tottenham,2-0,Portsmouth,,,Phil Dowd,Match Report,
31,Sat,2008-03-22,,Reading,2-1,Birmingham City,,,Mike Riley,Match Report,
31,Sat,2008-03-22,,Everton,1-1,West Ham,,,Mark Halsey,Match Report,
31,Sat,2008-03-22,,Aston Villa,0-1,Sunderland,,,Howard Webb,Match Report,
31,Sat,2008-03-22,,Blackburn,3-1,Wigan Athletic,,,Mike Dean,Match Report,
31,Sat,2008-03-22,,Newcastle Utd,2-0,Fulham,,,Alan Wiley,Match Report,
31,Sat,2008-03-22,,Middlesbrough,1-0,Derby County,,,Martin Atkinson,Match Report,
31,Sat,2008-03-22,,Bolton,0-0,Manchester City,,,Andre Marriner,Match Report,
31,Sun,2008-03-23,,Chelsea,2-1,Arsenal,,,Mark Clattenburg,Match Report,
31,Sun,2008-03-23,,Manchester Utd,3-0,Liverpool,,,Stephen Bennett,Match Report,
32,Sat,2008-03-29,,Sunderland,2-1,West Ham,,,Andre Marriner,Match Report,
32,Sat,2008-03-29,,Portsmouth,2-0,Wigan Athletic,,,Alan Wiley,Match Report,
32,Sat,2008-03-29,,Birmingham City,3-1,Manchester City,,,Rob Styles,Match Report,
32,Sat,2008-03-29,,Manchester Utd,4-0,Aston Villa,,,Mark Halsey,Match Report,
32,Sat,2008-03-29,,Bolton,2-3,Arsenal,,,Chris Foy,Match Report,
32,Sat,2008-03-29,,Reading,0-0,Blackburn,,,Mark Clattenburg,Match Report,
32,Sat,2008-03-29,,Derby County,2-2,Fulham,,,Mike Dean,Match Report,
32,Sun,2008-03-30,,Tottenham,1-4,Newcastle Utd,,,Stephen Bennett,Match Report,
32,Sun,2008-03-30,,Chelsea,1-0,Middlesbrough,,,Phil Dowd,Match Report,
32,Sun,2008-03-30,,Liverpool,1-0,Everton,,,Howard Webb,Match Report,
33,Sat,2008-04-05,,Aston Villa,4-0,Bolton,,,Martin Atkinson,Match Report,
33,Sat,2008-04-05,,Arsenal,1-1,Liverpool,,,Phil Dowd,Match Report,
33,Sat,2008-04-05,,Fulham,1-3,Sunderland,,,Mark Halsey,Match Report,
33,Sat,2008-04-05,,Manchester City,0-2,Chelsea,,,Chris Foy,Match Report,
33,Sat,2008-04-05,,Blackburn,1-1,Tottenham,,,Peter Walton,Match Report,
33,Sat,2008-04-05,,Newcastle Utd,3-0,Reading,,,Lee Probert,Match Report,
33,Sat,2008-04-05,,Wigan Athletic,2-0,Birmingham City,,,Mike Dean,Match Report,
33,Sun,2008-04-06,,Middlesbrough,2-2,Manchester Utd,,,Mike Riley,Match Report,
33,Sun,2008-04-06,,Everton,1-0,Derby County,,,Andre Marriner,Match Report,
33,Tue,2008-04-08,,West Ham,0-1,Portsmouth,,,Lee Probert,Match Report,
34,Sat,2008-04-12,,Portsmouth,0-0,Newcastle Utd,,,Phil Dowd,Match Report,
34,Sat,2008-04-12,,Birmingham City,1-1,Everton,,,Stephen Bennett,Match Report,
34,Sat,2008-04-12,,Sunderland,1-2,Manchester City,,,Mike Riley,Match Report,
34,Sat,2008-04-12,,Bolton,1-0,West Ham,,,Peter Walton,Match Report,
34,Sat,2008-04-12,,Tottenham,1-1,Middlesbrough,,,Mark Halsey,Match Report,
34,Sat,2008-04-12,,Reading,0-2,Fulham,,,Chris Foy,Match Report,
34,Sat,2008-04-12,,Derby County,0-6,Aston Villa,,,Keith Stroud,Match Report,
34,Sun,2008-04-13,,Manchester Utd,2-1,Arsenal,,,Howard Webb,Match Report,
34,Sun,2008-04-13,,Liverpool,3-1,Blackburn,,,Alan Wiley,Match Report,
34,Mon,2008-04-14,,Chelsea,1-1,Wigan Athletic,,,Andre Marriner,Match Report,
35,Thu,2008-04-17,,Everton,0-1,Chelsea,,,Martin Atkinson,Match Report,
35,Sat,2008-04-19,,Arsenal,2-0,Reading,,,Peter Walton,Match Report,
35,Sat,2008-04-19,,Wigan Athletic,1-1,Tottenham,,,Lee Probert,Match Report,
35,Sat,2008-04-19,,Middlesbrough,0-1,Bolton,,,Alan Wiley,Match Report,
35,Sat,2008-04-19,,Fulham,0-2,Liverpool,,,Martin Atkinson,Match Report,
35,Sat,2008-04-19,,West Ham,2-1,Derby County,,,Steve Tanner,Match Report,
35,Sat,2008-04-19,,Blackburn,1-1,Manchester Utd,,,Rob Styles,Match Report,
35,Sun,2008-04-20,,Newcastle Utd,2-0,Sunderland,,,Mike Dean,Match Report,
35,Sun,2008-04-20,,Aston Villa,5-1,Birmingham City,,,Mark Clattenburg,Match Report,
35,Sun,2008-04-20,,Manchester City,3-1,Portsmouth,,,Andre Marriner,Match Report,
36,Sat,2008-04-26,,Sunderland,3-2,Middlesbrough,,,Stephen Bennett,Match Report,
36,Sat,2008-04-26,,Wigan Athletic,0-0,Reading,,,Martin Atkinson,Match Report,
36,Sat,2008-04-26,,West Ham,2-2,Newcastle Utd,,,Uriah Rennie,Match Report,
36,Sat,2008-04-26,,Tottenham,1-1,Bolton,,,Mark Clattenburg,Match Report,
36,Sat,2008-04-26,,Birmingham City,2-2,Liverpool,,,Peter Walton,Match Report,
36,Sat,2008-04-26,,Manchester City,2-3,Fulham,,,Mike Dean,Match Report,
36,Sat,2008-04-26,,Chelsea,2-1,Manchester Utd,,,Alan Wiley,Match Report,
36,Sun,2008-04-27,,Everton,2-2,Aston Villa,,,Phil Dowd,Match Report,
36,Sun,2008-04-27,,Portsmouth,0-1,Blackburn,,,Mike Riley,Match Report,
36,Mon,2008-04-28,,Derby County,2-6,Arsenal,,,Andre Marriner,Match Report,
37,Sat,2008-05-03,,Manchester Utd,4-1,West Ham,,,Mike Riley,Match Report,
37,Sat,2008-05-03,,Fulham,2-0,Birmingham City,,,Chris Foy,Match Report,
37,Sat,2008-05-03,,Bolton,2-0,Sunderland,,,Martin Atkinson,Match Report,
37,Sat,2008-05-03,,Aston Villa,0-2,Wigan Athletic,,,Rob Styles,Match Report,
37,Sat,2008-05-03,,Reading,0-1,Tottenham,,,Howard Webb,Match Report,
37,Sat,2008-05-03,,Blackburn,3-1,Derby County,,,Uriah Rennie,Match Report,
37,Sat,2008-05-03,,Middlesbrough,2-0,Portsmouth,,,Peter Walton,Match Report,
37,Sun,2008-05-04,,Liverpool,1-0,Manchester City,,,Mark Halsey,Match Report,
37,Sun,2008-05-04,,Arsenal,1-0,Everton,,,Alan Wiley,Match Report,
37,Mon,2008-05-05,,Newcastle Utd,0-2,Chelsea,,,Stephen Bennett,Match Report,
38,Sun,2008-05-11,,Wigan Athletic,0-2,Manchester Utd,,,Stephen Bennett,Match Report,
38,Sun,2008-05-11,,West Ham,2-2,Aston Villa,,,Mike Dean,Match Report,
38,Sun,2008-05-11,,Middlesbrough,8-1,Manchester City,,,Phil Dowd,Match Report,
38,Sun,2008-05-11,,Birmingham City,4-1,Blackburn,,,Howard Webb,Match Report,
38,Sun,2008-05-11,,Derby County,0-4,Reading,,,Mike Riley,Match Report,
38,Sun,2008-05-11,,Portsmouth,0-1,Fulham,,,Mark Clattenburg,Match Report,
38,Sun,2008-05-11,,Chelsea,1-1,Bolton,,,Chris Foy,Match Report,
38,Sun,2008-05-11,,Sunderland,0-1,Arsenal,,,Keith Stroud,Match Report,
38,Sun,2008-05-11,,Tottenham,0-2,Liverpool,,,Uriah Rennie,Match Report,
38,Sun,2008-05-11,,Everton,3-1,Newcastle Utd,,,Peter Walton,Match Report,
