Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
3,Sun,2007-08-19,,Blackburn,1-1,Arsenal,,,Alan Wiley,Match Report,
4,Sat,2007-08-25,,Arsenal,1-0,Manchester City,,,Chris Foy,Match Report,
4,Sat,2007-08-25,,Sunderland,0-2,Liverpool,,,Mark Halsey,Match Report,
4,Sat,2007-08-25,,Chelsea,1-0,Portsmouth,,,Alan Wiley,Match Report,
4,Sat,2007-08-25,,West Ham,1-1,Wigan Athletic,,,Andre Marriner,Match Report,
4,Sat,2007-08-25,,Aston Villa,2-1,Fulham,,,Stephen Bennett,Match Report,
4,Sat,2007-08-25,,Bolton,3-0,Reading,,,Mark Clattenburg,Match Report,
4,Sat,2007-08-25,,Derby County,1-2,Birmingham City,,,Lee Probert,Match Report,
4,Sat,2007-08-25,,Everton,1-1,Blackburn,,,Mike Riley,Match Report,
4,Sun,2007-08-26,,Manchester Utd,1-0,Tottenham,,,Howard Webb,Match Report,
4,Sun,2007-08-26,,Middlesbrough,2-2,Newcastle Utd,,,Mike Dean,Match Report,
5,Sat,2007-09-01,,Middlesbrough,2-0,Birmingham City,,,Rob Styles,Match Report,
5,Sat,2007-09-01,,Manchester Utd,1-0,Sunderland,,,Martin Atkinson,Match Report,
5,Sat,2007-09-01,,Newcastle Utd,1-0,Wigan Athletic,,,Stephen Bennett,Match Report,
5,Sat,2007-09-01,,Bolton,1-2,Everton,,,Peter Walton,Match Report,
5,Sat,2007-09-01,,Liverpool,6-0,Derby County,,,Alan Wiley,Match Report,
5,Sat,2007-09-01,,Reading,0-3,West Ham,,,Howard Webb,Match Report,
5,Sat,2007-09-01,,Fulham,3-3,Tottenham,,,Mike Riley,Match Report,
5,Sun,2007-09-02,,Aston Villa,2-0,Chelsea,,,Mark Clattenburg,Match Report,
5,Sun,2007-09-02,,Arsenal,3-1,Portsmouth,,,Mark Halsey,Match Report,
5,Sun,2007-09-02,,Blackburn,1-0,Manchester City,,,Mike Dean,Match Report,
6,Sat,2007-09-15,,West Ham,3-0,Middlesbrough,,,Stephen Bennett,Match Report,
6,Sat,2007-09-15,,Birmingham City,1-0,Bolton,,,Phil Dowd,Match Report,
6,Sat,2007-09-15,,Portsmouth,0-0,Liverpool,,,Mike Riley,Match Report,
6,Sat,2007-09-15,,Chelsea,0-0,Blackburn,,,Howard Webb,Match Report,
6,Sat,2007-09-15,,Tottenham,1-3,Arsenal,,,Mark Clattenburg,Match Report,
6,Sat,2007-09-15,,Sunderland,2-1,Reading,,,Steve Tanner,Match Report,
6,Sat,2007-09-15,,Wigan Athletic,1-1,Fulham,,,Rob Styles,Match Report,
6,Sat,2007-09-15,,Everton,0-1,Manchester Utd,,,Alan Wiley,Match Report,
6,Sun,2007-09-16,,Manchester City,1-0,Aston Villa,,,Martin Atkinson,Match Report,
6,Mon,2007-09-17,,Derby County,1-0,Newcastle Utd,,,Peter Walton,Match Report,
7,Sat,2007-09-22,,Arsenal,5-0,Derby County,,,Martin Atkinson,Match Report,
7,Sat,2007-09-22,,Liverpool,0-0,Birmingham City,,,Lee Mason,Match Report,
7,Sat,2007-09-22,,Middlesbrough,2-2,Sunderland,,,Howard Webb,Match Report,
7,Sat,2007-09-22,,Fulham,3-3,Manchester City,,,Mark Halsey,Match Report,
7,Sat,2007-09-22,,Reading,2-1,Wigan Athletic,,,Keith Stroud,Match Report,
7,Sun,2007-09-23,,Aston Villa,2-0,Everton,,,Lee Probert,Match Report,
7,Sun,2007-09-23,,Manchester Utd,2-0,Chelsea,,,Mike Dean,Match Report,
7,Sun,2007-09-23,,Bolton,1-1,Tottenham,,,Andre Marriner,Match Report,
7,Sun,2007-09-23,,Newcastle Utd,3-1,West Ham,,,Mike Riley,Match Report,
7,Sun,2007-09-23,,Blackburn,0-1,Portsmouth,,,Chris Foy,Match Report,
8,Sat,2007-09-29,,Sunderland,1-2,Blackburn,,,Peter Walton,Match Report,
8,Sat,2007-09-29,,West Ham,0-1,Arsenal,,,Alan Wiley,Match Report,
8,Sat,2007-09-29,,Derby County,1-1,Bolton,,,Rob Styles,Match Report,
8,Sat,2007-09-29,,Wigan Athletic,0-1,Liverpool,,,Mark Clattenburg,Match Report,
8,Sat,2007-09-29,,Portsmouth,7-4,Reading,,,Mark Halsey,Match Report,
8,Sat,2007-09-29,,Chelsea,0-0,Fulham,,,Martin Atkinson,Match Report,
8,Sat,2007-09-29,,Birmingham City,0-1,Manchester Utd,,,Stephen Bennett,Match Report,
8,Sat,2007-09-29,,Manchester City,3-1,Newcastle Utd,,,Chris Foy,Match Report,
8,Sun,2007-09-30,,Everton,2-0,Middlesbrough,,,Mike Riley,Match Report,
8,Mon,2007-10-01,,Tottenham,4-4,Aston Villa,,,Mike Dean,Match Report,
9,Sat,2007-10-06,,Manchester Utd,4-0,Wigan Athletic,,,Mike Riley,Match Report,
9,Sat,2007-10-06,,Aston Villa,1-0,West Ham,,,Steve Tanner,Match Report,
9,Sun,2007-10-07,,Blackburn,2-1,Birmingham City,,,Mark Clattenburg,Match Report,
9,Sun,2007-10-07,,Liverpool,2-2,Tottenham,,,Mark Halsey,Match Report,
9,Sun,2007-10-07,,Bolton,0-1,Chelsea,,,Alan Wiley,Match Report,
9,Sun,2007-10-07,,Arsenal,3-2,Sunderland,,,Rob Styles,Match Report,
9,Sun,2007-10-07,,Manchester City,3-1,Middlesbrough,,,Stephen Bennett,Match Report,
9,Sun,2007-10-07,,Fulham,0-2,Portsmouth,,,Howard Webb,Match Report,
9,Sun,2007-10-07,,Reading,1-0,Derby County,,,Lee Mason,Match Report,
9,Sun,2007-10-07,,Newcastle Utd,3-2,Everton,,,Martin Atkinson,Match Report,
10,Sat,2007-10-20,,Aston Villa,1-4,Manchester Utd,,,Rob Styles,Match Report,
10,Sat,2007-10-20,,Everton,1-2,Liverpool,,,Mark Clattenburg,Match Report,
10,Sat,2007-10-20,,Middlesbrough,0-2,Chelsea,,,Mark Halsey,Match Report,
10,Sat,2007-10-20,,Wigan Athletic,0-2,Portsmouth,,,Peter Walton,Match Report,
10,Sat,2007-10-20,,Arsenal,2-0,Bolton,,,Mike Riley,Match Report,
10,Sat,2007-10-20,,Blackburn,4-2,Reading,,,Andre Marriner,Match Report,
10,Sat,2007-10-20,,Fulham,0-0,Derby County,,,Phil Dowd,Match Report,
10,Sat,2007-10-20,,Manchester City,1-0,Birmingham City,,,Mike Dean,Match Report,
10,Sun,2007-10-21,,West Ham,3-1,Sunderland,,,Chris Foy,Match Report,
10,Mon,2007-10-22,,Newcastle Utd,3-1,Tottenham,,,Stephen Bennett,Match Report,
11,Sat,2007-10-27,,Portsmouth,0-0,West Ham,,,Mike Dean,Match Report,
11,Sat,2007-10-27,,Manchester Utd,4-1,Middlesbrough,,,Alan Wiley,Match Report,
11,Sat,2007-10-27,,Reading,2-1,Newcastle Utd,,,Phil Dowd,Match Report,
11,Sat,2007-10-27,,Sunderland,1-1,Fulham,,,Andre Marriner,Match Report,
11,Sat,2007-10-27,,Birmingham City,3-2,Wigan Athletic,,,Steve Tanner,Match Report,
11,Sat,2007-10-27,,Chelsea,6-0,Manchester City,,,Mike Riley,Match Report,
11,Sun,2007-10-28,,Bolton,1-1,Aston Villa,,,Martin Atkinson,Match Report,
11,Sun,2007-10-28,,Tottenham,1-2,Blackburn,,,Rob Styles,Match Report,
11,Sun,2007-10-28,,Derby County,0-2,Everton,,,Stephen Bennett,Match Report,
11,Sun,2007-10-28,,Liverpool,1-1,Arsenal,,,Howard Webb,Match Report,
12,Sat,2007-11-03,,Middlesbrough,1-1,Tottenham,,,Mike Dean,Match Report,
12,Sat,2007-11-03,,Aston Villa,2-0,Derby County,,,Mark Halsey,Match Report,
12,Sat,2007-11-03,,Everton,3-1,Birmingham City,,,Mike Riley,Match Report,
12,Sat,2007-11-03,,Arsenal,2-2,Manchester Utd,,,Howard Webb,Match Report,
12,Sat,2007-11-03,,Blackburn,0-0,Liverpool,,,Martin Atkinson,Match Report,
12,Sat,2007-11-03,,Newcastle Utd,1-4,Portsmouth,,,Chris Foy,Match Report,
12,Sat,2007-11-03,,Wigan Athletic,0-2,Chelsea,,,Stephen Bennett,Match Report,
12,Sat,2007-11-03,,Fulham,3-1,Reading,,,Mark Clattenburg,Match Report,
12,Sun,2007-11-04,,West Ham,1-1,Bolton,,,Peter Walton,Match Report,
12,Mon,2007-11-05,,Manchester City,1-0,Sunderland,,,Alan Wiley,Match Report,
13,Sat,2007-11-10,,Sunderland,1-1,Newcastle Utd,,,Martin Atkinson,Match Report,
13,Sat,2007-11-10,,Liverpool,2-0,Fulham,,,Steve Tanner,Match Report,
13,Sat,2007-11-10,,Derby County,0-5,West Ham,,,Mark Clattenburg,Match Report,
13,Sun,2007-11-11,,Tottenham,4-0,Wigan Athletic,,,Howard Webb,Match Report,
13,Sun,2007-11-11,,Portsmouth,0-0,Manchester City,,,Mark Halsey,Match Report,
13,Sun,2007-11-11,,Birmingham City,1-2,Aston Villa,,,Stephen Bennett,Match Report,
13,Sun,2007-11-11,,Bolton,0-0,Middlesbrough,,,Lee Probert,Match Report,
13,Sun,2007-11-11,,Manchester Utd,2-0,Blackburn,,,Chris Foy,Match Report,
13,Sun,2007-11-11,,Chelsea,1-1,Everton,,,Alan Wiley,Match Report,
13,Mon,2007-11-12,,Reading,1-3,Arsenal,,,Rob Styles,Match Report,
14,Sat,2007-11-24,,Arsenal,2-0,Wigan Athletic,,,Peter Walton,Match Report,
14,Sat,2007-11-24,,Bolton,1-0,Manchester Utd,,,Mark Clattenburg,Match Report,
14,Sat,2007-11-24,,Manchester City,2-1,Reading,,,Steve Tanner,Match Report,
14,Sat,2007-11-24,,Birmingham City,0-2,Portsmouth,,,Martin Atkinson,Match Report,
14,Sat,2007-11-24,,Middlesbrough,0-3,Aston Villa,,,Keith Stroud,Match Report,
14,Sat,2007-11-24,,Derby County,0-2,Chelsea,,,Andre Marriner,Match Report,
14,Sat,2007-11-24,,Newcastle Utd,0-3,Liverpool,,,Alan Wiley,Match Report,
14,Sat,2007-11-24,,Everton,7-1,Sunderland,,,Phil Dowd,Match Report,
14,Sun,2007-11-25,,Fulham,2-2,Blackburn,,,Mike Dean,Match Report,
14,Sun,2007-11-25,,West Ham,1-1,Tottenham,,,Mike Riley,Match Report,
2,Wed,2007-11-28,,Blackburn,0-4,Aston Villa,,,Phil Dowd,Match Report,
15,Sat,2007-12-01,,Portsmouth,0-0,Everton,,,Peter Walton,Match Report,
15,Sat,2007-12-01,,Wigan Athletic,1-1,Manchester City,,,Mike Riley,Match Report,
15,Sat,2007-12-01,,Aston Villa,1-2,Arsenal,,,Chris Foy,Match Report,
15,Sat,2007-12-01,,Reading,1-1,Middlesbrough,,,Alan Wiley,Match Report,
15,Sat,2007-12-01,,Sunderland,1-0,Derby County,,,Mark Halsey,Match Report,
15,Sat,2007-12-01,,Chelsea,1-0,West Ham,,,Howard Webb,Match Report,
15,Sat,2007-12-01,,Blackburn,3-1,Newcastle Utd,,,Martin Atkinson,Match Report,
15,Sun,2007-12-02,,Liverpool,4-0,Bolton,,,Stephen Bennett,Match Report,
15,Sun,2007-12-02,,Tottenham,2-3,Birmingham City,,,Phil Dowd,Match Report,
15,Mon,2007-12-03,,Manchester Utd,2-0,Fulham,,,Rob Styles,Match Report,
2,Wed,2007-12-05,,Newcastle Utd,1-1,Arsenal,,,Mike Dean,Match Report,
16,Sat,2007-12-08,,Aston Villa,1-3,Portsmouth,,,Mike Riley,Match Report,
16,Sat,2007-12-08,,Chelsea,2-0,Sunderland,,,Peter Walton,Match Report,
16,Sat,2007-12-08,,Newcastle Utd,2-1,Birmingham City,,,Rob Styles,Match Report,
16,Sat,2007-12-08,,Everton,3-0,Fulham,,,Stephen Bennett,Match Report,
16,Sat,2007-12-08,,Reading,3-1,Liverpool,,,Andre Marriner,Match Report,
16,Sat,2007-12-08,,Manchester Utd,4-1,Derby County,,,Chris Foy,Match Report,
16,Sun,2007-12-09,,Bolton,4-1,Wigan Athletic,,,Martin Atkinson,Match Report,
16,Sun,2007-12-09,,Blackburn,0-1,West Ham,,,Alan Wiley,Match Report,
16,Sun,2007-12-09,,Middlesbrough,2-1,Arsenal,,,Howard Webb,Match Report,
16,Sun,2007-12-09,,Tottenham,2-1,Manchester City,,,Mark Halsey,Match Report,
17,Sat,2007-12-15,,Manchester City,4-2,Bolton,,,Peter Walton,Match Report,
17,Sat,2007-12-15,,Birmingham City,1-1,Reading,,,Lee Probert,Match Report,
17,Sat,2007-12-15,,West Ham,0-2,Everton,,,Steve Tanner,Match Report,
17,Sat,2007-12-15,,Sunderland,1-1,Aston Villa,,,Stephen Bennett,Match Report,
17,Sat,2007-12-15,,Wigan Athletic,5-3,Blackburn,,,Mark Clattenburg,Match Report,
17,Sat,2007-12-15,,Portsmouth,0-1,Tottenham,,,Martin Atkinson,Match Report,
17,Sat,2007-12-15,,Fulham,0-1,Newcastle Utd,,,Howard Webb,Match Report,
17,Sat,2007-12-15,,Derby County,0-1,Middlesbrough,,,Rob Styles,Match Report,
17,Sun,2007-12-16,,Arsenal,1-0,Chelsea,,,Alan Wiley,Match Report,
17,Sun,2007-12-16,,Liverpool,0-1,Manchester Utd,,,Mark Halsey,Match Report,
18,Sat,2007-12-22,,Fulham,1-1,Wigan Athletic,,,Alan Wiley,Match Report,
18,Sat,2007-12-22,,Reading,2-1,Sunderland,,,Steve Tanner,Match Report,
18,Sat,2007-12-22,,Liverpool,4-1,Portsmouth,,,Mike Riley,Match Report,
18,Sat,2007-12-22,,Bolton,3-0,Birmingham City,,,Chris Foy,Match Report,
18,Sat,2007-12-22,,Aston Villa,1-1,Manchester City,,,Lee Mason,Match Report,
18,Sat,2007-12-22,,Arsenal,2-1,Tottenham,,,Rob Styles,Match Report,
18,Sat,2007-12-22,,Middlesbrough,1-2,West Ham,,,Martin Atkinson,Match Report,
18,Sun,2007-12-23,,Newcastle Utd,2-2,Derby County,,,Andre Marriner,Match Report,
18,Sun,2007-12-23,,Blackburn,0-1,Chelsea,,,Stephen Bennett,Match Report,
18,Sun,2007-12-23,,Manchester Utd,2-1,Everton,,,Howard Webb,Match Report,
19,Wed,2007-12-26,,Derby County,1-2,Liverpool,,,Alan Wiley,Match Report,
19,Wed,2007-12-26,,Portsmouth,0-0,Arsenal,,,Stephen Bennett,Match Report,
19,Wed,2007-12-26,,Birmingham City,3-0,Middlesbrough,,,Mark Halsey,Match Report,
19,Wed,2007-12-26,,West Ham,1-1,Reading,,,Peter Walton,Match Report,
19,Wed,2007-12-26,,Wigan Athletic,1-0,Newcastle Utd,,,Mike Dean,Match Report,
19,Wed,2007-12-26,,Everton,2-0,Bolton,,,Rob Styles,Match Report,
19,Wed,2007-12-26,,Tottenham,5-1,Fulham,,,Andre Marriner,Match Report,
19,Wed,2007-12-26,,Chelsea,4-4,Aston Villa,,,Phil Dowd,Match Report,
19,Wed,2007-12-26,,Sunderland,0-4,Manchester Utd,,,Uriah Rennie,Match Report,
19,Thu,2007-12-27,,Manchester City,2-2,Blackburn,,,Howard Webb,Match Report,
20,Sat,2007-12-29,,Birmingham City,1-1,Fulham,,,Mark Clattenburg,Match Report,
20,Sat,2007-12-29,,Everton,1-4,Arsenal,,,Martin Atkinson,Match Report,
20,Sat,2007-12-29,,Sunderland,3-1,Bolton,,,Phil Dowd,Match Report,
20,Sat,2007-12-29,,Tottenham,6-4,Reading,,,Keith Stroud,Match Report,
20,Sat,2007-12-29,,Portsmouth,0-1,Middlesbrough,,,Alan Wiley,Match Report,
20,Sat,2007-12-29,,West Ham,2-1,Manchester Utd,,,Mike Dean,Match Report,
20,Sat,2007-12-29,,Chelsea,2-1,Newcastle Utd,,,Mike Riley,Match Report,
20,Sat,2007-12-29,,Wigan Athletic,1-2,Aston Villa,,,Howard Webb,Match Report,
20,Sun,2007-12-30,,Manchester City,0-0,Liverpool,,,Uriah Rennie,Match Report,
20,Sun,2007-12-30,,Derby County,1-2,Blackburn,,,Peter Walton,Match Report,
21,Tue,2008-01-01,,Manchester Utd,1-0,Birmingham City,,,Peter Walton,Match Report,
21,Tue,2008-01-01,,Reading,0-2,Portsmouth,,,Mike Dean,Match Report,
21,Tue,2008-01-01,,Middlesbrough,0-2,Everton,,,Mike Riley,Match Report,
21,Tue,2008-01-01,,Fulham,1-2,Chelsea,,,Mark Halsey,Match Report,
21,Tue,2008-01-01,,Arsenal,2-0,West Ham,,,Chris Foy,Match Report,
21,Tue,2008-01-01,,Aston Villa,2-1,Tottenham,,,Steve Tanner,Match Report,
21,Wed,2008-01-02,,Blackburn,1-0,Sunderland,,,Rob Styles,Match Report,
21,Wed,2008-01-02,,Bolton,1-0,Derby County,,,Howard Webb,Match Report,
21,Wed,2008-01-02,,Liverpool,1-1,Wigan Athletic,,,Stephen Bennett,Match Report,
21,Wed,2008-01-02,,Newcastle Utd,0-2,Manchester City,,,Martin Atkinson,Match Report,
22,Sat,2008-01-12,,West Ham,2-1,Fulham,,,Mike Riley,Match Report,
22,Sat,2008-01-12,,Manchester Utd,6-0,Newcastle Utd,,,Rob Styles,Match Report,
22,Sat,2008-01-12,,Aston Villa,3-1,Reading,,,Uriah Rennie,Match Report,
22,Sat,2008-01-12,,Derby County,0-1,Wigan Athletic,,,Mark Clattenburg,Match Report,
22,Sat,2008-01-12,,Chelsea,2-0,Tottenham,,,Alan Wiley,Match Report,
22,Sat,2008-01-12,,Everton,1-0,Manchester City,,,Mark Halsey,Match Report,
22,Sat,2008-01-12,,Arsenal,1-1,Birmingham City,,,Phil Dowd,Match Report,
22,Sat,2008-01-12,,Middlesbrough,1-1,Liverpool,,,Andre Marriner,Match Report,
22,Sun,2008-01-13,,Sunderland,2-0,Portsmouth,,,Chris Foy,Match Report,
22,Sun,2008-01-13,,Bolton,1-2,Blackburn,,,Mike Dean,Match Report,
23,Sat,2008-01-19,,Fulham,0-3,Arsenal,,,Peter Walton,Match Report,
23,Sat,2008-01-19,,Newcastle Utd,0-0,Bolton,,,Alan Wiley,Match Report,
23,Sat,2008-01-19,,Blackburn,1-1,Middlesbrough,,,Keith Stroud,Match Report,
23,Sat,2008-01-19,,Birmingham City,0-1,Chelsea,,,Rob Styles,Match Report,
23,Sat,2008-01-19,,Tottenham,2-0,Sunderland,,,Lee Mason,Match Report,
23,Sat,2008-01-19,,Portsmouth,3-1,Derby County,,,Mike Dean,Match Report,
23,Sat,2008-01-19,,Reading,0-2,Manchester Utd,,,Stephen Bennett,Match Report,
23,Sun,2008-01-20,,Wigan Athletic,1-2,Everton,,,Lee Probert,Match Report,
23,Sun,2008-01-20,,Manchester City,1-1,West Ham,,,Phil Dowd,Match Report,
23,Mon,2008-01-21,,Liverpool,2-2,Aston Villa,,,Mark Clattenburg,Match Report,
24,Sat,2008-01-26,,Aston Villa,1-1,Blackburn,,,Howard Webb,Match Report,
24,Tue,2008-01-29,,Arsenal,3-0,Newcastle Utd,,,Mike Riley,Match Report,
24,Tue,2008-01-29,,Bolton,0-0,Fulham,,,Mark Clattenburg,Match Report,
24,Tue,2008-01-29,,Sunderland,2-0,Birmingham City,,,Mark Halsey,Match Report,
24,Tue,2008-01-29,,Middlesbrough,1-0,Wigan Athletic,,,Rob Styles,Match Report,
24,Wed,2008-01-30,,Chelsea,1-0,Reading,,,Mike Dean,Match Report,
24,Wed,2008-01-30,,Everton,0-0,Tottenham,,,Andre Marriner,Match Report,
24,Wed,2008-01-30,,Manchester Utd,2-0,Portsmouth,,,Martin Atkinson,Match Report,
24,Wed,2008-01-30,,Derby County,1-1,Manchester City,,,Stephen Bennett,Match Report,
24,Wed,2008-01-30,,West Ham,1-0,Liverpool,,,Alan Wiley,Match Report,
25,Sat,2008-02-02,,Birmingham City,1-1,Derby County,,,Peter Walton,Match Report,
25,Sat,2008-02-02,,Tottenham,1-1,Manchester Utd,,,Mark Clattenburg,Match Report,
25,Sat,2008-02-02,,Wigan Athletic,1-0,West Ham,,,Martin Atkinson,Match Report,
25,Sat,2008-02-02,,Liverpool,3-0,Sunderland,,,Rob Styles,Match Report,
25,Sat,2008-02-02,,Blackburn,0-0,Everton,,,Alan Wiley,Match Report,
25,Sat,2008-02-02,,Reading,0-2,Bolton,,,Phil Dowd,Match Report,
25,Sat,2008-02-02,,Manchester City,1-3,Arsenal,,,Andre Marriner,Match Report,
25,Sat,2008-02-02,,Portsmouth,1-1,Chelsea,,,Howard Webb,Match Report,
25,Sun,2008-02-03,,Fulham,2-1,Aston Villa,,,Chris Foy,Match Report,
25,Sun,2008-02-03,,Newcastle Utd,1-1,Middlesbrough,,,Mike Dean,Match Report,
26,Sat,2008-02-09,,Aston Villa,4-1,Newcastle Utd,,,Lee Mason,Match Report,
26,Sat,2008-02-09,,Derby County,0-3,Tottenham,,,Martin Atkinson,Match Report,
26,Sat,2008-02-09,,Bolton,0-1,Portsmouth,,,Peter Walton,Match Report,
26,Sat,2008-02-09,,West Ham,1-1,Birmingham City,,,Mark Clattenburg,Match Report,
26,Sat,2008-02-09,,Middlesbrough,1-0,Fulham,,,Phil Dowd,Match Report,
26,Sat,2008-02-09,,Everton,1-0,Reading,,,Mark Halsey,Match Report,
26,Sat,2008-02-09,,Sunderland,2-0,Wigan Athletic,,,Mike Dean,Match Report,
26,Sun,2008-02-10,,Manchester Utd,1-2,Manchester City,,,Howard Webb,Match Report,
26,Sun,2008-02-10,,Chelsea,0-0,Liverpool,,,Mike Riley,Match Report,
26,Mon,2008-02-11,,Arsenal,2-0,Blackburn,,,Stephen Bennett,Match Report,
27,Sat,2008-02-23,,Birmingham City,2-2,Arsenal,,,Mike Dean,Match Report,
27,Sat,2008-02-23,,Portsmouth,1-0,Sunderland,,,Phil Dowd,Match Report,
27,Sat,2008-02-23,,Wigan Athletic,2-0,Derby County,,,Alan Wiley,Match Report,
27,Sat,2008-02-23,,Liverpool,3-2,Middlesbrough,,,Lee Mason,Match Report,
27,Sat,2008-02-23,,Newcastle Utd,1-5,Manchester Utd,,,Chris Foy,Match Report,
27,Sat,2008-02-23,,Fulham,0-1,West Ham,,,Howard Webb,Match Report,
27,Sun,2008-02-24,,Blackburn,4-1,Bolton,,,Mark Clattenburg,Match Report,
27,Sun,2008-02-24,,Reading,1-2,Aston Villa,,,Martin Atkinson,Match Report,
27,Mon,2008-02-25,,Manchester City,0-2,Everton,,,Rob Styles,Match Report,
28,Sat,2008-03-01,,Arsenal,1-1,Aston Villa,,,Mark Clattenburg,Match Report,
28,Sat,2008-03-01,,Fulham,0-3,Manchester Utd,,,Mike Dean,Match Report,
28,Sat,2008-03-01,,Newcastle Utd,0-1,Blackburn,,,Rob Styles,Match Report,
28,Sat,2008-03-01,,Manchester City,0-0,Wigan Athletic,,,Stephen Bennett,Match Report,
28,Sat,2008-03-01,,Birmingham City,4-1,Tottenham,,,Lee Probert,Match Report,
28,Sat,2008-03-01,,Derby County,0-0,Sunderland,,,Mike Riley,Match Report,
28,Sat,2008-03-01,,West Ham,0-4,Chelsea,,,Peter Walton,Match Report,
28,Sat,2008-03-01,,Middlesbrough,0-1,Reading,,,Howard Webb,Match Report,
28,Sun,2008-03-02,,Bolton,1-3,Liverpool,,,Phil Dowd,Match Report,
28,Sun,2008-03-02,,Everton,3-1,Portsmouth,,,Andre Marriner,Match Report,
2,Wed,2008-03-05,,Liverpool,4-0,West Ham,,,Stephen Bennett,Match Report,
29,Sat,2008-03-08,,Liverpool,3-0,Newcastle Utd,,,Peter Walton,Match Report,
29,Sat,2008-03-08,,Reading,2-0,Manchester City,,,Uriah Rennie,Match Report,
29,Sat,2008-03-08,,Blackburn,1-1,Fulham,,,Mike Riley,Match Report,
29,Sun,2008-03-09,,Wigan Athletic,0-0,Arsenal,,,Rob Styles,Match Report,
29,Sun,2008-03-09,,Sunderland,0-1,Everton,,,Alan Wiley,Match Report,
29,Sun,2008-03-09,,Tottenham,4-0,West Ham,,,Chris Foy,Match Report,
29,Wed,2008-03-12,,Portsmouth,4-2,Birmingham City,,,Steve Tanner,Match Report,
29,Wed,2008-03-12,,Chelsea,6-1,Derby County,,,Chris Foy,Match Report,
29,Wed,2008-03-12,,Aston Villa,1-1,Middlesbrough,,,Stephen Bennett,Match Report,
30,Sat,2008-03-15,,Arsenal,1-1,Middlesbrough,,,Mark Halsey,Match Report,
30,Sat,2008-03-15,,Derby County,0-1,Manchester Utd,,,Phil Dowd,Match Report,
30,Sat,2008-03-15,,Sunderland,0-1,Chelsea,,,Mike Dean,Match Report,
30,Sat,2008-03-15,,West Ham,2-1,Blackburn,,,Martin Atkinson,Match Report,
30,Sat,2008-03-15,,Liverpool,2-1,Reading,,,Andre Marriner,Match Report,
30,Sat,2008-03-15,,Portsmouth,2-0,Aston Villa,,,Chris Foy,Match Report,
30,Sun,2008-03-16,,Wigan Athletic,1-0,Bolton,,,Steve Tanner,Match Report,
30,Sun,2008-03-16,,Manchester City,2-1,Tottenham,,,Mark Clattenburg,Match Report,
30,Sun,2008-03-16,,Fulham,1-0,Everton,,,Stephen Bennett,Match Report,
30,Mon,2008-03-17,,Birmingham City,1-1,Newcastle Utd,,,Howard Webb,Match Report,
27,Wed,2008-03-19,,Tottenham,4-4,Chelsea,,,Mike Riley,Match Report,
29,Wed,2008-03-19,,Manchester Utd,2-0,Bolton,,,Alan Wiley,Match Report,
