Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
17,Sat,1998-12-12,,Everton,1-0,Southampton,,,Alan Wilkie,Match Report,
17,Sat,1998-12-12,,Middlesbrough,1-0,West Ham,,,Keith Burge,Match Report,
17,Sat,1998-12-12,,Leicester City,3-1,Nott'ham Forest,,,Mike Riley,Match Report,
17,Sat,1998-12-12,,Sheffield Weds,3-0,Charlton Ath,,,Dermot Gallagher,Match Report,
17,Sat,1998-12-12,,Derby County,2-2,Chelsea,,,Peter Jones,Match Report,
17,Sun,1998-12-13,,Wimbledon,1-0,Liverpool,,,Gary Willard,Match Report,
17,Sun,1998-12-13,,Aston Villa,3-2,Arsenal,,,Stephen Lodge,Match Report,
17,Mon,1998-12-14,,Leeds United,2-0,Coventry City,,,Graham Poll,Match Report,
3,Wed,1998-12-16,,Manchester Utd,1-1,Chelsea,,,Graham Barber,Match Report,
18,Sat,1998-12-19,,Liverpool,2-0,Sheffield Weds,,,Alan Wilkie,Match Report,
18,Sat,1998-12-19,,Southampton,3-1,Wimbledon,,,Mike Reed,Match Report,
18,Sat,1998-12-19,,Nott'ham Forest,2-2,Blackburn,,,Stephen Lodge,Match Report,
18,Sat,1998-12-19,,West Ham,2-1,Everton,,,Rob Harris,Match Report,
18,Sat,1998-12-19,,Newcastle Utd,1-0,Leicester City,,,Jeff Winter,Match Report,
18,Sat,1998-12-19,,Manchester Utd,2-3,Middlesbrough,,,Gary Willard,Match Report,
18,Sat,1998-12-19,,Coventry City,1-1,Derby County,,,Uriah Rennie,Match Report,
18,Sat,1998-12-19,,Chelsea,2-0,Tottenham,,,Graham Poll,Match Report,
18,Sun,1998-12-20,,Arsenal,3-1,Leeds United,,,Paul Durkin,Match Report,
18,Mon,1998-12-21,,Charlton Ath,0-1,Aston Villa,,,Steve Dunn,Match Report,
19,Sat,1998-12-26,,Middlesbrough,1-3,Liverpool,,,Graham Poll,Match Report,
19,Sat,1998-12-26,,Everton,0-0,Derby County,,,Stephen Lodge,Match Report,
19,Sat,1998-12-26,,Southampton,0-2,Chelsea,,,David Elleray,Match Report,
19,Sat,1998-12-26,,Blackburn,2-1,Aston Villa,,,Dermot Gallagher,Match Report,
19,Sat,1998-12-26,,Sheffield Weds,0-1,Leicester City,,,Mike Reed,Match Report,
19,Sat,1998-12-26,,Newcastle Utd,0-3,Leeds United,,,Gary Willard,Match Report,
19,Sat,1998-12-26,,Wimbledon,2-1,Charlton Ath,,,Graham Barber,Match Report,
19,Sat,1998-12-26,,Arsenal,1-0,West Ham,,,Peter Jones,Match Report,
19,Sat,1998-12-26,,Coventry City,1-1,Tottenham,,,Keith Burge,Match Report,
19,Sat,1998-12-26,,Manchester Utd,3-0,Nott'ham Forest,,,Jeff Winter,Match Report,
20,Mon,1998-12-28,,Derby County,2-1,Middlesbrough,,,Rob Harris,Match Report,
20,Mon,1998-12-28,,Liverpool,4-2,Newcastle Utd,,,Stephen Lodge,Match Report,
20,Mon,1998-12-28,,West Ham,2-0,Coventry City,,,Paul Durkin,Match Report,
20,Mon,1998-12-28,,Tottenham,4-1,Everton,,,Graham Poll,Match Report,
20,Mon,1998-12-28,,Charlton Ath,0-1,Arsenal,,,Uriah Rennie,Match Report,
20,Mon,1998-12-28,,Nott'ham Forest,1-1,Southampton,,,Mike Reed,Match Report,
20,Mon,1998-12-28,,Leicester City,1-1,Blackburn,,,Alan Wilkie,Match Report,
20,Mon,1998-12-28,,Aston Villa,2-1,Sheffield Weds,,,Graham Barber,Match Report,
20,Tue,1998-12-29,,Leeds United,2-2,Wimbledon,,,Peter Jones,Match Report,
20,Tue,1998-12-29,,Chelsea,0-0,Manchester Utd,,,Mike Riley,Match Report,
21,Sat,1999-01-09,,Coventry City,4-0,Nott'ham Forest,,,Peter Jones,Match Report,
21,Sat,1999-01-09,,Sheffield Weds,0-0,Tottenham,,,Gary Willard,Match Report,
21,Sat,1999-01-09,,Wimbledon,2-1,Derby County,,,Alan Wilkie,Match Report,
21,Sat,1999-01-09,,Arsenal,0-0,Liverpool,,,Graham Barber,Match Report,
21,Sat,1999-01-09,,Southampton,3-1,Charlton Ath,,,Graham Poll,Match Report,
21,Sat,1999-01-09,,Newcastle Utd,0-1,Chelsea,,,Dermot Gallagher,Match Report,
21,Sat,1999-01-09,,Everton,0-0,Leicester City,,,Paul Durkin,Match Report,
21,Sat,1999-01-09,,Middlesbrough,0-0,Aston Villa,,,Uriah Rennie,Match Report,
21,Sat,1999-01-09,,Blackburn,1-0,Leeds United,,,Rob Harris,Match Report,
21,Sun,1999-01-10,,Manchester Utd,4-1,West Ham,,,Mike Reed,Match Report,
22,Sat,1999-01-16,,Leicester City,2-6,Manchester Utd,,,Steve Dunn,Match Report,
22,Sat,1999-01-16,,Derby County,1-0,Blackburn,,,Dermot Gallagher,Match Report,
22,Sat,1999-01-16,,Chelsea,2-1,Coventry City,,,Jeff Winter,Match Report,
22,Sat,1999-01-16,,Nott'ham Forest,0-1,Arsenal,,,Paul Durkin,Match Report,
22,Sat,1999-01-16,,Tottenham,0-0,Wimbledon,,,Mike Riley,Match Report,
22,Sat,1999-01-16,,Leeds United,2-0,Middlesbrough,,,Stephen Lodge,Match Report,
22,Sat,1999-01-16,,Liverpool,7-1,Southampton,,,Uriah Rennie,Match Report,
22,Sat,1999-01-16,,West Ham,0-4,Sheffield Weds,,,Keith Burge,Match Report,
22,Sun,1999-01-17,,Charlton Ath,2-2,Newcastle Utd,,,Peter Jones,Match Report,
22,Mon,1999-01-18,,Aston Villa,3-0,Everton,,,Neale Barry,Match Report,
23,Sat,1999-01-30,,Southampton,3-0,Leeds United,,,Steve Dunn,Match Report,
23,Sat,1999-01-30,,Blackburn,1-1,Tottenham,,,Neale Barry,Match Report,
23,Sat,1999-01-30,,Newcastle Utd,2-1,Aston Villa,,,Rob Harris,Match Report,
23,Sat,1999-01-30,,Middlesbrough,0-0,Leicester City,,,Dermot Gallagher,Match Report,
23,Sat,1999-01-30,,Everton,0-1,Nott'ham Forest,,,Graham Barber,Match Report,
23,Sat,1999-01-30,,Coventry City,2-1,Liverpool,,,Mike Riley,Match Report,
23,Sat,1999-01-30,,Wimbledon,0-0,West Ham,,,Paul Durkin,Match Report,
23,Sat,1999-01-30,,Sheffield Weds,0-1,Derby County,,,David Elleray,Match Report,
23,Sun,1999-01-31,,Arsenal,1-0,Chelsea,,,Graham Poll,Match Report,
23,Sun,1999-01-31,,Charlton Ath,0-1,Manchester Utd,,,Gary Willard,Match Report,
32,Wed,1999-02-03,,Manchester Utd,1-0,Derby County,,,Stephen Lodge,Match Report,
24,Sat,1999-02-06,,Leicester City,0-2,Sheffield Weds,,,Gary Willard,Match Report,
24,Sat,1999-02-06,,Tottenham,0-0,Coventry City,,,Stephen Lodge,Match Report,
24,Sat,1999-02-06,,Chelsea,1-0,Southampton,,,Rob Harris,Match Report,
24,Sat,1999-02-06,,West Ham,0-4,Arsenal,,,Jeff Winter,Match Report,
24,Sat,1999-02-06,,Nott'ham Forest,1-8,Manchester Utd,,,Paul Alcock,Match Report,
24,Sat,1999-02-06,,Leeds United,0-1,Newcastle Utd,,,Uriah Rennie,Match Report,
24,Sat,1999-02-06,,Aston Villa,1-3,Blackburn,,,Keith Burge,Match Report,
24,Sat,1999-02-06,,Liverpool,3-1,Middlesbrough,,,Peter Jones,Match Report,
24,Sun,1999-02-07,,Derby County,2-1,Everton,,,Graham Poll,Match Report,
24,Mon,1999-02-08,,Charlton Ath,2-0,Wimbledon,,,David Elleray,Match Report,
25,Sat,1999-02-13,,West Ham,2-1,Nott'ham Forest,,,Rob Harris,Match Report,
25,Sat,1999-02-13,,Charlton Ath,1-0,Liverpool,,,Mike Reed,Match Report,
25,Wed,1999-02-17,,Aston Villa,1-2,Leeds United,,,Dermot Gallagher,Match Report,
25,Wed,1999-02-17,,Chelsea,1-1,Blackburn,,,Uriah Rennie,Match Report,
25,Wed,1999-02-17,,Everton,5-0,Middlesbrough,,,Keith Burge,Match Report,
25,Wed,1999-02-17,,Newcastle Utd,4-1,Coventry City,,,Steve Dunn,Match Report,
25,Wed,1999-02-17,,Manchester Utd,1-1,Arsenal,,,Gary Willard,Match Report,
26,Sat,1999-02-20,,Leeds United,1-0,Everton,,,David Elleray,Match Report,
26,Sat,1999-02-20,,Middlesbrough,0-0,Tottenham,,,Rob Harris,Match Report,
26,Sat,1999-02-20,,Southampton,2-1,Newcastle Utd,,,Graham Poll,Match Report,
26,Sat,1999-02-20,,Derby County,0-2,Charlton Ath,,,Uriah Rennie,Match Report,
26,Sat,1999-02-20,,Blackburn,1-4,Sheffield Weds,,,Alan Wilkie,Match Report,
26,Sat,1999-02-20,,Liverpool,2-2,West Ham,,,Neale Barry,Match Report,
26,Sat,1999-02-20,,Arsenal,5-0,Leicester City,,,Paul Durkin,Match Report,
26,Sat,1999-02-20,,Nott'ham Forest,1-3,Chelsea,,,Jeff Winter,Match Report,
26,Sat,1999-02-20,,Coventry City,0-1,Manchester Utd,,,Dermot Gallagher,Match Report,
26,Sun,1999-02-21,,Wimbledon,0-0,Aston Villa,,,Paul Alcock,Match Report,
27,Sat,1999-02-27,,Tottenham,1-1,Derby County,,,Jeff Winter,Match Report,
27,Sat,1999-02-27,,Aston Villa,1-4,Coventry City,,,Uriah Rennie,Match Report,
27,Sat,1999-02-27,,Everton,1-1,Wimbledon,,,Neale Barry,Match Report,
27,Sat,1999-02-27,,West Ham,2-0,Blackburn,,,Steve Dunn,Match Report,
27,Sat,1999-02-27,,Manchester Utd,2-1,Southampton,,,Peter Jones,Match Report,
27,Sat,1999-02-27,,Chelsea,2-1,Liverpool,,,Paul Durkin,Match Report,
27,Sat,1999-02-27,,Charlton Ath,0-0,Nott'ham Forest,,,Stephen Lodge,Match Report,
27,Sat,1999-02-27,,Sheffield Weds,3-1,Middlesbrough,,,Mike Reed,Match Report,
27,Sun,1999-02-28,,Newcastle Utd,1-1,Arsenal,,,Mike Reed,Match Report,
27,Mon,1999-03-01,,Leicester City,1-2,Leeds United,,,Graham Barber,Match Report,
25,Tue,1999-03-02,,Tottenham,3-0,Southampton,,,Alan Wilkie,Match Report,
25,Wed,1999-03-03,,Sheffield Weds,1-2,Wimbledon,,,Peter Jones,Match Report,
28,Sat,1999-03-06,,Coventry City,2-1,Charlton Ath,,,Jeff Winter,Match Report,
28,Sat,1999-03-06,,Wimbledon,0-1,Leicester City,,,Rob Harris,Match Report,
28,Sat,1999-03-06,,Southampton,1-0,West Ham,,,Dermot Gallagher,Match Report,
28,Tue,1999-03-09,,Arsenal,3-0,Sheffield Weds,,,David Elleray,Match Report,
28,Wed,1999-03-10,,Nott'ham Forest,1-2,Newcastle Utd,,,Jeff Winter,Match Report,
28,Wed,1999-03-10,,Blackburn,1-2,Everton,,,Paul Alcock,Match Report,
28,Wed,1999-03-10,,Leeds United,2-0,Tottenham,,,Neale Barry,Match Report,
28,Wed,1999-03-10,,Derby County,2-1,Aston Villa,,,Gary Willard,Match Report,
29,Sat,1999-03-13,,Leicester City,1-1,Charlton Ath,,,Alan Wilkie,Match Report,
29,Sat,1999-03-13,,Chelsea,0-1,West Ham,,,Stephen Lodge,Match Report,
29,Sat,1999-03-13,,Derby County,3-2,Liverpool,,,Graham Barber,Match Report,
29,Sat,1999-03-13,,Coventry City,1-1,Blackburn,,,Steve Dunn,Match Report,
29,Sat,1999-03-13,,Sheffield Weds,0-2,Leeds United,,,Graham Poll,Match Report,
29,Sat,1999-03-13,,Everton,0-2,Arsenal,,,Uriah Rennie,Match Report,
29,Sat,1999-03-13,,Tottenham,1-0,Aston Villa,,,Peter Jones,Match Report,
29,Sat,1999-03-13,,Newcastle Utd,1-2,Manchester Utd,,,David Elleray,Match Report,
29,Sat,1999-03-13,,Wimbledon,1-3,Nott'ham Forest,,,Keith Burge,Match Report,
29,Sun,1999-03-14,,Middlesbrough,3-0,Southampton,,,Mike Reed,Match Report,
30,Sat,1999-03-20,,Blackburn,3-1,Wimbledon,,,Gary Willard,Match Report,
30,Sat,1999-03-20,,Arsenal,2-0,Coventry City,,,Paul Alcock,Match Report,
30,Sat,1999-03-20,,West Ham,2-0,Newcastle Utd,,,Paul Durkin,Match Report,
30,Sat,1999-03-20,,Nott'ham Forest,1-2,Middlesbrough,,,Steve Dunn,Match Report,
30,Sat,1999-03-20,,Southampton,1-0,Sheffield Weds,,,Rob Harris,Match Report,
30,Sat,1999-03-20,,Leeds United,4-1,Derby County,,,Mike Reed,Match Report,
30,Sun,1999-03-21,,Aston Villa,0-3,Chelsea,,,Graham Barber,Match Report,
30,Sun,1999-03-21,,Manchester Utd,3-1,Everton,,,Mike Reed,Match Report,
