Date,Result,Opponent,Old Elo,New Elo,Elo Change,Team
1992-08-15,0,Tottenham,1000.0,1000.0,0.0,Southampton
1992-08-19,-1,QPR,1000.0,975.0,-25.0,Southampton
1992-08-22,0,Aston Villa,975.0,976.9242986864393,1.9242986864393288,Southampton
1992-08-24,-1,Manchester Utd,976.9242986864393,950.4823668207888,-26.44193186565053,Southampton
1992-08-29,1,Middlesbrough,950.4823668207888,980.9923527311333,30.50998591034454,Southampton
1992-09-01,0,Liverpool,980.9923527311333,980.9933795897141,0.0010268585807580166,Southampton
1992-09-05,-1,Norwich City,980.9933795897141,961.4041734642691,-19.589206125445003,Southampton
1992-09-12,-1,QPR,961.4041734642691,941.9682665433081,-19.435906920960974,Southampton
1992-09-19,0,Leeds United,941.9682665433081,945.5754013976575,3.607134854349397,Southampton
1992-09-26,1,Crystal Palace,945.5754013976575,971.9446302918315,26.369228894173943,Southampton
1992-10-03,-1,Sheffield Utd,971.9446302918315,944.8680067071995,-27.07662358463199,Southampton
1992-10-17,0,Wimbledon,944.8680067071995,945.2158848098074,0.3478781026079787,Southampton
1992-10-24,-1,Manchester City,945.2158848098074,920.5216177700393,-24.694267039768192,Southampton
1992-10-31,1,Oldham Athletic,920.5216177700393,949.9392947474832,29.41767697744399,Southampton
1992-11-07,0,Ipswich Town,949.9392947474832,954.5159809891768,4.576686241693551,Southampton
1992-11-22,0,Blackburn,954.5159809891768,961.8714520249174,7.355471035740607,Southampton
1992-11-28,1,Nott'ham Forest,961.8714520249174,981.6822084465774,19.810756421660017,Southampton
1992-12-05,1,Arsenal,981.6822084465774,1010.8896883945172,29.20747994793976,Southampton
1992-12-12,0,Coventry City,1010.8896883945172,1008.8058930252598,-2.083795369257359,Southampton
1992-12-19,-1,Everton,1008.8058930252598,976.7488178442504,-32.057075181009395,Southampton
1992-12-26,0,Chelsea,976.7488178442504,984.3803176917514,7.631499847501004,Southampton
1992-12-28,-1,Sheffield Weds,984.3803176917514,959.149242067194,-25.231075624557434,Southampton
1993-01-09,-1,Leeds United,959.149242067194,932.6990561778068,-26.45018588938717,Southampton
1993-01-16,1,Crystal Palace,932.6990561778068,962.3362541030202,29.6371979252134,Southampton
1993-01-26,-1,Middlesbrough,962.3362541030202,935.1946738530638,-27.141580249956405,Southampton
1993-01-30,1,Aston Villa,935.1946738530638,973.2451948451319,38.05052099206807,Southampton
1993-02-07,-1,Tottenham,973.2451948451319,949.6844628318981,-23.560732013233746,Southampton
1993-02-10,1,Norwich City,949.6844628318981,983.334004371855,33.649541539956886,Southampton
1993-02-13,1,Liverpool,983.334004371855,1008.3683966586392,25.03439228678417,Southampton
1993-02-20,-1,Manchester Utd,1008.3683966586392,991.8170813872202,-16.551315271418957,Southampton
1993-02-27,1,Sheffield Utd,991.8170813872202,1012.8954729939372,21.07839160671699,Southampton
1993-03-06,1,Wimbledon,1012.8954729939372,1038.7103034743586,25.814830480421392,Southampton
1993-03-09,0,Blackburn,1038.7103034743586,1033.348835172251,-5.361468302107596,Southampton
1993-03-13,1,Ipswich Town,1033.348835172251,1053.3492263111605,20.000391138909436,Southampton
1993-03-20,-1,Arsenal,1053.3492263111605,1022.8944390247866,-30.454787286373858,Southampton
1993-03-24,-1,Nott'ham Forest,1022.8944390247866,992.3569579142567,-30.53748111052994,Southampton
1993-04-03,-1,Coventry City,992.3569579142567,962.5563827348169,-29.80057517943976,Southampton
1993-04-10,1,Chelsea,962.5563827348169,989.4867340794718,26.930351344654923,Southampton
1993-04-12,-1,Sheffield Weds,989.4867340794718,968.9876654486551,-20.499068630816737,Southampton
1993-04-17,0,Everton,968.9876654486551,969.3339063719308,0.3462409232756727,Southampton
1993-05-01,-1,Manchester City,969.3339063719308,947.0344664966748,-22.299439875255985,Southampton
1993-05-08,-1,Oldham Athletic,947.0344664966748,925.2155855452628,-21.818880951411984,Southampton
1993-08-14,-1,Everton,925.2155855452628,904.107834610119,-21.107750935143827,Southampton
1993-08-17,-1,Ipswich Town,904.107834610119,882.1528106149555,-21.955023995163515,Southampton
1993-08-21,-1,QPR,882.1528106149555,865.5451154257105,-16.607695189244964,Southampton
1993-08-25,1,Swindon Town,865.5451154257105,895.5516705671852,30.006555141474678,Southampton
1993-08-28,-1,Manchester Utd,895.5516705671852,889.6885003093073,-5.863170257877869,Southampton
1993-08-31,-1,Wimbledon,889.6885003093073,873.4068881557795,-16.281612153527817,Southampton
1993-09-11,-1,Leeds United,873.4068881557795,854.6924825418234,-18.714405613956046,Southampton
1993-09-18,-1,Sheffield Weds,854.6924825418234,834.5757774775119,-20.11670506431153,Southampton
1993-09-25,-1,Arsenal,834.5757774775119,823.3947052821339,-11.181072195377965,Southampton
1993-10-02,0,Sheffield Utd,823.3947052821339,832.6157652164198,9.221059934285904,Southampton
1993-10-16,0,Coventry City,832.6157652164198,841.7025857221813,9.086820505761466,Southampton
1993-10-24,1,Newcastle Utd,841.7025857221813,879.6174226613907,37.91483693920941,Southampton
1993-10-30,-1,Liverpool,879.6174226613907,863.1824225139443,-16.43500014744643,Southampton
1993-11-06,1,Tottenham,863.1824225139443,898.4413803459311,35.25895783198678,Southampton
1993-11-20,-1,Blackburn,898.4413803459311,885.2863898544358,-13.154990491495255,Southampton
1993-11-24,1,Aston Villa,885.2863898544358,925.4450464211193,40.158656566683476,Southampton
1993-11-29,-1,West Ham,925.4450464211193,907.2526242862198,-18.192422134899516,Southampton
1993-12-04,-1,Everton,907.2526242862198,885.8380303049872,-21.414593981232542,Southampton
1993-12-08,-1,Ipswich Town,885.8380303049872,866.9184211544147,-18.91960915057257,Southampton
1993-12-11,-1,QPR,866.9184211544147,853.3333067310476,-13.585114423367031,Southampton
1993-12-18,-1,Swindon Town,853.3333067310476,831.0719519697228,-22.26135476132481,Southampton
1993-12-27,1,Chelsea,831.0719519697228,859.6435290333386,28.57157706361579,Southampton
1993-12-28,0,Manchester City,859.6435290333386,864.0319949740174,4.3884659406787705,Southampton
1994-01-01,-1,Norwich City,864.0319949740174,851.8017967842308,-12.23019818978662,Southampton
1994-01-15,1,Coventry City,851.8017967842308,887.1484220623684,35.346625278137594,Southampton
1994-01-22,1,Newcastle Utd,887.1484220623684,927.0835656760008,39.935143613632476,Southampton
1994-02-05,-1,Oldham Athletic,927.0835656760008,899.4579258927532,-27.625639783247607,Southampton
1994-02-14,1,Liverpool,899.4579258927532,936.8001875112316,37.34226161847835,Southampton
1994-02-26,1,Wimbledon,936.8001875112316,968.0473491278315,31.247161616599897,Southampton
1994-03-05,0,Leeds United,968.0473491278315,975.2516540965868,7.204304968755309,Southampton
1994-03-12,0,Sheffield Weds,975.2516540965868,981.7198784354836,6.468224338896789,Southampton
1994-03-19,-1,Arsenal,981.7198784354836,964.9637951602666,-16.75608327521695,Southampton
1994-03-26,0,Sheffield Utd,964.9637951602666,961.2370811557557,-3.7267140045108818,Southampton
1994-03-30,-1,Oldham Athletic,961.2370811557557,935.8593761281661,-25.377705027589627,Southampton
1994-04-02,-1,Chelsea,935.8593761281661,914.0449532195888,-21.814422908577285,Southampton
1994-04-04,-1,Manchester City,914.0449532195888,892.5211206498925,-21.52383256969631,Southampton
1994-04-09,1,Norwich City,892.5211206498925,921.0216585049907,28.500537855098173,Southampton
1994-04-16,1,Blackburn,921.0216585049907,963.4116806733722,42.390022168381506,Southampton
1994-04-23,-1,Tottenham,963.4116806733722,933.2442513062687,-30.167429367103523,Southampton
1994-04-30,1,Aston Villa,933.2442513062687,959.0312532295771,25.78700192330848,Southampton
1994-05-04,-1,Manchester Utd,959.0312532295771,949.3060019783238,-9.725251251253326,Southampton
1994-05-07,0,West Ham,949.3060019783238,951.5737614647119,2.2677594863880586,Southampton
1994-08-20,0,Blackburn,951.5737614647119,962.9838549259308,11.410093461218935,Southampton
1994-08-24,0,Aston Villa,962.9838549259308,961.8233428945297,-1.1605120314011401,Southampton
1994-08-27,-1,Newcastle Utd,961.8233428945297,950.1310397732709,-11.69230312125876,Southampton
1994-08-31,-1,Liverpool,950.1310397732709,930.0964383973005,-20.034601375970396,Southampton
1994-09-12,1,Tottenham,930.0964383973005,959.1105989531104,29.014160555809895,Southampton
1994-09-17,0,Nott'ham Forest,959.1105989531104,962.3856031933005,3.2750042401901283,Southampton
1994-09-24,1,Coventry City,962.3856031933005,991.4619272221224,29.076324028821887,Southampton
1994-10-01,1,Ipswich Town,991.4619272221224,1009.3522857074546,17.89035848533217,Southampton
1994-10-08,1,Everton,1009.3522857074546,1024.4264496349247,15.074163927470067,Southampton
1994-10-15,-1,Leicester City,1024.4264496349247,992.8850474221239,-31.54140221280079,Southampton
1994-10-22,-1,West Ham,992.8850474221239,967.1808421757175,-25.70420524640633,Southampton
1994-10-29,-1,Leeds United,967.1808421757175,950.6503839839008,-16.530458191816706,Southampton
1994-11-02,0,Norwich City,950.6503839839008,954.6969592142004,4.046575230299595,Southampton
1994-11-05,0,Manchester City,954.6969592142004,959.2935600503939,4.596600836193488,Southampton
1994-11-19,1,Arsenal,959.2935600503939,991.9046364918103,32.611076441416344,Southampton
1994-11-26,0,Crystal Palace,991.9046364918103,992.7122426152059,0.807606123395658,Southampton
1994-12-03,-1,Chelsea,992.7122426152059,968.2903383634912,-24.42190425171475,Southampton
1994-12-10,-1,Blackburn,968.2903383634912,958.6618852203258,-9.628453143165416,Southampton
1994-12-19,1,Aston Villa,958.6618852203258,980.3176095859241,21.655724365598303,Southampton
1994-12-26,-1,Wimbledon,980.3176095859241,957.4712693982766,-22.846340187647456,Southampton
1994-12-28,0,QPR,957.4712693982766,961.4865361235287,4.015266725252104,Southampton
1994-12-31,0,Manchester Utd,961.4865361235287,976.1467647860331,14.660228662504437,Southampton
1995-01-02,0,Sheffield Weds,976.1467647860331,982.1596635552094,6.012898769176218,Southampton
1995-01-14,0,Leeds United,982.1596635552094,985.5148619124016,3.3551983571921937,Southampton
1995-01-24,0,Arsenal,985.5148619124016,986.3861141285091,0.871252216107564,Southampton
1995-02-04,0,Manchester City,986.3861141285091,982.8299116303866,-3.556202498122502,Southampton
1995-02-11,0,Norwich City,982.8299116303866,980.4113968437077,-2.418514786678884,Southampton
1995-02-25,-1,Ipswich Town,980.4113968437077,946.331598748598,-34.07979809510971,Southampton
1995-03-04,0,Coventry City,946.331598748598,950.872298491095,4.54069974249694,Southampton
1995-03-15,0,West Ham,950.872298491095,948.621254153149,-2.2510443379459275,Southampton
1995-03-18,-1,Nott'ham Forest,948.621254153149,929.5540702240403,-19.06718392910875,Southampton
1995-03-22,1,Newcastle Utd,929.5540702240403,967.839008786182,38.28493856214175,Southampton
1995-04-02,1,Tottenham,967.839008786182,1000.9076221520244,33.06861336584234,Southampton
1995-04-05,-1,Liverpool,1000.9076221520244,983.7998483587597,-17.10777379326464,Southampton
1995-04-12,1,Chelsea,983.7998483587597,1007.3563194803328,23.556471121573054,Southampton
1995-04-15,1,QPR,1007.3563194803328,1038.6275023564674,31.271182876134617,Southampton
1995-04-17,1,Wimbledon,1038.6275023564674,1063.7767619876636,25.149259631196173,Southampton
1995-04-29,0,Sheffield Weds,1063.7767619876636,1055.3367932297472,-8.439968757916404,Southampton
1995-05-03,1,Crystal Palace,1055.3367932297472,1074.7679392254313,19.43114599568412,Southampton
1995-05-06,0,Everton,1074.7679392254313,1070.7519112334787,-4.016027991952569,Southampton
1995-05-10,-1,Manchester Utd,1070.7519112334787,1053.838327116632,-16.913584116846778,Southampton
1995-05-14,0,Leicester City,1053.838327116632,1040.4740912539935,-13.364235862638452,Southampton
1995-08-19,-1,Nott'ham Forest,1040.4740912539935,1022.5218922077581,-17.952199046235364,Southampton
1995-08-26,-1,Everton,1022.5218922077581,995.9300843735693,-26.591807834188785,Southampton
1995-08-30,0,Leeds United,995.9300843735693,1009.829619291661,13.899534918091604,Southampton
1995-09-09,1,Newcastle Utd,1009.829619291661,1042.4942674835108,32.66464819184989,Southampton
1995-09-12,0,Middlesbrough,1042.4942674835108,1035.546979299618,-6.9472881838928515,Southampton
1995-09-16,-1,Chelsea,1035.546979299618,1009.8851396242704,-25.66183967534755,Southampton
1995-09-23,-1,Arsenal,1009.8851396242704,987.2271508717178,-22.657988752552683,Southampton
1995-10-02,0,West Ham,987.2271508717178,987.3603804596426,0.13322958792480222,Southampton
1995-10-14,-1,Blackburn,987.3603804596426,965.8018511270694,-21.55852933257313,Southampton
1995-10-22,-1,Liverpool,965.8018511270694,950.629115315993,-15.17273581107645,Southampton
1995-10-28,1,Wimbledon,950.629115315993,976.8977335768706,26.268618260877588,Southampton
1995-11-04,1,QPR,976.8977335768706,1002.9425198675019,26.04478629063135,Southampton
1995-11-18,-1,Manchester Utd,1002.9425198675019,991.0493323177991,-11.893187549702816,Southampton
1995-11-20,-1,Aston Villa,991.0493323177991,973.0502873082758,-17.999045009523343,Southampton
1995-11-25,1,Bolton,973.0502873082758,991.8432195846958,18.79293227642006,Southampton
1995-12-02,0,Liverpool,991.8432195846958,995.6936967545031,3.8504771698072773,Southampton
1995-12-09,0,Arsenal,995.6936967545031,1001.9019222059236,6.208225451420503,Southampton
1995-12-16,-1,West Ham,1001.9019222059236,977.2850075357585,-24.6169146701651,Southampton
1995-12-23,0,Sheffield Weds,977.2850075357585,979.778899375164,2.493891839405478,Southampton
1995-12-26,0,Tottenham,979.778899375164,989.3562112429343,9.577311867770277,Southampton
1996-01-01,0,Coventry City,989.3562112429343,986.7512157053662,-2.6049955375680156,Southampton
1996-01-13,-1,Nott'ham Forest,986.7512157053662,969.893940909486,-16.857274795880244,Southampton
1996-01-20,1,Middlesbrough,969.893940909486,995.0861613052265,25.19222039574049,Southampton
1996-01-31,0,Manchester City,995.0861613052265,992.2057032587206,-2.8804580465058507,Southampton
1996-02-03,0,Everton,992.2057032587206,1000.3212620417796,8.115558783058987,Southampton
1996-02-24,-1,Chelsea,1000.3212620417796,979.6704044823584,-20.650857559421183,Southampton
1996-03-02,-1,Tottenham,979.6704044823584,962.4860721905169,-17.184332291841542,Southampton
1996-03-16,-1,Manchester City,962.4860721905169,938.108707149398,-24.37736504111888,Southampton
1996-03-20,-1,Sheffield Weds,938.108707149398,914.7024169065947,-23.406290242803266,Southampton
1996-03-25,1,Coventry City,914.7024169065947,942.1179571976506,27.41554029105589,Southampton
1996-03-30,-1,QPR,942.1179571976506,914.7170799424938,-27.400877255156843,Southampton
1996-04-03,-1,Leeds United,914.7170799424938,892.657198999132,-22.059880943361804,Southampton
1996-04-06,1,Blackburn,892.657198999132,930.3753444564982,37.71814545736618,Southampton
1996-04-08,-1,Aston Villa,930.3753444564982,916.8917122440649,-13.483632212433236,Southampton
1996-04-13,1,Manchester Utd,916.8917122440649,960.8309443570446,43.93923211297965,Southampton
1996-04-17,-1,Newcastle Utd,960.8309443570446,946.8006230050314,-14.030321352013175,Southampton
1996-04-27,1,Bolton,946.8006230050314,971.3822166849594,24.581593679928005,Southampton
1996-05-05,0,Wimbledon,971.3822166849594,974.3231999083808,2.9409832234214264,Southampton
1996-08-18,0,Chelsea,974.3231999083808,975.4756178994511,1.1524179910702514,Southampton
1996-08-21,-1,Leicester City,975.4756178994511,943.0790391106545,-32.396578788796546,Southampton
1996-08-24,-1,West Ham,943.0790391106545,922.865344872163,-20.2136942384916,Southampton
1996-09-04,0,Nott'ham Forest,922.865344872163,931.5288361927422,8.663491320579283,Southampton
1996-09-07,-1,Liverpool,931.5288361927422,921.6229905214677,-9.905845671274506,Southampton
1996-09-14,-1,Tottenham,921.6229905214677,905.1932932419662,-16.42969727950151,Southampton
1996-09-23,-1,Wimbledon,905.1932932419662,889.6395785150667,-15.553714726899557,Southampton
1996-09-28,1,Middlesbrough,889.6395785150667,922.365088276878,32.725509761811395,Southampton
1996-10-13,0,Coventry City,922.365088276878,923.0304091072413,0.6653208303632709,Southampton
1996-10-19,1,Sunderland,923.0304091072413,952.9050048667144,29.874595759473095,Southampton
1996-10-26,1,Manchester Utd,952.9050048667144,994.7509865298942,41.84598166317983,Southampton
1996-11-02,0,Sheffield Weds,994.7509865298942,992.353246500236,-2.39774002965828,Southampton
1996-11-16,-1,Everton,992.353246500236,974.6564250464832,-17.69682145375282,Southampton
1996-11-23,-1,Leeds United,974.6564250464832,945.2614662475793,-29.394958798903872,Southampton
1996-11-30,-1,Blackburn,945.2614662475793,924.424546793767,-20.836919453812243,Southampton
1996-12-04,-1,Arsenal,924.424546793767,915.414934878235,-9.009611915531991,Southampton
1996-12-07,-1,Aston Villa,915.414934878235,901.4022754055396,-14.012659472695418,Southampton
1996-12-21,1,Derby County,901.4022754055396,935.7112964566542,34.30902105111454,Southampton
1996-12-26,-1,Tottenham,935.7112964566542,918.666316122543,-17.044980334111187,Southampton
1996-12-29,-1,Liverpool,918.666316122543,908.1622964533617,-10.504019669181275,Southampton
1997-01-11,1,Middlesbrough,908.1622964533617,932.9284953365924,24.766198883230686,Southampton
1997-01-18,0,Newcastle Utd,932.9284953365924,944.5867543602034,11.65825902361098,Southampton
1997-02-01,-1,Manchester Utd,944.5867543602034,936.5455691764744,-8.041185183728999,Southampton
1997-02-22,-1,Sheffield Weds,936.5455691764744,919.5071312749337,-17.038437901540647,Southampton
1997-02-26,0,Wimbledon,919.5071312749337,931.2323081360113,11.725176861077557,Southampton
1997-03-01,1,Newcastle Utd,931.2323081360113,969.7130813939706,38.4807732579593,Southampton
1997-03-05,0,Everton,969.7130813939706,969.9402597819228,0.22717838795222178,Southampton
1997-03-12,0,Leeds United,969.9402597819228,975.6303179743942,5.690058192471383,Southampton
1997-03-15,-1,Arsenal,975.6303179743942,960.0829354123885,-15.547382562005737,Southampton
1997-03-19,-1,Chelsea,960.0829354123885,942.9417133581087,-17.14122205427975,Southampton
1997-03-22,0,Leicester City,942.9417133581087,947.5618778780846,4.620164519975901,Southampton
1997-04-05,1,Nott'ham Forest,947.5618778780846,975.59709653185,28.035218653765355,Southampton
1997-04-09,0,Derby County,975.59709653185,978.1204561532666,2.5233596214166027,Southampton
1997-04-12,1,West Ham,978.1204561532666,1004.3591659034415,26.238709750174962,Southampton
1997-04-19,0,Coventry City,1004.3591659034415,1005.292301849429,0.9331359459874875,Southampton
1997-04-22,1,Sunderland,1005.292301849429,1027.8340510445912,22.541749195162197,Southampton
1997-05-03,1,Blackburn,1027.8340510445912,1055.692851505521,27.858800460929842,Southampton
1997-05-11,-1,Aston Villa,1055.692851505521,1030.302857323306,-25.389994182215105,Southampton
1997-08-09,-1,Bolton,1030.302857323306,996.5599496357265,-33.74290768757942,Southampton
1997-08-13,-1,Manchester Utd,996.5599496357265,985.8024154697448,-10.757534165981724,Southampton
1997-08-23,-1,Arsenal,985.8024154697448,970.9171151995467,-14.885300270198059,Southampton
1997-08-27,1,Crystal Palace,970.9171151995467,996.7697100377719,25.852594838225173,Southampton
1997-08-30,-1,Chelsea,996.7697100377719,977.2247281885114,-19.544981849260466,Southampton
1997-09-13,-1,Coventry City,977.2247281885114,954.7190285586375,-22.505699629873902,Southampton
1997-09-20,0,Liverpool,954.7190285586375,964.5200064584384,9.800977899800841,Southampton
1997-09-24,-1,Leeds United,964.5200064584384,940.2400443497215,-24.27996210871686,Southampton
1997-09-27,-1,Derby County,940.2400443497215,920.6264623612085,-19.613581988513033,Southampton
1997-10-04,1,West Ham,920.6264623612085,953.8366783717632,33.210216010554745,Southampton
1997-10-18,-1,Blackburn,953.8366783717632,937.4634406129442,-16.373237758819073,Southampton
1997-10-25,1,Tottenham,937.4634406129442,966.6338857937716,29.170445180827414,Southampton
1997-11-02,1,Everton,966.6338857937716,991.7872364633339,25.153350669562315,Southampton
1997-11-08,1,Barnsley,991.7872364633339,1011.7542270809547,19.96699061762081,Southampton
1997-11-22,-1,Newcastle Utd,1011.7542270809547,994.039787765175,-17.714439315779714,Southampton
1997-11-29,-1,Sheffield Weds,994.039787765175,969.2851263612785,-24.754661403896534,Southampton
1997-12-07,-1,Wimbledon,969.2851263612785,946.4660585302182,-22.819067831060238,Southampton
1997-12-13,1,Leicester City,946.4660585302182,979.1057396152327,32.639681085014445,Southampton
1997-12-20,0,Aston Villa,979.1057396152327,981.003998724502,1.898259109269361,Southampton
1997-12-26,0,Crystal Palace,981.003998724502,979.9194648186733,-1.084533905828721,Southampton
1997-12-29,1,Chelsea,979.9194648186733,1016.0466860791838,36.12722126051051,Southampton
1998-01-10,0,Bolton,1016.0466860791838,1010.5769517622041,-5.469734316979725,Southampton
1998-01-19,1,Manchester Utd,1010.5769517622041,1049.2939156972423,38.716963935038166,Southampton
1998-01-31,-1,Arsenal,1049.2939156972423,1028.4514715149014,-20.84244418234084,Southampton
1998-02-07,1,Liverpool,1028.4514715149014,1062.9861306978976,34.534659182996165,Southampton
1998-02-18,-1,Coventry City,1062.9861306978976,1035.5089982716872,-27.477132426210346,Southampton
1998-02-21,1,Blackburn,1035.5089982716872,1064.6647445822357,29.155746310548466,Southampton
1998-02-28,1,Leeds United,1064.6647445822357,1087.015204602047,22.350460019811408,Southampton
1998-03-07,1,Everton,1087.015204602047,1105.708018277015,18.692813674967965,Southampton
1998-03-14,-1,Barnsley,1105.708018277015,1072.2956998070501,-33.41231846996493,Southampton
1998-03-28,1,Newcastle Utd,1072.2956998070501,1090.172821168839,17.877121361788795,Southampton
1998-04-04,-1,Sheffield Weds,1090.172821168839,1059.7556733887902,-30.41714778004871,Southampton
1998-04-11,-1,Wimbledon,1059.7556733887902,1030.1079410389752,-29.647732349814987,Southampton
1998-04-14,0,Leicester City,1030.1079410389752,1028.8760716565391,-1.2318693824361162,Southampton
1998-04-18,-1,Aston Villa,1028.8760716565391,1008.8674417203125,-20.008629936226612,Southampton
1998-04-25,1,West Ham,1008.8674417203125,1039.63502448528,30.767582764967415,Southampton
1998-05-02,-1,Derby County,1039.63502448528,1009.2991181798038,-30.3359063054761,Southampton
1998-05-10,0,Tottenham,1009.2991181798038,1010.048275907705,0.7491577279012063,Southampton
1998-08-16,-1,Liverpool,1010.048275907705,991.9699080534212,-18.078367854283783,Southampton
1998-08-22,-1,Charlton Ath,991.9699080534212,967.3988795491416,-24.57102850427964,Southampton
1998-08-29,-1,Nott'ham Forest,967.3988795491416,943.359003783393,-24.03987576574866,Southampton
1998-09-09,-1,Leeds United,943.359003783393,927.264755028814,-16.094248754578985,Southampton
1998-09-12,-1,Newcastle Utd,927.264755028814,903.9034057391359,-23.36134928967806,Southampton
1998-09-19,0,Tottenham,903.9034057391359,910.1747049834978,6.271299244361899,Southampton
1998-09-28,-1,West Ham,910.1747049834978,896.0353049035925,-14.139400079905272,Southampton
1998-10-03,-1,Manchester Utd,896.0353049035925,888.2785534880595,-7.756751415533017,Southampton
1998-10-17,0,Arsenal,888.2785534880595,905.1179888073168,16.83943531925729,Southampton
1998-10-24,1,Coventry City,905.1179888073168,937.5866643334273,32.468675526110474,Southampton
1998-10-31,0,Sheffield Weds,937.5866643334273,938.4165713347186,0.8299070012913035,Southampton
1998-11-07,0,Middlesbrough,938.4165713347186,946.4609019737934,8.044330639074815,Southampton
1998-11-14,-1,Aston Villa,946.4609019737934,937.2129394073426,-9.247962566450838,Southampton
1998-11-21,1,Blackburn,937.2129394073426,961.1633122399354,23.950372832592848,Southampton
1998-11-28,-1,Derby County,961.1633122399354,940.6800825427272,-20.48322969720823,Southampton
1998-12-05,-1,Leicester City,940.6800825427272,922.3917559222264,-18.28832662050081,Southampton
1998-12-12,-1,Everton,922.3917559222264,904.8087702342249,-17.582985688001486,Southampton
1998-12-19,1,Wimbledon,904.8087702342249,940.5254257364882,35.71665550226328,Southampton
1998-12-26,-1,Chelsea,940.5254257364882,929.873712235372,-10.651713501116205,Southampton
1998-12-28,0,Nott'ham Forest,929.873712235372,925.9957310717862,-3.877981163585787,Southampton
1999-01-09,1,Charlton Ath,925.9957310717862,948.9939185556001,22.998187483813922,Southampton
1999-01-16,-1,Liverpool,948.9939185556001,934.5042886737288,-14.489629881871338,Southampton
1999-01-30,1,Leeds United,934.5042886737288,971.0322056877055,36.527917013976776,Southampton
1999-02-06,-1,Chelsea,971.0322056877055,959.1176522563738,-11.914553431331683,Southampton
1999-02-20,1,Newcastle Utd,959.1176522563738,991.0353015231501,31.917649266776266,Southampton
1999-02-27,-1,Manchester Utd,991.0353015231501,981.0106520900652,-10.02464943308496,Southampton
1999-03-02,-1,Tottenham,981.0106520900652,960.4947352789778,-20.515916811087322,Southampton
1999-03-06,1,West Ham,960.4947352789778,992.9284946320824,32.43375935310462,Southampton
1999-03-14,-1,Middlesbrough,992.9284946320824,966.7076265705298,-26.220868061552665,Southampton
1999-03-20,1,Sheffield Weds,966.7076265705298,994.3537890287816,27.646162458251865,Southampton
1999-04-03,0,Arsenal,994.3537890287816,1009.8202863906472,15.46649736186555,Southampton
1999-04-05,-1,Coventry City,1009.8202863906472,986.2422589884637,-23.578027402183466,Southampton
1999-04-10,-1,Aston Villa,986.2422589884637,960.6856644547668,-25.556594533696966,Southampton
1999-04-17,0,Blackburn,960.6856644547668,962.1021527437641,1.416488288997357,Southampton
1999-04-24,0,Derby County,962.1021527437641,967.4615948644596,5.359442120695462,Southampton
1999-05-01,1,Leicester City,967.4615948644596,1000.5597767381819,33.0981818737223,Southampton
1999-05-08,1,Wimbledon,1000.5597767381819,1020.0557482303074,19.495971492125477,Southampton
1999-05-16,1,Everton,1020.0557482303074,1045.4293005479126,25.37355231760523,Southampton
1999-08-07,1,Coventry City,1045.4293005479126,1068.3027095156604,22.873408967747764,Southampton
1999-08-11,-1,Leeds United,1068.3027095156604,1050.1949476257491,-18.107761889911217,Southampton
1999-08-15,1,Newcastle Utd,1050.1949476257491,1067.2849820604347,17.09003443468555,Southampton
1999-08-21,-1,Everton,1067.2849820604347,1035.2577900584513,-32.027192001983394,Southampton
1999-08-28,1,Sheffield Weds,1035.2577900584513,1053.1500248707496,17.892234812298284,Southampton
1999-09-11,-1,Middlesbrough,1053.1500248707496,1025.7623431509862,-27.38768171976335,Southampton
1999-09-18,-1,Arsenal,1025.7623431509862,1013.6608152849087,-12.101527866077504,Southampton
1999-09-25,0,Manchester Utd,1013.6608152849087,1030.290292777747,16.629477492838305,Southampton
1999-10-04,0,Derby County,1030.290292777747,1025.6038777779177,-4.686414999829367,Southampton
1999-10-16,-1,Leicester City,1025.6038777779177,1005.2562991488928,-20.347578629024838,Southampton
1999-10-23,0,Liverpool,1005.2562991488928,1010.5535217296438,5.29722258075094,Southampton
1999-10-30,0,Wimbledon,1010.5535217296438,1004.8415916286408,-5.711930101002963,Southampton
1999-11-06,1,Aston Villa,1004.8415916286408,1030.1458647114919,25.30427308285107,Southampton
1999-11-20,-1,Tottenham,1030.1458647114919,1009.650076272764,-20.495788438727914,Southampton
1999-11-28,-1,Leeds United,1009.650076272764,996.5007254650995,-13.149350807664405,Southampton
1999-12-04,0,Coventry City,996.5007254650995,998.2240484611268,1.7233229960272638,Southampton
1999-12-18,-1,Sunderland,998.2240484611268,982.7188135964901,-15.50523486463669,Southampton
1999-12-26,-1,Chelsea,982.7188135964901,965.0697827170584,-17.649030879431734,Southampton
1999-12-28,-1,Watford,965.0697827170584,932.4489446576043,-32.62083805945406,Southampton
2000-01-03,1,Bradford City,932.4489446576043,960.3061882043464,27.857243546742097,Southampton
2000-01-16,-1,Newcastle Utd,960.3061882043464,940.3087244449896,-19.997463759356833,Southampton
2000-01-22,1,Everton,940.3087244449896,973.5192784304544,33.2105539854648,Southampton
2000-02-05,1,West Ham,973.5192784304544,1005.9094832950815,32.390204864627094,Southampton
2000-02-12,1,Sheffield Weds,1005.9094832950815,1026.7576094157098,20.848126120628308,Southampton
2000-02-26,-1,Arsenal,1026.7576094157098,1010.0716956839354,-16.68591373177435,Southampton
2000-03-04,0,Middlesbrough,1010.0716956839354,1009.2361300617977,-0.8355656221377785,Southampton
