Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
31,Sat,1998-03-28,,Everton,1-4,Aston Villa,,,Neale Barry,Match Report,
31,Sat,1998-03-28,,Manchester Utd,2-0,Wimbledon,,,Dermot Gallagher,Match Report,
31,Sat,1998-03-28,,Barnsley,2-3,Liverpool,,,Gary Willard,Match Report,
31,Sat,1998-03-28,,Coventry City,1-0,Derby County,,,Keith Burge,Match Report,
31,Mon,1998-03-30,,West Ham,3-0,Leeds United,,,Alan Wilkie,Match Report,
26,Tue,1998-03-31,,Bolton,0-1,Arsenal,,,Keith Burge,Match Report,
26,Tue,1998-03-31,,Wimbledon,0-0,Newcastle Utd,,,Neale Barry,Match Report,
29,Tue,1998-03-31,,Blackburn,2-1,Barnsley,,,Mike Reed,Match Report,
32,Sat,1998-04-04,,Wimbledon,0-0,Bolton,,,Martin Bodenham,Match Report,
32,Sat,1998-04-04,,Leeds United,2-1,Barnsley,,,Keith Burge,Match Report,
32,Sat,1998-04-04,,Aston Villa,2-0,West Ham,,,Steve Dunn,Match Report,
32,Sat,1998-04-04,,Leicester City,1-1,Coventry City,,,Graham Barber,Match Report,
32,Sat,1998-04-04,,Tottenham,1-1,Everton,,,Alan Wilkie,Match Report,
32,Sat,1998-04-04,,Sheffield Weds,1-0,Southampton,,,Peter Jones,Match Report,
32,Sun,1998-04-05,,Derby County,0-1,Chelsea,,,Jeff Winter,Match Report,
32,Mon,1998-04-06,,Blackburn,1-3,Manchester Utd,,,Gerald Ashby,Match Report,
34,Wed,1998-04-08,,Leeds United,3-1,Chelsea,,,David Elleray,Match Report,
33,Fri,1998-04-10,,Manchester Utd,1-1,Liverpool,,,Graham Poll,Match Report,
33,Sat,1998-04-11,,Everton,2-0,Leeds United,,,Uriah Rennie,Match Report,
33,Sat,1998-04-11,,Chelsea,2-0,Tottenham,,,Paul Durkin,Match Report,
33,Sat,1998-04-11,,Southampton,0-1,Wimbledon,,,Mike Reed,Match Report,
33,Sat,1998-04-11,,Crystal Palace,0-3,Leicester City,,,Alan Wilkie,Match Report,
33,Sat,1998-04-11,,Barnsley,2-1,Sheffield Weds,,,Paul Alcock,Match Report,
33,Sat,1998-04-11,,West Ham,0-0,Derby County,,,Graham Barber,Match Report,
33,Sat,1998-04-11,,Arsenal,3-1,Newcastle Utd,,,Gary Willard,Match Report,
33,Sat,1998-04-11,,Bolton,2-1,Blackburn,,,Mike Riley,Match Report,
33,Sat,1998-04-11,,Coventry City,1-2,Aston Villa,,,Dermot Gallagher,Match Report,
34,Mon,1998-04-13,,Tottenham,1-1,Coventry City,,,Mike Riley,Match Report,
34,Mon,1998-04-13,,Newcastle Utd,2-1,Barnsley,,,Steve Dunn,Match Report,
34,Mon,1998-04-13,,Sheffield Weds,1-1,West Ham,,,Neale Barry,Match Report,
34,Mon,1998-04-13,,Derby County,4-0,Bolton,,,Dermot Gallagher,Match Report,
34,Mon,1998-04-13,,Liverpool,2-1,Crystal Palace,,,Graham Barber,Match Report,
34,Mon,1998-04-13,,Blackburn,1-4,Arsenal,,,Martin Bodenham,Match Report,
34,Mon,1998-04-13,,Wimbledon,0-0,Everton,,,Keith Burge,Match Report,
34,Tue,1998-04-14,,Leicester City,3-3,Southampton,,,Graham Poll,Match Report,
35,Sat,1998-04-18,,Crystal Palace,3-1,Derby County,,,Paul Alcock,Match Report,
35,Sat,1998-04-18,,Barnsley,1-1,Tottenham,,,Martin Bodenham,Match Report,
35,Sat,1998-04-18,,Bolton,2-3,Leeds United,,,Jeff Winter,Match Report,
35,Sat,1998-04-18,,Manchester Utd,1-1,Newcastle Utd,,,Uriah Rennie,Match Report,
35,Sat,1998-04-18,,Arsenal,5-0,Wimbledon,,,Peter Jones,Match Report,
35,Sat,1998-04-18,,Everton,1-1,Leicester City,,,Stephen Lodge,Match Report,
35,Sat,1998-04-18,,Southampton,1-2,Aston Villa,,,Alan Wilkie,Match Report,
35,Sat,1998-04-18,,West Ham,2-1,Blackburn,,,Paul Durkin,Match Report,
35,Sun,1998-04-19,,Chelsea,1-0,Sheffield Weds,,,Gary Willard,Match Report,
35,Sun,1998-04-19,,Coventry City,1-1,Liverpool,,,Bill Burns,Match Report,
36,Sat,1998-04-25,,Blackburn,0-0,Wimbledon,,,Graham Poll,Match Report,
36,Sat,1998-04-25,,Everton,1-3,Sheffield Weds,,,Graham Barber,Match Report,
36,Sat,1998-04-25,,West Ham,2-4,Southampton,,,Dermot Gallagher,Match Report,
36,Sat,1998-04-25,,Aston Villa,1-3,Bolton,,,David Elleray,Match Report,
36,Sat,1998-04-25,,Leeds United,3-3,Coventry City,,,Mike Reed,Match Report,
36,Sat,1998-04-25,,Barnsley,0-2,Arsenal,,,Mike Riley,Match Report,
36,Sat,1998-04-25,,Chelsea,4-1,Liverpool,,,Gerald Ashby,Match Report,
36,Sat,1998-04-25,,Tottenham,2-0,Newcastle Utd,,,Jeff Winter,Match Report,
36,Sun,1998-04-26,,Derby County,0-4,Leicester City,,,Gary Willard,Match Report,
36,Mon,1998-04-27,,Crystal Palace,0-3,Manchester Utd,,,Peter Jones,Match Report,
29,Wed,1998-04-29,,Leicester City,0-0,Newcastle Utd,,,Martin Bodenham,Match Report,
29,Wed,1998-04-29,,Arsenal,1-0,Derby County,,,Neale Barry,Match Report,
29,Wed,1998-04-29,,Coventry City,0-0,Wimbledon,,,Jeff Winter,Match Report,
31,Wed,1998-04-29,,Chelsea,0-1,Blackburn,,,Paul Alcock,Match Report,
37,Sat,1998-05-02,,Coventry City,2-0,Blackburn,,,Stephen Lodge,Match Report,
37,Sat,1998-05-02,,Liverpool,5-0,West Ham,,,Jeff Winter,Match Report,
37,Sat,1998-05-02,,Leicester City,1-0,Barnsley,,,Dermot Gallagher,Match Report,
37,Sat,1998-05-02,,Wimbledon,2-6,Tottenham,,,Graham Barber,Match Report,
37,Sat,1998-05-02,,Newcastle Utd,3-1,Chelsea,,,Keith Burge,Match Report,
37,Sat,1998-05-02,,Sheffield Weds,1-3,Aston Villa,,,Martin Bodenham,Match Report,
37,Sat,1998-05-02,,Southampton,0-2,Derby County,,,Mike Riley,Match Report,
37,Sat,1998-05-02,,Bolton,5-2,Crystal Palace,,,Neale Barry,Match Report,
37,Sun,1998-05-03,,Arsenal,4-0,Everton,,,Gerald Ashby,Match Report,
37,Mon,1998-05-04,,Manchester Utd,3-0,Leeds United,,,Gary Willard,Match Report,
29,Tue,1998-05-05,,Crystal Palace,3-3,West Ham,,,Graham Poll,Match Report,
32,Wed,1998-05-06,,Liverpool,4-0,Arsenal,,,Alan Wilkie,Match Report,
38,Sun,1998-05-10,,Derby County,1-0,Liverpool,,,Stephen Lodge,Match Report,
38,Sun,1998-05-10,,West Ham,4-3,Leicester City,,,Uriah Rennie,Match Report,
38,Sun,1998-05-10,,Crystal Palace,1-0,Sheffield Weds,,,Mike Reed,Match Report,
38,Sun,1998-05-10,,Barnsley,0-2,Manchester Utd,,,Paul Durkin,Match Report,
38,Sun,1998-05-10,,Leeds United,1-1,Wimbledon,,,Steve Dunn,Match Report,
38,Sun,1998-05-10,,Aston Villa,1-0,Arsenal,,,Graham Poll,Match Report,
38,Sun,1998-05-10,,Chelsea,2-0,Bolton,,,Alan Wilkie,Match Report,
38,Sun,1998-05-10,,Everton,1-1,Coventry City,,,Paul Alcock,Match Report,
38,Sun,1998-05-10,,Blackburn,1-0,Newcastle Utd,,,David Elleray,Match Report,
38,Sun,1998-05-10,,Tottenham,1-1,Southampton,,,Peter Jones,Match Report,
