Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
5,Sat,1997-08-30,,Sheffield Weds,1-0,Leicester City,,,Paul Alcock,Match Report,
5,Sat,1997-08-30,,Manchester Utd,3-0,Coventry City,,,Gerald Ashby,Match Report,
5,Sat,1997-08-30,,Arsenal,0-0,Tottenham,,,Gary Willard,Match Report,
5,Sat,1997-08-30,,West Ham,3-1,Wimbledon,,,Graham Poll,Match Report,
5,Sat,1997-08-30,,Aston Villa,1-0,Leeds United,,,Peter Jones,Match Report,
5,Mon,1997-09-01,,Bolton,0-0,Everton,,,Stephen Lodge,Match Report,
6,Sat,1997-09-13,,Leicester City,3-0,Tottenham,,,Alan Wilkie,Match Report,
6,Sat,1997-09-13,,Crystal Palace,0-3,Chelsea,,,Gerald Ashby,Match Report,
6,Sat,1997-09-13,,Derby County,3-1,Everton,,,Mike Riley,Match Report,
6,Sat,1997-09-13,,Coventry City,1-0,Southampton,,,Uriah Rennie,Match Report,
6,Sat,1997-09-13,,Newcastle Utd,1-3,Wimbledon,,,Mike Reed,Match Report,
6,Sat,1997-09-13,,Liverpool,2-1,Sheffield Weds,,,Graham Poll,Match Report,
6,Sat,1997-09-13,,Barnsley,0-3,Aston Villa,,,Graham Barber,Match Report,
6,Sat,1997-09-13,,Manchester Utd,2-1,West Ham,,,David Elleray,Match Report,
6,Sat,1997-09-13,,Arsenal,4-1,Bolton,,,Neale Barry,Match Report,
6,Sun,1997-09-14,,Blackburn,3-4,Leeds United,,,Steve Dunn,Match Report,
7,Sat,1997-09-20,,Aston Villa,2-1,Derby County,,,Jeff Winter,Match Report,
7,Sat,1997-09-20,,Everton,4-2,Barnsley,,,Gerald Ashby,Match Report,
7,Sat,1997-09-20,,Wimbledon,0-1,Crystal Palace,,,Paul Alcock,Match Report,
7,Sat,1997-09-20,,Leeds United,0-1,Leicester City,,,Keith Burge,Match Report,
7,Sat,1997-09-20,,West Ham,0-1,Newcastle Utd,,,Steve Dunn,Match Report,
7,Sat,1997-09-20,,Southampton,1-1,Liverpool,,,Peter Jones,Match Report,
7,Sat,1997-09-20,,Bolton,0-0,Manchester Utd,,,Paul Durkin,Match Report,
7,Sat,1997-09-20,,Sheffield Weds,0-0,Coventry City,,,Gary Willard,Match Report,
7,Sat,1997-09-20,,Tottenham,0-0,Blackburn,,,Graham Barber,Match Report,
7,Sun,1997-09-21,,Chelsea,2-3,Arsenal,,,Dermot Gallagher,Match Report,
8,Mon,1997-09-22,,Liverpool,3-0,Aston Villa,,,Martin Bodenham,Match Report,
8,Tue,1997-09-23,,Bolton,1-1,Tottenham,,,Uriah Rennie,Match Report,
8,Tue,1997-09-23,,Wimbledon,4-1,Barnsley,,,Jeff Winter,Match Report,
8,Wed,1997-09-24,,Leicester City,1-1,Blackburn,,,Neale Barry,Match Report,
8,Wed,1997-09-24,,Manchester Utd,2-2,Chelsea,,,Gary Willard,Match Report,
8,Wed,1997-09-24,,Coventry City,1-1,Crystal Palace,,,Graham Barber,Match Report,
8,Wed,1997-09-24,,Sheffield Weds,2-5,Derby County,,,Mike Reed,Match Report,
8,Wed,1997-09-24,,Southampton,0-2,Leeds United,,,Stephen Lodge,Match Report,
8,Wed,1997-09-24,,Arsenal,4-0,West Ham,,,Paul Alcock,Match Report,
8,Wed,1997-09-24,,Newcastle Utd,1-0,Everton,,,Graham Poll,Match Report,
9,Sat,1997-09-27,,Leeds United,1-0,Manchester Utd,,,Martin Bodenham,Match Report,
9,Sat,1997-09-27,,Barnsley,0-2,Leicester City,,,Graham Poll,Match Report,
9,Sat,1997-09-27,,Crystal Palace,2-2,Bolton,,,David Elleray,Match Report,
9,Sat,1997-09-27,,Aston Villa,2-2,Sheffield Weds,,,Neale Barry,Match Report,
9,Sat,1997-09-27,,Chelsea,1-0,Newcastle Utd,,,Mike Riley,Match Report,
9,Sat,1997-09-27,,West Ham,2-1,Liverpool,,,Dermot Gallagher,Match Report,
9,Sat,1997-09-27,,Everton,2-2,Arsenal,,,Alan Wilkie,Match Report,
9,Sat,1997-09-27,,Derby County,4-0,Southampton,,,Keith Burge,Match Report,
9,Sun,1997-09-28,,Tottenham,0-0,Wimbledon,,,Paul Durkin,Match Report,
9,Sun,1997-09-28,,Blackburn,0-0,Coventry City,,,Peter Jones,Match Report,
10,Sat,1997-10-04,,Bolton,0-1,Aston Villa,,,Graham Poll,Match Report,
10,Sat,1997-10-04,,Southampton,3-0,West Ham,,,Mike Riley,Match Report,
10,Sat,1997-10-04,,Manchester Utd,2-0,Crystal Palace,,,Stephen Lodge,Match Report,
10,Sat,1997-10-04,,Sheffield Weds,3-1,Everton,,,Paul Durkin,Match Report,
10,Sat,1997-10-04,,Wimbledon,0-1,Blackburn,,,Dermot Gallagher,Match Report,
10,Sat,1997-10-04,,Arsenal,5-0,Barnsley,,,Peter Jones,Match Report,
10,Sat,1997-10-04,,Newcastle Utd,1-0,Tottenham,,,Martin Bodenham,Match Report,
10,Sat,1997-10-04,,Coventry City,0-0,Leeds United,,,Alan Wilkie,Match Report,
10,Sun,1997-10-05,,Liverpool,4-2,Chelsea,,,David Elleray,Match Report,
10,Mon,1997-10-06,,Leicester City,1-2,Derby County,,,Gerald Ashby,Match Report,
11,Sat,1997-10-18,,Aston Villa,1-2,Wimbledon,,,Keith Burge,Match Report,
11,Sat,1997-10-18,,Blackburn,1-0,Southampton,,,Gary Willard,Match Report,
11,Sat,1997-10-18,,Derby County,2-2,Manchester Utd,,,Graham Poll,Match Report,
11,Sat,1997-10-18,,West Ham,3-0,Bolton,,,Gerald Ashby,Match Report,
11,Sat,1997-10-18,,Crystal Palace,0-0,Arsenal,,,Steve Dunn,Match Report,
11,Sat,1997-10-18,,Everton,2-0,Liverpool,,,Mike Reed,Match Report,
11,Sat,1997-10-18,,Leeds United,4-1,Newcastle Utd,,,David Elleray,Match Report,
11,Sat,1997-10-18,,Chelsea,1-0,Leicester City,,,Uriah Rennie,Match Report,
11,Sun,1997-10-19,,Tottenham,3-2,Sheffield Weds,,,Jeff Winter,Match Report,
11,Mon,1997-10-20,,Barnsley,2-0,Coventry City,,,Paul Alcock,Match Report,
2,Wed,1997-10-22,,Derby County,1-1,Wimbledon,,,Uriah Rennie,Match Report,
12,Sat,1997-10-25,,Manchester Utd,7-0,Barnsley,,,Mike Riley,Match Report,
12,Sat,1997-10-25,,Coventry City,0-0,Everton,,,Stephen Lodge,Match Report,
12,Sat,1997-10-25,,Newcastle Utd,1-1,Blackburn,,,Jeff Winter,Match Report,
12,Sat,1997-10-25,,Southampton,3-2,Tottenham,,,Neale Barry,Match Report,
12,Sat,1997-10-25,,Sheffield Weds,1-3,Crystal Palace,,,Dermot Gallagher,Match Report,
12,Sat,1997-10-25,,Liverpool,4-0,Derby County,,,Gary Willard,Match Report,
12,Sat,1997-10-25,,Wimbledon,1-0,Leeds United,,,Graham Barber,Match Report,
12,Sun,1997-10-26,,Bolton,1-0,Chelsea,,,Peter Jones,Match Report,
12,Sun,1997-10-26,,Arsenal,0-0,Aston Villa,,,Paul Durkin,Match Report,
12,Mon,1997-10-27,,Leicester City,2-1,West Ham,,,Mike Reed,Match Report,
13,Sat,1997-11-01,,Bolton,1-1,Liverpool,,,Dermot Gallagher,Match Report,
13,Sat,1997-11-01,,Barnsley,1-1,Blackburn,,,Graham Poll,Match Report,
13,Sat,1997-11-01,,Aston Villa,0-2,Chelsea,,,Steve Dunn,Match Report,
13,Sat,1997-11-01,,Derby County,3-0,Arsenal,,,Paul Alcock,Match Report,
13,Sat,1997-11-01,,Wimbledon,1-2,Coventry City,,,Uriah Rennie,Match Report,
13,Sat,1997-11-01,,Manchester Utd,6-1,Sheffield Weds,,,Gerald Ashby,Match Report,
13,Sat,1997-11-01,,Newcastle Utd,3-3,Leicester City,,,Gary Willard,Match Report,
13,Sat,1997-11-01,,Tottenham,0-1,Leeds United,,,Keith Burge,Match Report,
13,Sun,1997-11-02,,Everton,0-2,Southampton,,,Alan Wilkie,Match Report,
14,Sat,1997-11-08,,Leeds United,4-3,Derby County,,,Neale Barry,Match Report,
14,Sat,1997-11-08,,Liverpool,4-0,Tottenham,,,Stephen Lodge,Match Report,
14,Sat,1997-11-08,,Blackburn,3-2,Everton,,,Paul Alcock,Match Report,
14,Sat,1997-11-08,,Crystal Palace,1-1,Aston Villa,,,Peter Jones,Match Report,
14,Sat,1997-11-08,,Sheffield Weds,5-0,Bolton,,,Mike Reed,Match Report,
14,Sat,1997-11-08,,Southampton,4-1,Barnsley,,,Gerald Ashby,Match Report,
14,Sat,1997-11-08,,Coventry City,2-2,Newcastle Utd,,,Paul Durkin,Match Report,
14,Sun,1997-11-09,,Arsenal,3-2,Manchester Utd,,,Martin Bodenham,Match Report,
14,Sun,1997-11-09,,Chelsea,2-1,West Ham,,,Graham Barber,Match Report,
14,Mon,1997-11-10,,Leicester City,0-1,Wimbledon,,,Mike Riley,Match Report,
15,Sat,1997-11-22,,Newcastle Utd,2-1,Southampton,,,Dermot Gallagher,Match Report,
15,Sat,1997-11-22,,Aston Villa,2-1,Everton,,,Uriah Rennie,Match Report,
15,Sat,1997-11-22,,Sheffield Weds,2-0,Arsenal,,,Keith Burge,Match Report,
15,Sat,1997-11-22,,Leicester City,0-0,Bolton,,,Graham Barber,Match Report,
15,Sat,1997-11-22,,Derby County,3-1,Coventry City,,,David Elleray,Match Report,
15,Sat,1997-11-22,,Liverpool,0-1,Barnsley,,,Jeff Winter,Match Report,
15,Sat,1997-11-22,,Wimbledon,2-5,Manchester Utd,,,Paul Durkin,Match Report,
15,Sat,1997-11-22,,Blackburn,1-0,Chelsea,,,Stephen Lodge,Match Report,
15,Sun,1997-11-23,,Leeds United,3-1,West Ham,,,Gerald Ashby,Match Report,
15,Mon,1997-11-24,,Tottenham,0-1,Crystal Palace,,,Paul Durkin,Match Report,
2,Wed,1997-11-26,,Chelsea,2-0,Everton,,,Neale Barry,Match Report,
16,Sat,1997-11-29,,Bolton,1-0,Wimbledon,,,Jeff Winter,Match Report,
16,Sat,1997-11-29,,Crystal Palace,1-2,Newcastle Utd,,,Mike Riley,Match Report,
16,Sat,1997-11-29,,Coventry City,0-2,Leicester City,,,Martin Bodenham,Match Report,
16,Sat,1997-11-29,,West Ham,2-1,Aston Villa,,,Paul Alcock,Match Report,
16,Sat,1997-11-29,,Everton,0-2,Tottenham,,,Peter Jones,Match Report,
16,Sat,1997-11-29,,Southampton,2-3,Sheffield Weds,,,Steve Dunn,Match Report,
16,Sat,1997-11-29,,Barnsley,2-3,Leeds United,,,Mike Reed,Match Report,
16,Sat,1997-11-29,,Chelsea,4-0,Derby County,,,Uriah Rennie,Match Report,
16,Sun,1997-11-30,,Manchester Utd,4-0,Blackburn,,,Alan Wilkie,Match Report,
16,Sun,1997-11-30,,Arsenal,0-1,Liverpool,,,Graham Poll,Match Report,
2,Mon,1997-12-01,,Bolton,1-0,Newcastle Utd,,,Neale Barry,Match Report,
13,Wed,1997-12-03,,West Ham,4-1,Crystal Palace,,,David Elleray,Match Report,
17,Sat,1997-12-06,,Leeds United,0-0,Everton,,,Paul Durkin,Match Report,
17,Sat,1997-12-06,,Derby County,2-0,West Ham,,,Alan Wilkie,Match Report,
17,Sat,1997-12-06,,Leicester City,1-1,Crystal Palace,,,Uriah Rennie,Match Report,
17,Sat,1997-12-06,,Blackburn,3-1,Bolton,,,Mike Riley,Match Report,
17,Sat,1997-12-06,,Tottenham,1-6,Chelsea,,,Dermot Gallagher,Match Report,
17,Sat,1997-12-06,,Newcastle Utd,0-1,Arsenal,,,Steve Dunn,Match Report,
17,Sat,1997-12-06,,Liverpool,1-3,Manchester Utd,,,David Elleray,Match Report,
17,Sat,1997-12-06,,Aston Villa,3-0,Coventry City,,,Graham Barber,Match Report,
17,Sun,1997-12-07,,Wimbledon,1-0,Southampton,,,Mike Reed,Match Report,
17,Mon,1997-12-08,,Sheffield Weds,2-1,Barnsley,,,Gary Willard,Match Report,
18,Sat,1997-12-13,,Coventry City,4-0,Tottenham,,,Steve Dunn,Match Report,
18,Sat,1997-12-13,,Barnsley,2-2,Newcastle Utd,,,Paul Alcock,Match Report,
18,Sat,1997-12-13,,Southampton,2-1,Leicester City,,,Stephen Lodge,Match Report,
18,Sat,1997-12-13,,Crystal Palace,0-3,Liverpool,,,Neale Barry,Match Report,
18,Sat,1997-12-13,,West Ham,1-0,Sheffield Weds,,,Mike Riley,Match Report,
18,Sat,1997-12-13,,Arsenal,1-3,Blackburn,,,Gary Willard,Match Report,
18,Sat,1997-12-13,,Chelsea,0-0,Leeds United,,,Graham Poll,Match Report,
18,Sat,1997-12-13,,Everton,0-0,Wimbledon,,,Gerald Ashby,Match Report,
18,Sun,1997-12-14,,Bolton,3-3,Derby County,,,Uriah Rennie,Match Report,
18,Mon,1997-12-15,,Manchester Utd,1-0,Aston Villa,,,Paul Durkin,Match Report,
4,Wed,1997-12-17,,Newcastle Utd,0-0,Derby County,,,Keith Burge,Match Report,
19,Sat,1997-12-20,,Liverpool,1-0,Coventry City,,,Paul Alcock,Match Report,
19,Sat,1997-12-20,,Sheffield Weds,1-4,Chelsea,,,Graham Barber,Match Report,
19,Sat,1997-12-20,,Tottenham,3-0,Barnsley,,,Mike Reed,Match Report,
19,Sat,1997-12-20,,Aston Villa,1-1,Southampton,,,David Elleray,Match Report,
19,Sat,1997-12-20,,Leeds United,2-0,Bolton,,,Alan Wilkie,Match Report,
19,Sat,1997-12-20,,Derby County,0-0,Crystal Palace,,,Martin Bodenham,Match Report,
19,Sat,1997-12-20,,Leicester City,0-1,Everton,,,Jeff Winter,Match Report,
19,Sat,1997-12-20,,Blackburn,3-0,West Ham,,,Gerald Ashby,Match Report,
19,Sun,1997-12-21,,Newcastle Utd,0-1,Manchester Utd,,,Peter Jones,Match Report,
20,Fri,1997-12-26,,Crystal Palace,1-1,Southampton,,,Paul Alcock,Match Report,
20,Fri,1997-12-26,,Derby County,1-0,Newcastle Utd,,,Mike Reed,Match Report,
20,Fri,1997-12-26,,Arsenal,2-1,Leicester City,,,David Elleray,Match Report,
20,Fri,1997-12-26,,West Ham,1-0,Coventry City,,,Graham Poll,Match Report,
20,Fri,1997-12-26,,Sheffield Weds,0-0,Blackburn,,,Jeff Winter,Match Report,
20,Fri,1997-12-26,,Aston Villa,4-1,Tottenham,,,Alan Wilkie,Match Report,
20,Fri,1997-12-26,,Bolton,1-1,Barnsley,,,Steve Dunn,Match Report,
20,Fri,1997-12-26,,Chelsea,1-1,Wimbledon,,,Gary Willard,Match Report,
20,Fri,1997-12-26,,Liverpool,3-1,Leeds United,,,Stephen Lodge,Match Report,
20,Fri,1997-12-26,,Manchester Utd,2-0,Everton,,,Uriah Rennie,Match Report,
21,Sun,1997-12-28,,Barnsley,1-0,Derby County,,,Graham Barber,Match Report,
21,Sun,1997-12-28,,Coventry City,3-2,Manchester Utd,,,Neale Barry,Match Report,
21,Sun,1997-12-28,,Newcastle Utd,1-2,Liverpool,,,Gerald Ashby,Match Report,
21,Sun,1997-12-28,,Everton,3-2,Bolton,,,Keith Burge,Match Report,
21,Sun,1997-12-28,,Tottenham,1-1,Arsenal,,,Mike Riley,Match Report,
21,Sun,1997-12-28,,Leicester City,1-1,Sheffield Weds,,,Graham Poll,Match Report,
21,Sun,1997-12-28,,Leeds United,1-1,Aston Villa,,,Dermot Gallagher,Match Report,
21,Sun,1997-12-28,,Wimbledon,1-2,West Ham,,,Paul Durkin,Match Report,
21,Sun,1997-12-28,,Blackburn,2-2,Crystal Palace,,,Peter Jones,Match Report,
21,Mon,1997-12-29,,Southampton,1-0,Chelsea,,,Martin Bodenham,Match Report,
22,Sat,1998-01-10,,Manchester Utd,2-0,Tottenham,,,Paul Alcock,Match Report,
22,Sat,1998-01-10,,Bolton,0-0,Southampton,,,Gary Willard,Match Report,
22,Sat,1998-01-10,,Aston Villa,1-1,Leicester City,,,Mike Riley,Match Report,
22,Sat,1998-01-10,,West Ham,6-0,Barnsley,,,Neale Barry,Match Report,
22,Sat,1998-01-10,,Sheffield Weds,2-1,Newcastle Utd,,,David Elleray,Match Report,
22,Sat,1998-01-10,,Liverpool,2-0,Wimbledon,,,Martin Bodenham,Match Report,
22,Sat,1998-01-10,,Crystal Palace,1-3,Everton,,,Graham Barber,Match Report,
22,Sat,1998-01-10,,Chelsea,3-1,Coventry City,,,Mike Reed,Match Report,
22,Sat,1998-01-10,,Arsenal,2-1,Leeds United,,,Gerald Ashby,Match Report,
22,Sun,1998-01-11,,Derby County,3-1,Blackburn,,,Graham Poll,Match Report,
23,Sat,1998-01-17,,Wimbledon,0-0,Derby County,,,Peter Jones,Match Report,
23,Sat,1998-01-17,,Blackburn,5-0,Aston Villa,,,Keith Burge,Match Report,
23,Sat,1998-01-17,,Coventry City,2-2,Arsenal,,,Stephen Lodge,Match Report,
23,Sat,1998-01-17,,Leeds United,1-2,Sheffield Weds,,,Martin Bodenham,Match Report,
23,Sat,1998-01-17,,Tottenham,1-0,West Ham,,,David Elleray,Match Report,
23,Sat,1998-01-17,,Leicester City,0-0,Liverpool,,,Steve Dunn,Match Report,
23,Sat,1998-01-17,,Barnsley,1-0,Crystal Palace,,,Mike Reed,Match Report,
23,Sat,1998-01-17,,Newcastle Utd,2-1,Bolton,,,Graham Poll,Match Report,
23,Sun,1998-01-18,,Everton,3-1,Chelsea,,,Alan Wilkie,Match Report,
23,Mon,1998-01-19,,Southampton,1-0,Manchester Utd,,,Mike Riley,Match Report,
5,Tue,1998-01-20,,Liverpool,1-0,Newcastle Utd,,,Graham Barber,Match Report,
24,Sat,1998-01-31,,West Ham,2-2,Everton,,,Mike Reed,Match Report,
24,Sat,1998-01-31,,Derby County,2-1,Tottenham,,,Gary Willard,Match Report,
24,Sat,1998-01-31,,Bolton,1-5,Coventry City,,,Dermot Gallagher,Match Report,
24,Sat,1998-01-31,,Manchester Utd,0-1,Leicester City,,,Gerald Ashby,Match Report,
24,Sat,1998-01-31,,Liverpool,0-0,Blackburn,,,Paul Durkin,Match Report,
24,Sat,1998-01-31,,Sheffield Weds,1-1,Wimbledon,,,Alan Wilkie,Match Report,
24,Sat,1998-01-31,,Chelsea,2-0,Barnsley,,,Jeff Winter,Match Report,
24,Sat,1998-01-31,,Crystal Palace,0-2,Leeds United,,,Uriah Rennie,Match Report,
24,Sat,1998-01-31,,Arsenal,3-0,Southampton,,,Peter Jones,Match Report,
24,Sun,1998-02-01,,Aston Villa,0-1,Newcastle Utd,,,Stephen Lodge,Match Report,
25,Sat,1998-02-07,,Blackburn,0-3,Tottenham,,,Graham Barber,Match Report,
25,Sat,1998-02-07,,Barnsley,2-2,Everton,,,Martin Bodenham,Match Report,
25,Sat,1998-02-07,,Manchester Utd,1-1,Bolton,,,Stephen Lodge,Match Report,
25,Sat,1998-02-07,,Derby County,0-1,Aston Villa,,,Paul Alcock,Match Report,
25,Sat,1998-02-07,,Newcastle Utd,0-1,West Ham,,,Uriah Rennie,Match Report,
25,Sat,1998-02-07,,Liverpool,2-3,Southampton,,,Jeff Winter,Match Report,
25,Sat,1998-02-07,,Leicester City,1-0,Leeds United,,,Neale Barry,Match Report,
25,Sat,1998-02-07,,Coventry City,1-0,Sheffield Weds,,,Gerald Ashby,Match Report,
25,Sun,1998-02-08,,Arsenal,2-0,Chelsea,,,Dermot Gallagher,Match Report,
25,Mon,1998-02-09,,Crystal Palace,0-3,Wimbledon,,,Keith Burge,Match Report,
26,Sat,1998-02-14,,Everton,1-2,Derby County,,,Steve Dunn,Match Report,
26,Sat,1998-02-14,,Tottenham,1-1,Leicester City,,,Stephen Lodge,Match Report,
26,Sat,1998-02-14,,Sheffield Weds,3-3,Liverpool,,,Mike Reed,Match Report,
26,Wed,1998-02-18,,Southampton,1-2,Coventry City,,,Paul Alcock,Match Report,
34,Wed,1998-02-18,,Aston Villa,0-2,Manchester Utd,,,Martin Bodenham,Match Report,
27,Sat,1998-02-21,,Manchester Utd,2-0,Derby County,,,Mike Reed,Match Report,
27,Sat,1998-02-21,,Wimbledon,2-1,Aston Villa,,,Gerald Ashby,Match Report,
27,Sat,1998-02-21,,Leicester City,2-0,Chelsea,,,Paul Durkin,Match Report,
27,Sat,1998-02-21,,Southampton,3-0,Blackburn,,,Uriah Rennie,Match Report,
27,Sat,1998-02-21,,Coventry City,1-0,Barnsley,,,Alan Wilkie,Match Report,
27,Sat,1998-02-21,,Arsenal,1-0,Crystal Palace,,,Jeff Winter,Match Report,
27,Sat,1998-02-21,,Bolton,1-1,West Ham,,,Paul Alcock,Match Report,
27,Sat,1998-02-21,,Sheffield Weds,1-0,Tottenham,,,Martin Bodenham,Match Report,
27,Sun,1998-02-22,,Newcastle Utd,1-1,Leeds United,,,Gary Willard,Match Report,
27,Mon,1998-02-23,,Liverpool,1-1,Everton,,,Peter Jones,Match Report,
28,Sat,1998-02-28,,Aston Villa,2-1,Liverpool,,,Graham Poll,Match Report,
28,Sat,1998-02-28,,Chelsea,0-1,Manchester Utd,,,Steve Dunn,Match Report,
28,Sat,1998-02-28,,Derby County,3-0,Sheffield Weds,,,Alan Wilkie,Match Report,
28,Sat,1998-02-28,,Crystal Palace,0-3,Coventry City,,,David Elleray,Match Report,
28,Sat,1998-02-28,,Leeds United,0-1,Southampton,,,Keith Burge,Match Report,
28,Sat,1998-02-28,,Blackburn,5-3,Leicester City,,,Neale Barry,Match Report,
28,Sat,1998-02-28,,Everton,0-0,Newcastle Utd,,,Mike Riley,Match Report,
28,Sat,1998-02-28,,Barnsley,2-1,Wimbledon,,,Graham Barber,Match Report,
28,Sun,1998-03-01,,Tottenham,1-0,Bolton,,,Peter Jones,Match Report,
28,Mon,1998-03-02,,West Ham,0-0,Arsenal,,,Paul Durkin,Match Report,
29,Wed,1998-03-04,,Leeds United,1-0,Tottenham,,,Paul Alcock,Match Report,
29,Sat,1998-03-07,,Sheffield Weds,2-0,Manchester Utd,,,Peter Jones,Match Report,
29,Sat,1998-03-07,,Southampton,2-1,Everton,,,David Elleray,Match Report,
29,Sat,1998-03-07,,Liverpool,2-1,Bolton,,,Keith Burge,Match Report,
29,Sun,1998-03-08,,Chelsea,0-1,Aston Villa,,,Stephen Lodge,Match Report,
19,Wed,1998-03-11,,Wimbledon,0-1,Arsenal,,,Dermot Gallagher,Match Report,
26,Wed,1998-03-11,,Chelsea,6-2,Crystal Palace,,,Mike Riley,Match Report,
26,Wed,1998-03-11,,Leeds United,4-0,Blackburn,,,David Elleray,Match Report,
26,Wed,1998-03-11,,West Ham,1-1,Manchester Utd,,,Gary Willard,Match Report,
26,Wed,1998-03-11,,Aston Villa,0-1,Barnsley,,,Peter Jones,Match Report,
30,Sat,1998-03-14,,Bolton,3-2,Sheffield Weds,,,Graham Poll,Match Report,
30,Sat,1998-03-14,,Wimbledon,2-1,Leicester City,,,Mike Riley,Match Report,
30,Sat,1998-03-14,,West Ham,2-1,Chelsea,,,Martin Bodenham,Match Report,
30,Sat,1998-03-14,,Everton,1-0,Blackburn,,,Gary Willard,Match Report,
30,Sat,1998-03-14,,Tottenham,3-3,Liverpool,,,Uriah Rennie,Match Report,
30,Sat,1998-03-14,,Aston Villa,3-1,Crystal Palace,,,Graham Barber,Match Report,
30,Sat,1998-03-14,,Manchester Utd,0-1,Arsenal,,,Alan Wilkie,Match Report,
30,Sat,1998-03-14,,Barnsley,4-3,Southampton,,,Gerald Ashby,Match Report,
30,Sat,1998-03-14,,Newcastle Utd,0-0,Coventry City,,,Peter Jones,Match Report,
30,Sun,1998-03-15,,Derby County,0-5,Leeds United,,,Stephen Lodge,Match Report,
32,Wed,1998-03-18,,Newcastle Utd,1-2,Crystal Palace,,,Stephen Lodge,Match Report,
31,Sat,1998-03-28,,Crystal Palace,1-3,Tottenham,,,Mike Reed,Match Report,
31,Sat,1998-03-28,,Southampton,2-1,Newcastle Utd,,,Graham Barber,Match Report,
31,Sat,1998-03-28,,Bolton,2-0,Leicester City,,,Uriah Rennie,Match Report,
31,Sat,1998-03-28,,Arsenal,1-0,Sheffield Weds,,,Steve Dunn,Match Report,
