Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
30,Sun,2007-03-18,,Aston Villa,0-0,Liverpool,,,Lee Mason,Match Report,
30,Sun,2007-03-18,,Everton,1-0,Arsenal,,,Mark Clattenburg,Match Report,
31,Sat,2007-03-31,,Fulham,1-1,Portsmouth,,,Mike Riley,Match Report,
31,Sat,2007-03-31,,West Ham,2-0,Middlesbrough,,,Mark Halsey,Match Report,
31,Sat,2007-03-31,,Liverpool,4-1,Arsenal,,,Stephen Bennett,Match Report,
31,Sat,2007-03-31,,Watford,0-1,Chelsea,,,Uriah Rennie,Match Report,
31,Sat,2007-03-31,,Bolton,1-0,Sheffield Utd,,,Mark Clattenburg,Match Report,
31,Sat,2007-03-31,,Charlton Ath,1-0,Wigan Athletic,,,Peter Walton,Match Report,
31,Sat,2007-03-31,,Manchester Utd,4-1,Blackburn,,,Chris Foy,Match Report,
31,Sat,2007-03-31,,Newcastle Utd,0-1,Manchester City,,,Graham Poll,Match Report,
31,Sun,2007-04-01,,Tottenham,1-0,Reading,,,Alan Wiley,Match Report,
31,Mon,2007-04-02,,Aston Villa,1-1,Everton,,,Howard Webb,Match Report,
32,Fri,2007-04-06,,Everton,4-1,Fulham,,,Dermot Gallagher,Match Report,
32,Fri,2007-04-06,,Manchester City,0-0,Charlton Ath,,,Alan Wiley,Match Report,
32,Sat,2007-04-07,,Sheffield Utd,1-2,Newcastle Utd,,,Mark Halsey,Match Report,
32,Sat,2007-04-07,,Reading,1-2,Liverpool,,,Peter Walton,Match Report,
32,Sat,2007-04-07,,Arsenal,0-1,West Ham,,,Graham Poll,Match Report,
32,Sat,2007-04-07,,Chelsea,1-0,Tottenham,,,Rob Styles,Match Report,
32,Sat,2007-04-07,,Wigan Athletic,1-3,Bolton,,,Uriah Rennie,Match Report,
32,Sat,2007-04-07,,Portsmouth,2-1,Manchester Utd,,,Mark Clattenburg,Match Report,
32,Sat,2007-04-07,,Blackburn,1-2,Aston Villa,,,Martin Atkinson,Match Report,
32,Sat,2007-04-07,,Middlesbrough,4-1,Watford,,,Chris Foy,Match Report,
33,Mon,2007-04-09,,Newcastle Utd,0-0,Arsenal,,,Howard Webb,Match Report,
33,Mon,2007-04-09,,Aston Villa,1-1,Wigan Athletic,,,Mark Halsey,Match Report,
33,Mon,2007-04-09,,Fulham,1-3,Manchester City,,,Stephen Bennett,Match Report,
33,Mon,2007-04-09,,Bolton,1-1,Everton,,,Martin Atkinson,Match Report,
33,Mon,2007-04-09,,Watford,4-2,Portsmouth,,,Lee Mason,Match Report,
33,Mon,2007-04-09,,Charlton Ath,0-0,Reading,,,Graham Poll,Match Report,
34,Sat,2007-04-14,,Manchester City,0-0,Liverpool,,,Uriah Rennie,Match Report,
34,Sat,2007-04-14,,Middlesbrough,1-3,Aston Villa,,,Dermot Gallagher,Match Report,
34,Sat,2007-04-14,,Reading,1-0,Fulham,,,Lee Mason,Match Report,
34,Sat,2007-04-14,,Portsmouth,2-1,Newcastle Utd,,,Chris Foy,Match Report,
34,Sat,2007-04-14,,Arsenal,2-1,Bolton,,,Rob Styles,Match Report,
34,Sat,2007-04-14,,Sheffield Utd,3-0,West Ham,,,Stephen Bennett,Match Report,
34,Sun,2007-04-15,,Wigan Athletic,3-3,Tottenham,,,Graham Poll,Match Report,
34,Sun,2007-04-15,,Everton,2-1,Charlton Ath,,,Mark Halsey,Match Report,
25,Tue,2007-04-17,,Arsenal,3-1,Manchester City,,,Mark Halsey,Match Report,
33,Tue,2007-04-17,,Manchester Utd,2-0,Sheffield Utd,,,Rob Styles,Match Report,
33,Wed,2007-04-18,,West Ham,1-4,Chelsea,,,Mike Dean,Match Report,
33,Wed,2007-04-18,,Liverpool,2-0,Middlesbrough,,,Graham Poll,Match Report,
34,Wed,2007-04-18,,Blackburn,3-1,Watford,,,Chris Foy,Match Report,
35,Sat,2007-04-21,,Fulham,1-1,Blackburn,,,Graham Poll,Match Report,
35,Sat,2007-04-21,,Manchester Utd,1-1,Middlesbrough,,,Peter Walton,Match Report,
35,Sat,2007-04-21,,Watford,1-1,Manchester City,,,Rob Styles,Match Report,
35,Sat,2007-04-21,,Tottenham,2-2,Arsenal,,,Mike Dean,Match Report,
35,Sat,2007-04-21,,Liverpool,2-0,Wigan Athletic,,,Mike Riley,Match Report,
35,Sat,2007-04-21,,West Ham,1-0,Everton,,,Mark Clattenburg,Match Report,
35,Sat,2007-04-21,,Charlton Ath,1-1,Sheffield Utd,,,Alan Wiley,Match Report,
35,Sat,2007-04-21,,Bolton,1-3,Reading,,,Howard Webb,Match Report,
35,Sun,2007-04-22,,Aston Villa,0-0,Portsmouth,,,Martin Atkinson,Match Report,
35,Sun,2007-04-22,,Newcastle Utd,0-0,Chelsea,,,Mark Halsey,Match Report,
36,Sat,2007-04-28,,Sheffield Utd,1-0,Watford,,,Martin Atkinson,Match Report,
36,Sat,2007-04-28,,Everton,2-4,Manchester Utd,,,Alan Wiley,Match Report,
36,Sat,2007-04-28,,Middlesbrough,2-3,Tottenham,,,Lee Mason,Match Report,
36,Sat,2007-04-28,,Chelsea,2-2,Bolton,,,Rob Styles,Match Report,
36,Sat,2007-04-28,,Portsmouth,2-1,Liverpool,,,Peter Walton,Match Report,
36,Sat,2007-04-28,,Wigan Athletic,0-3,West Ham,,,Graham Poll,Match Report,
36,Sat,2007-04-28,,Manchester City,0-2,Aston Villa,,,Mark Halsey,Match Report,
36,Sat,2007-04-28,,Blackburn,4-1,Charlton Ath,,,Mike Dean,Match Report,
36,Sun,2007-04-29,,Arsenal,3-1,Fulham,,,Mark Clattenburg,Match Report,
36,Mon,2007-04-30,,Reading,1-0,Newcastle Utd,,,Mike Riley,Match Report,
37,Sat,2007-05-05,,Manchester City,0-1,Manchester Utd,,,Rob Styles,Match Report,
37,Sat,2007-05-05,,Wigan Athletic,0-1,Middlesbrough,,,Mark Clattenburg,Match Report,
37,Sat,2007-05-05,,Aston Villa,3-0,Sheffield Utd,,,Peter Walton,Match Report,
37,Sat,2007-05-05,,West Ham,3-1,Bolton,,,Mike Riley,Match Report,
37,Sat,2007-05-05,,Newcastle Utd,0-2,Blackburn,,,Martin Atkinson,Match Report,
37,Sat,2007-05-05,,Reading,0-2,Watford,,,Dermot Gallagher,Match Report,
37,Sat,2007-05-05,,Everton,3-0,Portsmouth,,,Howard Webb,Match Report,
37,Sat,2007-05-05,,Fulham,1-0,Liverpool,,,Stephen Bennett,Match Report,
37,Sun,2007-05-06,,Arsenal,1-1,Chelsea,,,Alan Wiley,Match Report,
37,Mon,2007-05-07,,Charlton Ath,0-2,Tottenham,,,Mark Halsey,Match Report,
34,Wed,2007-05-09,,Chelsea,0-0,Manchester Utd,,,Graham Poll,Match Report,
33,Thu,2007-05-10,,Tottenham,1-1,Blackburn,,,Rob Styles,Match Report,
38,Sun,2007-05-13,,Sheffield Utd,1-2,Wigan Athletic,,,Mike Dean,Match Report,
38,Sun,2007-05-13,,Liverpool,2-2,Charlton Ath,,,Dermot Gallagher,Match Report,
38,Sun,2007-05-13,,Middlesbrough,3-1,Fulham,,,Mike Riley,Match Report,
38,Sun,2007-05-13,,Bolton,2-2,Aston Villa,,,Mark Clattenburg,Match Report,
38,Sun,2007-05-13,,Blackburn,3-3,Reading,,,Alan Wiley,Match Report,
38,Sun,2007-05-13,,Manchester Utd,0-1,West Ham,,,Martin Atkinson,Match Report,
38,Sun,2007-05-13,,Tottenham,2-1,Manchester City,,,Stephen Bennett,Match Report,
38,Sun,2007-05-13,,Chelsea,1-1,Everton,,,Mark Halsey,Match Report,
38,Sun,2007-05-13,,Portsmouth,0-0,Arsenal,,,Graham Poll,Match Report,
38,Sun,2007-05-13,,Watford,1-1,Newcastle Utd,,,Rob Styles,Match Report,
