Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
30,Sun,2006-03-19,,Newcastle Utd,1-3,Liverpool,,,Mike Riley,Match Report,
31,Sat,2006-03-25,,Aston Villa,0-0,Fulham,,,Lee Mason,Match Report,
31,Sat,2006-03-25,,Wigan Athletic,1-2,West Ham,,,Dermot Gallagher,Match Report,
31,Sat,2006-03-25,,Liverpool,3-1,Everton,,,Phil Dowd,Match Report,
31,Sat,2006-03-25,,Sunderland,0-1,Blackburn,,,Peter Walton,Match Report,
31,Sat,2006-03-25,,Chelsea,2-0,Manchester City,,,Rob Styles,Match Report,
31,Sun,2006-03-26,,Manchester Utd,3-0,Birmingham City,,,Mike Dean,Match Report,
31,Sun,2006-03-26,,Charlton Ath,3-1,Newcastle Utd,,,Mark Halsey,Match Report,
31,Sun,2006-03-26,,Middlesbrough,4-3,Bolton,,,Howard Webb,Match Report,
31,Mon,2006-03-27,,Tottenham,2-1,West Brom,,,Chris Foy,Match Report,
27,Wed,2006-03-29,,Manchester Utd,1-0,West Ham,,,Graham Poll,Match Report,
32,Sat,2006-04-01,,Arsenal,5-0,Aston Villa,,,Martin Atkinson,Match Report,
32,Sat,2006-04-01,,Bolton,1-2,Manchester Utd,,,Alan Wiley,Match Report,
32,Sat,2006-04-01,,West Brom,0-2,Liverpool,,,Uriah Rennie,Match Report,
32,Sat,2006-04-01,,Everton,2-2,Sunderland,,,Mark Halsey,Match Report,
32,Sat,2006-04-01,,Birmingham City,0-0,Chelsea,,,Dermot Gallagher,Match Report,
32,Sat,2006-04-01,,Fulham,1-3,Portsmouth,,,Graham Poll,Match Report,
32,Sat,2006-04-01,,Newcastle Utd,3-1,Tottenham,,,Mike Dean,Match Report,
32,Sun,2006-04-02,,West Ham,0-0,Charlton Ath,,,Rob Styles,Match Report,
32,Sun,2006-04-02,,Manchester City,0-1,Middlesbrough,,,Mike Riley,Match Report,
32,Mon,2006-04-03,,Blackburn,1-1,Wigan Athletic,,,Phil Dowd,Match Report,
13,Tue,2006-04-04,,Birmingham City,1-0,Bolton,,,Chris Foy,Match Report,
33,Sat,2006-04-08,,Charlton Ath,0-0,Everton,,,Peter Walton,Match Report,
33,Sat,2006-04-08,,Tottenham,2-1,Manchester City,,,Dermot Gallagher,Match Report,
33,Sat,2006-04-08,,Portsmouth,2-2,Blackburn,,,Stephen Bennett,Match Report,
33,Sat,2006-04-08,,Wigan Athletic,1-1,Birmingham City,,,Howard Webb,Match Report,
33,Sun,2006-04-09,,Middlesbrough,1-2,Newcastle Utd,,,Alan Wiley,Match Report,
33,Sun,2006-04-09,,Aston Villa,0-0,West Brom,,,Mark Halsey,Match Report,
33,Sun,2006-04-09,,Liverpool,1-0,Bolton,,,Rob Styles,Match Report,
33,Sun,2006-04-09,,Chelsea,4-1,West Ham,,,Chris Foy,Match Report,
33,Sun,2006-04-09,,Manchester Utd,2-0,Arsenal,,,Graham Poll,Match Report,
31,Wed,2006-04-12,,Portsmouth,1-1,Arsenal,,,Uriah Rennie,Match Report,
34,Fri,2006-04-14,,Manchester Utd,0-0,Sunderland,,,Rob Styles,Match Report,
34,Sat,2006-04-15,,Everton,0-1,Tottenham,,,Howard Webb,Match Report,
34,Sat,2006-04-15,,Newcastle Utd,3-1,Wigan Athletic,,,Uriah Rennie,Match Report,
34,Sat,2006-04-15,,Bolton,0-2,Chelsea,,,Phil Dowd,Match Report,
34,Sat,2006-04-15,,Fulham,2-1,Charlton Ath,,,Martin Atkinson,Match Report,
34,Sat,2006-04-15,,West Ham,1-0,Manchester City,,,Stephen Bennett,Match Report,
34,Sat,2006-04-15,,Arsenal,3-1,West Brom,,,Mike Dean,Match Report,
34,Sat,2006-04-15,,Portsmouth,1-0,Middlesbrough,,,Andre Marriner,Match Report,
34,Sun,2006-04-16,,Blackburn,0-1,Liverpool,,,Alan Wiley,Match Report,
34,Sun,2006-04-16,,Aston Villa,3-1,Birmingham City,,,Graham Poll,Match Report,
35,Mon,2006-04-17,,Charlton Ath,2-1,Portsmouth,,,Howard Webb,Match Report,
35,Mon,2006-04-17,,Sunderland,1-4,Newcastle Utd,,,Chris Foy,Match Report,
35,Mon,2006-04-17,,West Brom,0-0,Bolton,,,Dermot Gallagher,Match Report,
35,Mon,2006-04-17,,Tottenham,1-2,Manchester Utd,,,Mark Halsey,Match Report,
35,Mon,2006-04-17,,Chelsea,3-0,Everton,,,Rob Styles,Match Report,
35,Mon,2006-04-17,,Middlesbrough,2-0,West Ham,,,Martin Atkinson,Match Report,
35,Tue,2006-04-18,,Wigan Athletic,3-2,Aston Villa,,,Peter Walton,Match Report,
35,Wed,2006-04-19,,Birmingham City,2-1,Blackburn,,,Uriah Rennie,Match Report,
36,Sat,2006-04-22,,Everton,0-0,Birmingham City,,,Mark Halsey,Match Report,
36,Sat,2006-04-22,,Bolton,4-1,Charlton Ath,,,Uriah Rennie,Match Report,
36,Sat,2006-04-22,,Portsmouth,2-1,Sunderland,,,Mike Dean,Match Report,
36,Sat,2006-04-22,,Arsenal,1-1,Tottenham,,,Stephen Bennett,Match Report,
36,Sat,2006-04-22,,Newcastle Utd,3-0,West Brom,,,Howard Webb,Match Report,
36,Mon,2006-04-24,,Fulham,1-0,Wigan Athletic,,,Rob Styles,Match Report,
36,Tue,2006-04-25,,Aston Villa,0-1,Manchester City,,,Chris Foy,Match Report,
36,Wed,2006-04-26,,West Ham,1-2,Liverpool,,,Howard Webb,Match Report,
37,Sat,2006-04-29,,Charlton Ath,0-2,Blackburn,,,Rob Styles,Match Report,
37,Sat,2006-04-29,,Birmingham City,0-0,Newcastle Utd,,,Martin Atkinson,Match Report,
37,Sat,2006-04-29,,Liverpool,3-1,Aston Villa,,,Mark Halsey,Match Report,
37,Sat,2006-04-29,,Wigan Athletic,1-2,Portsmouth,,,Mike Riley,Match Report,
37,Sat,2006-04-29,,Middlesbrough,0-1,Everton,,,Lee Mason,Match Report,
37,Sat,2006-04-29,,Chelsea,3-0,Manchester Utd,,,Mike Dean,Match Report,
37,Sat,2006-04-29,,Manchester City,1-2,Fulham,,,Peter Walton,Match Report,
37,Sun,2006-04-30,,Tottenham,1-0,Bolton,,,Alan Wiley,Match Report,
36,Mon,2006-05-01,,Manchester Utd,0-0,Middlesbrough,,,Chris Foy,Match Report,
37,Mon,2006-05-01,,West Brom,0-1,West Ham,,,Graham Poll,Match Report,
37,Mon,2006-05-01,,Sunderland,0-3,Arsenal,,,Dermot Gallagher,Match Report,
36,Tue,2006-05-02,,Blackburn,1-0,Chelsea,,,Stephen Bennett,Match Report,
19,Wed,2006-05-03,,Bolton,1-1,Middlesbrough,,,Howard Webb,Match Report,
33,Thu,2006-05-04,,Sunderland,2-1,Fulham,,,Mike Riley,Match Report,
35,Thu,2006-05-04,,Manchester City,1-3,Arsenal,,,Graham Poll,Match Report,
38,Sun,2006-05-07,,Arsenal,4-2,Wigan Athletic,,,Uriah Rennie,Match Report,
38,Sun,2006-05-07,,Portsmouth,1-3,Liverpool,,,Graham Poll,Match Report,
38,Sun,2006-05-07,,Everton,2-2,West Brom,,,Alan Wiley,Match Report,
38,Sun,2006-05-07,,Fulham,1-0,Middlesbrough,,,Mark Halsey,Match Report,
38,Sun,2006-05-07,,Newcastle Utd,1-0,Chelsea,,,Mike Riley,Match Report,
38,Sun,2006-05-07,,Blackburn,2-0,Manchester City,,,Howard Webb,Match Report,
38,Sun,2006-05-07,,West Ham,2-1,Tottenham,,,Chris Foy,Match Report,
38,Sun,2006-05-07,,Bolton,1-0,Birmingham City,,,Stephen Bennett,Match Report,
38,Sun,2006-05-07,,Manchester Utd,4-0,Charlton Ath,,,Martin Atkinson,Match Report,
38,Sun,2006-05-07,,Aston Villa,2-1,Sunderland,,,Mike Dean,Match Report,
